"Step","rl.grpo_llama.3b_stable.130b_decay.openr1.030.10B_math.8k_orzbase_0419_0102 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.openr1.030.10B_math.8k_orzbase_0419_0102 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.030.10B_math.8k_orzbase_0419_0102 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.020.10B_math.8k_orzbase_0419_0026 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.openr1.020.10B_math.8k_orzbase_0419_0026 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.020.10B_math.8k_orzbase_0419_0026 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.010.10B_math.8k_orzbase_0419_0023 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.openr1.010.10B_math.8k_orzbase_0419_0023 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.010.10B_math.8k_orzbase_0419_0023 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.040.10B_math.8k_orzbase_0418_2334 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.openr1.040.10B_math.8k_orzbase_0418_2334 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.040.10B_math.8k_orzbase_0418_2334 - val_response_length/test_length_correct/MATH500__MAX"
"40","1219.702205882353","1219.702205882353","1219.702205882353","1385.2991452991453","1385.2991452991453","1385.2991452991453","419.0141509433962","419.0141509433962","419.0141509433962","1395.9097744360902","1395.9097744360902","1395.9097744360902"
"44","1130.5116279069769","1130.5116279069769","1130.5116279069769","1488.4602510460252","1488.4602510460252","1488.4602510460252","496.2837837837838","496.2837837837838","496.2837837837838","1501.7490494296578","1501.7490494296578","1501.7490494296578"
"48","1248.66015625","1248.66015625","1248.66015625","1568.44","1568.44","1568.44","580.0176991150443","580.0176991150443","580.0176991150443","1481.3102189781023","1481.3102189781023","1481.3102189781023"
"52","1192.2716981132075","1192.2716981132075","1192.2716981132075","1553.8403361344538","1553.8403361344538","1553.8403361344538","681.0129310344828","681.0129310344828","681.0129310344828","1580.228782287823","1580.228782287823","1580.228782287823"
"56","1331.388888888889","1331.388888888889","1331.388888888889","1672.144486692015","1672.144486692015","1672.144486692015","822.3728813559322","822.3728813559322","822.3728813559322","1630.754716981132","1630.754716981132","1630.754716981132"
"60","1179.4280442804427","1179.4280442804427","1179.4280442804427","1572.5114503816794","1572.5114503816794","1572.5114503816794","949.6933333333334","949.6933333333334","949.6933333333334","1548.0327272727272","1548.0327272727272","1548.0327272727272"
"64","1182.1342756183747","1182.1342756183747","1182.1342756183747","1540.233082706767","1540.233082706767","1540.233082706767","1318.174672489083","1318.174672489083","1318.174672489083","1714.8144329896907","1714.8144329896907","1714.8144329896907"
"68","1246.8992805755395","1246.8992805755395","1246.8992805755395","1473.6666666666667","1473.6666666666667","1473.6666666666667","1643.4789915966387","1643.4789915966387","1643.4789915966387","1692.6159169550174","1692.6159169550174","1692.6159169550174"
"72","1336.153024911032","1336.153024911032","1336.153024911032","1456.2083333333333","1456.2083333333333","1456.2083333333333","1690.478448275862","1690.478448275862","1690.478448275862","1709.3357400722023","1709.3357400722023","1709.3357400722023"
"76","1386.4564459930314","1386.4564459930314","1386.4564459930314","1430.9625468164793","1430.9625468164793","1430.9625468164793","1391.286274509804","1391.286274509804","1391.286274509804","1893.4245614035087","1893.4245614035087","1893.4245614035087"
"80","1433.4652777777778","1433.4652777777778","1433.4652777777778","1525.7844522968198","1525.7844522968198","1525.7844522968198","1471.030172413793","1471.030172413793","1471.030172413793","2009.8188405797102","2009.8188405797102","2009.8188405797102"
"84","1515.101754385965","1515.101754385965","1515.101754385965","1485.0334572490706","1485.0334572490706","1485.0334572490706","1316.7773279352227","1316.7773279352227","1316.7773279352227","1977.2897526501768","1977.2897526501768","1977.2897526501768"
"88","1465.9247311827958","1465.9247311827958","1465.9247311827958","1448.624060150376","1448.624060150376","1448.624060150376","1407.9918367346938","1407.9918367346938","1407.9918367346938","1826.992673992674","1826.992673992674","1826.992673992674"
"92","1380.2585034013605","1380.2585034013605","1380.2585034013605","1618.1648351648353","1618.1648351648353","1618.1648351648353","1706.7032520325204","1706.7032520325204","1706.7032520325204","1888.829181494662","1888.829181494662","1888.829181494662"
"96","1353.2398648648648","1353.2398648648648","1353.2398648648648","1483.73851590106","1483.73851590106","1483.73851590106","1942.1234042553192","1942.1234042553192","1942.1234042553192","1875.6608996539792","1875.6608996539792","1875.6608996539792"
"100","1666.7809187279152","1666.7809187279152","1666.7809187279152","1863.105072463768","1863.105072463768","1863.105072463768","2464.4291338582675","2464.4291338582675","2464.4291338582675","2176.857627118644","2176.857627118644","2176.857627118644"
"104","1668.3896551724138","1668.3896551724138","1668.3896551724138","1837.8102189781023","1837.8102189781023","1837.8102189781023","2080.2235294117645","2080.2235294117645","2080.2235294117645","2430.4827586206898","2430.4827586206898","2430.4827586206898"
"108","1760.6993243243244","1760.6993243243244","1760.6993243243244","1640.3772241992883","1640.3772241992883","1640.3772241992883","2250.904761904762","2250.904761904762","2250.904761904762","","",""
"112","","","","","","","2251.641434262948","2251.641434262948","2251.641434262948","","",""
"116","","","","","","","2312.5341365461845","2312.5341365461845","2312.5341365461845","","",""
