"Step","rl.grpo_llama.1b_decay_short.20B_math.8k_0422_1125 - val/test_score/OlympiadBench","rl.grpo_llama.1b_decay_short.20B_math.8k_0422_1125 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.1b_decay_short.20B_math.8k_0422_1125 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.1b_decay_long.20B_math.8k_0421_1805 - val/test_score/OlympiadBench","rl.grpo_llama.1b_decay_long.20B_math.8k_0421_1805 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.1b_decay_long.20B_math.8k_0421_1805 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.1b_decay_long.short.mix.20B_math.8k_0421_1311 - val/test_score/OlympiadBench","rl.grpo_llama.1b_decay_long.short.mix.20B_math.8k_0421_1311 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.1b_decay_long.short.mix.20B_math.8k_0421_1311 - val/test_score/OlympiadBench__MAX"
"92","0.12035661218424963","0.12035661218424963","0.12035661218424963","0.1352154531946508","0.1352154531946508","0.1352154531946508","0.13075780089153047","0.13075780089153047","0.13075780089153047"
"96","0.1263001485884101","0.1263001485884101","0.1263001485884101","0.12332838038632987","0.12332838038632987","0.12332838038632987","0.12332838038632987","0.12332838038632987","0.12332838038632987"
"100","0.11738484398216939","0.11738484398216939","0.11738484398216939","0.1263001485884101","0.1263001485884101","0.1263001485884101","0.1263001485884101","0.1263001485884101","0.1263001485884101"
"104","0.13670133729569092","0.13670133729569092","0.13670133729569092","0.12927191679049035","0.12927191679049035","0.12927191679049035","0.13967310549777118","0.13967310549777118","0.13967310549777118"
"108","0.13670133729569092","0.13670133729569092","0.13670133729569092","0.15304606240713226","0.15304606240713226","0.15304606240713226","0.13075780089153047","0.13075780089153047","0.13075780089153047"
"112","0.1352154531946508","0.1352154531946508","0.1352154531946508","0.13670133729569092","0.13670133729569092","0.13670133729569092","0.13967310549777118","0.13967310549777118","0.13967310549777118"
"116","0.1263001485884101","0.1263001485884101","0.1263001485884101","0.1426448736998514","0.1426448736998514","0.1426448736998514","0.12927191679049035","0.12927191679049035","0.12927191679049035"
"120","0.11441307578008915","0.11441307578008915","0.11441307578008915","0.13967310549777118","0.13967310549777118","0.13967310549777118","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"124","0.12184249628528974","0.12184249628528974","0.12184249628528974","0.14413075780089152","0.14413075780089152","0.14413075780089152","0.1515601783060921","0.1515601783060921","0.1515601783060921"
"128","0.12035661218424963","0.12035661218424963","0.12035661218424963","","","","0.12927191679049035","0.12927191679049035","0.12927191679049035"
"132","0.1188707280832095","0.1188707280832095","0.1188707280832095","","","","0.13670133729569092","0.13670133729569092","0.13670133729569092"
"136","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.12927191679049035","0.12927191679049035","0.12927191679049035"
"140","0.1188707280832095","0.1188707280832095","0.1188707280832095","","","","0.15304606240713226","0.15304606240713226","0.15304606240713226"
"144","0.11589895988112928","0.11589895988112928","0.11589895988112928","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"148","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.15601783060921248","0.15601783060921248","0.15601783060921248"
"152","0.1277860326894502","0.1277860326894502","0.1277860326894502","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"156","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"160","0.12927191679049035","0.12927191679049035","0.12927191679049035","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"164","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"168","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.15601783060921248","0.15601783060921248","0.15601783060921248"
"172","0.1188707280832095","0.1188707280832095","0.1188707280832095","","","","0.14413075780089152","0.14413075780089152","0.14413075780089152"
"176","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"180","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"184","0.1337295690936107","0.1337295690936107","0.1337295690936107","","","","0.1426448736998514","0.1426448736998514","0.1426448736998514"
"188","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"192","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.1515601783060921","0.1515601783060921","0.1515601783060921"
"196","0.14710252600297177","0.14710252600297177","0.14710252600297177","","","","0.13818722139673106","0.13818722139673106","0.13818722139673106"
"200","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"204","0.1277860326894502","0.1277860326894502","0.1277860326894502","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"208","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"212","0.13075780089153047","0.13075780089153047","0.13075780089153047","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"216","0.12481426448736999","0.12481426448736999","0.12481426448736999","","","","0.1426448736998514","0.1426448736998514","0.1426448736998514"
"220","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","0.14413075780089152","0.14413075780089152","0.14413075780089152"
"224","0.11589895988112928","0.11589895988112928","0.11589895988112928","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"228","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.13967310549777118","0.13967310549777118","0.13967310549777118"
"232","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","0.13967310549777118","0.13967310549777118","0.13967310549777118"
"236","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","0.14413075780089152","0.14413075780089152","0.14413075780089152"
"240","0.1188707280832095","0.1188707280832095","0.1188707280832095","","","","0.13075780089153047","0.13075780089153047","0.13075780089153047"
"244","0.1277860326894502","0.1277860326894502","0.1277860326894502","","","","0.1263001485884101","0.1263001485884101","0.1263001485884101"
"248","0.1277860326894502","0.1277860326894502","0.1277860326894502","","","","0.13670133729569092","0.13670133729569092","0.13670133729569092"
"252","0.1277860326894502","0.1277860326894502","0.1277860326894502","","","","0.14413075780089152","0.14413075780089152","0.14413075780089152"
"256","0.12927191679049035","0.12927191679049035","0.12927191679049035","","","","0.13818722139673106","0.13818722139673106","0.13818722139673106"
"260","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","0.14413075780089152","0.14413075780089152","0.14413075780089152"
"264","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.14413075780089152","0.14413075780089152","0.14413075780089152"
"268","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"272","0.12927191679049035","0.12927191679049035","0.12927191679049035","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"276","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.1352154531946508","0.1352154531946508","0.1352154531946508"
"280","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","0.1352154531946508","0.1352154531946508","0.1352154531946508"
"284","0.1515601783060921","0.1515601783060921","0.1515601783060921","","","","0.12184249628528974","0.12184249628528974","0.12184249628528974"
"288","0.14413075780089152","0.14413075780089152","0.14413075780089152","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"292","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"296","0.1277860326894502","0.1277860326894502","0.1277860326894502","","","","0.13224368499257058","0.13224368499257058","0.13224368499257058"
"300","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"304","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","0.13075780089153047","0.13075780089153047","0.13075780089153047"
"308","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"312","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","0.15601783060921248","0.15601783060921248","0.15601783060921248"
"316","0.14413075780089152","0.14413075780089152","0.14413075780089152","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"320","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.15601783060921248","0.15601783060921248","0.15601783060921248"
"324","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.16047548291233285","0.16047548291233285","0.16047548291233285"
"328","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.16196136701337296","0.16196136701337296","0.16196136701337296"
"332","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.1649331352154532","0.1649331352154532","0.1649331352154532"
"336","0.15453194650817237","0.15453194650817237","0.15453194650817237","","","","0.16047548291233285","0.16047548291233285","0.16047548291233285"
"340","0.150074294205052","0.150074294205052","0.150074294205052","","","","0.15453194650817237","0.15453194650817237","0.15453194650817237"
"344","0.15601783060921248","0.15601783060921248","0.15601783060921248","","","","0.1649331352154532","0.1649331352154532","0.1649331352154532"
"348","0.150074294205052","0.150074294205052","0.150074294205052","","","","0.15304606240713226","0.15304606240713226","0.15304606240713226"
"352","0.1589895988112927","0.1589895988112927","0.1589895988112927","","","","0.1649331352154532","0.1649331352154532","0.1649331352154532"
"356","0.1575037147102526","0.1575037147102526","0.1575037147102526","","","","0.150074294205052","0.150074294205052","0.150074294205052"
"360","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.1589895988112927","0.1589895988112927","0.1589895988112927"
"364","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","0.16047548291233285","0.16047548291233285","0.16047548291233285"
"368","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","0.16047548291233285","0.16047548291233285","0.16047548291233285"
"372","0.14413075780089152","0.14413075780089152","0.14413075780089152","","","","0.16196136701337296","0.16196136701337296","0.16196136701337296"
"376","0.1515601783060921","0.1515601783060921","0.1515601783060921","","","","0.16939078751857356","0.16939078751857356","0.16939078751857356"
"380","0.1723625557206538","0.1723625557206538","0.1723625557206538","","","","0.1649331352154532","0.1649331352154532","0.1649331352154532"
"384","0.14561664190193166","0.14561664190193166","0.14561664190193166","","","","0.15453194650817237","0.15453194650817237","0.15453194650817237"
"388","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"392","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.15304606240713226","0.15304606240713226","0.15304606240713226"
"396","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","0.1515601783060921","0.1515601783060921","0.1515601783060921"
"400","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"404","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.150074294205052","0.150074294205052","0.150074294205052"
"408","0.1277860326894502","0.1277860326894502","0.1277860326894502","","","","0.1575037147102526","0.1575037147102526","0.1575037147102526"
"412","0.1337295690936107","0.1337295690936107","0.1337295690936107","","","","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"416","0.14561664190193166","0.14561664190193166","0.14561664190193166","","","","0.13818722139673106","0.13818722139673106","0.13818722139673106"
"420","0.14413075780089152","0.14413075780089152","0.14413075780089152","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"424","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.12927191679049035","0.12927191679049035","0.12927191679049035"
"428","0.12481426448736999","0.12481426448736999","0.12481426448736999","","","","0.15601783060921248","0.15601783060921248","0.15601783060921248"
"432","0.13075780089153047","0.13075780089153047","0.13075780089153047","","","","0.13818722139673106","0.13818722139673106","0.13818722139673106"
"436","0.150074294205052","0.150074294205052","0.150074294205052","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"440","0.14561664190193166","0.14561664190193166","0.14561664190193166","","","","0.1352154531946508","0.1352154531946508","0.1352154531946508"
"444","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"448","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.1515601783060921","0.1515601783060921","0.1515601783060921"
"452","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","0.1426448736998514","0.1426448736998514","0.1426448736998514"
"456","0.14710252600297177","0.14710252600297177","0.14710252600297177","","","","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"460","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.1426448736998514","0.1426448736998514","0.1426448736998514"
"464","0.12481426448736999","0.12481426448736999","0.12481426448736999","","","","0.1352154531946508","0.1352154531946508","0.1352154531946508"
"468","0.14413075780089152","0.14413075780089152","0.14413075780089152","","","","0.13224368499257058","0.13224368499257058","0.13224368499257058"
"472","0.15453194650817237","0.15453194650817237","0.15453194650817237","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"476","0.14710252600297177","0.14710252600297177","0.14710252600297177","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"480","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"484","0.13075780089153047","0.13075780089153047","0.13075780089153047","","","","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"488","0.1589895988112927","0.1589895988112927","0.1589895988112927","","","","0.1589895988112927","0.1589895988112927","0.1589895988112927"
"492","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"496","0.1426448736998514","0.1426448736998514","0.1426448736998514","","","","0.13670133729569092","0.13670133729569092","0.13670133729569092"
"500","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.13967310549777118","0.13967310549777118","0.13967310549777118"
"504","0.1426448736998514","0.1426448736998514","0.1426448736998514","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"508","0.13075780089153047","0.13075780089153047","0.13075780089153047","","","","0.13818722139673106","0.13818722139673106","0.13818722139673106"
"512","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.1337295690936107","0.1337295690936107","0.1337295690936107"
"516","0.12481426448736999","0.12481426448736999","0.12481426448736999","","","","0.13224368499257058","0.13224368499257058","0.13224368499257058"
"520","0.12035661218424963","0.12035661218424963","0.12035661218424963","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"524","0.13075780089153047","0.13075780089153047","0.13075780089153047","","","","0.150074294205052","0.150074294205052","0.150074294205052"
"528","0.12481426448736999","0.12481426448736999","0.12481426448736999","","","","0.15304606240713226","0.15304606240713226","0.15304606240713226"
"532","0.13075780089153047","0.13075780089153047","0.13075780089153047","","","","0.1575037147102526","0.1575037147102526","0.1575037147102526"
"536","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","0.150074294205052","0.150074294205052","0.150074294205052"
"540","0.11738484398216939","0.11738484398216939","0.11738484398216939","","","","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"544","0.1277860326894502","0.1277860326894502","0.1277860326894502","","","","0.15304606240713226","0.15304606240713226","0.15304606240713226"
"548","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","0.150074294205052","0.150074294205052","0.150074294205052"
"552","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.14413075780089152","0.14413075780089152","0.14413075780089152"
"556","0.12035661218424963","0.12035661218424963","0.12035661218424963","","","","0.1337295690936107","0.1337295690936107","0.1337295690936107"
"560","0.12927191679049035","0.12927191679049035","0.12927191679049035","","","","0.13818722139673106","0.13818722139673106","0.13818722139673106"
"564","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","0.1575037147102526","0.1575037147102526","0.1575037147102526"
"568","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.1411589895988113","0.1411589895988113","0.1411589895988113"
"572","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.15304606240713226","0.15304606240713226","0.15304606240713226"
"576","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"580","0.1337295690936107","0.1337295690936107","0.1337295690936107","","","","0.12927191679049035","0.12927191679049035","0.12927191679049035"
"584","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.13670133729569092","0.13670133729569092","0.13670133729569092"
"588","0.1426448736998514","0.1426448736998514","0.1426448736998514","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"592","0.1426448736998514","0.1426448736998514","0.1426448736998514","","","","0.15304606240713226","0.15304606240713226","0.15304606240713226"
"596","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","0.1589895988112927","0.1589895988112927","0.1589895988112927"
"600","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","0.150074294205052","0.150074294205052","0.150074294205052"
"604","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","0.15453194650817237","0.15453194650817237","0.15453194650817237"
"608","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"612","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"616","0.14413075780089152","0.14413075780089152","0.14413075780089152","","","","0.1575037147102526","0.1575037147102526","0.1575037147102526"
"620","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.14413075780089152","0.14413075780089152","0.14413075780089152"
"624","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.1515601783060921","0.1515601783060921","0.1515601783060921"
"628","0.14710252600297177","0.14710252600297177","0.14710252600297177","","","","0.16196136701337296","0.16196136701337296","0.16196136701337296"
"632","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.15601783060921248","0.15601783060921248","0.15601783060921248"
"636","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","0.13967310549777118","0.13967310549777118","0.13967310549777118"
"640","0.150074294205052","0.150074294205052","0.150074294205052","","","","0.1485884101040119","0.1485884101040119","0.1485884101040119"
"644","0.14561664190193166","0.14561664190193166","0.14561664190193166","","","","0.1589895988112927","0.1589895988112927","0.1589895988112927"
"648","0.12927191679049035","0.12927191679049035","0.12927191679049035","","","","0.150074294205052","0.150074294205052","0.150074294205052"
"652","0.1337295690936107","0.1337295690936107","0.1337295690936107","","","","0.13818722139673106","0.13818722139673106","0.13818722139673106"
"656","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.1575037147102526","0.1575037147102526","0.1575037147102526"
"660","0.13967310549777118","0.13967310549777118","0.13967310549777118","","","","0.14710252600297177","0.14710252600297177","0.14710252600297177"
"664","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","0.1426448736998514","0.1426448736998514","0.1426448736998514"
"668","0.15304606240713226","0.15304606240713226","0.15304606240713226","","","","0.1649331352154532","0.1649331352154532","0.1649331352154532"
"672","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","0.1589895988112927","0.1589895988112927","0.1589895988112927"
"676","0.14413075780089152","0.14413075780089152","0.14413075780089152","","","","0.14561664190193166","0.14561664190193166","0.14561664190193166"
"680","0.15304606240713226","0.15304606240713226","0.15304606240713226","","","","0.15601783060921248","0.15601783060921248","0.15601783060921248"
"684","0.14413075780089152","0.14413075780089152","0.14413075780089152","","","","0.16196136701337296","0.16196136701337296","0.16196136701337296"
"688","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","0.16047548291233285","0.16047548291233285","0.16047548291233285"
"692","0.13670133729569092","0.13670133729569092","0.13670133729569092","","","","0.1575037147102526","0.1575037147102526","0.1575037147102526"
"696","0.14561664190193166","0.14561664190193166","0.14561664190193166","","","","","",""
"700","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","","",""
"704","0.13075780089153047","0.13075780089153047","0.13075780089153047","","","","","",""
"708","0.1263001485884101","0.1263001485884101","0.1263001485884101","","","","","",""
"712","0.14413075780089152","0.14413075780089152","0.14413075780089152","","","","","",""
"716","0.150074294205052","0.150074294205052","0.150074294205052","","","","","",""
"720","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","","",""
"724","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","","",""
"728","0.14710252600297177","0.14710252600297177","0.14710252600297177","","","","","",""
"732","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","","",""
"736","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","","",""
"740","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","","",""
"744","0.12184249628528974","0.12184249628528974","0.12184249628528974","","","","","",""
"748","0.12481426448736999","0.12481426448736999","0.12481426448736999","","","","","",""
"752","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","","",""
"756","0.15453194650817237","0.15453194650817237","0.15453194650817237","","","","","",""
"760","0.1426448736998514","0.1426448736998514","0.1426448736998514","","","","","",""
"764","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","","",""
"768","0.1515601783060921","0.1515601783060921","0.1515601783060921","","","","","",""
"772","0.15304606240713226","0.15304606240713226","0.15304606240713226","","","","","",""
"776","0.16047548291233285","0.16047548291233285","0.16047548291233285","","","","","",""
"780","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","","",""
"784","0.150074294205052","0.150074294205052","0.150074294205052","","","","","",""
"788","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","","",""
"792","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","","",""
"796","0.12927191679049035","0.12927191679049035","0.12927191679049035","","","","","",""
"800","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","","",""
"804","0.150074294205052","0.150074294205052","0.150074294205052","","","","","",""
"808","0.1575037147102526","0.1575037147102526","0.1575037147102526","","","","","",""
"812","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","","",""
"816","0.14710252600297177","0.14710252600297177","0.14710252600297177","","","","","",""
"820","0.15601783060921248","0.15601783060921248","0.15601783060921248","","","","","",""
"824","0.1485884101040119","0.1485884101040119","0.1485884101040119","","","","","",""
"828","0.15601783060921248","0.15601783060921248","0.15601783060921248","","","","","",""
"832","0.15453194650817237","0.15453194650817237","0.15453194650817237","","","","","",""
"836","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","","",""
"840","0.15601783060921248","0.15601783060921248","0.15601783060921248","","","","","",""
"844","0.1411589895988113","0.1411589895988113","0.1411589895988113","","","","","",""
"848","0.1426448736998514","0.1426448736998514","0.1426448736998514","","","","","",""
"852","0.15453194650817237","0.15453194650817237","0.15453194650817237","","","","","",""
"856","0.1515601783060921","0.1515601783060921","0.1515601783060921","","","","","",""
"860","0.1426448736998514","0.1426448736998514","0.1426448736998514","","","","","",""
"864","0.13818722139673106","0.13818722139673106","0.13818722139673106","","","","","",""
"868","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","","",""
"872","0.1352154531946508","0.1352154531946508","0.1352154531946508","","","","","",""
"876","0.13224368499257058","0.13224368499257058","0.13224368499257058","","","","","",""
