"Step","rl.grpo_llama.1b_decay_short.20B_math.8k_0422_1125 - val/test_score/GSM8k","rl.grpo_llama.1b_decay_short.20B_math.8k_0422_1125 - val/test_score/GSM8k__MIN","rl.grpo_llama.1b_decay_short.20B_math.8k_0422_1125 - val/test_score/GSM8k__MAX","rl.grpo_llama.1b_decay_long.20B_math.8k_0421_1805 - val/test_score/GSM8k","rl.grpo_llama.1b_decay_long.20B_math.8k_0421_1805 - val/test_score/GSM8k__MIN","rl.grpo_llama.1b_decay_long.20B_math.8k_0421_1805 - val/test_score/GSM8k__MAX","rl.grpo_llama.1b_decay_long.short.mix.20B_math.8k_0421_1311 - val/test_score/GSM8k","rl.grpo_llama.1b_decay_long.short.mix.20B_math.8k_0421_1311 - val/test_score/GSM8k__MIN","rl.grpo_llama.1b_decay_long.short.mix.20B_math.8k_0421_1311 - val/test_score/GSM8k__MAX"
"128","0.6178923426838514","0.6178923426838514","0.6178923426838514","","","","0.5769522365428355","0.5769522365428355","0.5769522365428355"
"132","0.6057619408642911","0.6057619408642911","0.6057619408642911","","","","0.579226686884003","0.579226686884003","0.579226686884003"
"136","0.6178923426838514","0.6178923426838514","0.6178923426838514","","","","0.5784685367702805","0.5784685367702805","0.5784685367702805"
"140","0.6269901440485216","0.6269901440485216","0.6269901440485216","","","","0.5807429871114481","0.5807429871114481","0.5807429871114481"
"144","0.6072782410917361","0.6072782410917361","0.6072782410917361","","","","0.5905989385898408","0.5905989385898408","0.5905989385898408"
"148","0.6095526914329037","0.6095526914329037","0.6095526914329037","","","","0.5784685367702805","0.5784685367702805","0.5784685367702805"
"152","0.6118271417740713","0.6118271417740713","0.6118271417740713","","","","0.576194086429113","0.576194086429113","0.576194086429113"
"156","0.624715693707354","0.624715693707354","0.624715693707354","","","","0.577710386656558","0.577710386656558","0.577710386656558"
"160","0.6262319939347991","0.6262319939347991","0.6262319939347991","","","","0.577710386656558","0.577710386656558","0.577710386656558"
"164","0.6285064442759667","0.6285064442759667","0.6285064442759667","","","","0.5845337376800607","0.5845337376800607","0.5845337376800607"
"168","0.6330553449583017","0.6330553449583017","0.6330553449583017","","","","0.5754359363153905","0.5754359363153905","0.5754359363153905"
"172","0.6269901440485216","0.6269901440485216","0.6269901440485216","","","","0.5913570887035633","0.5913570887035633","0.5913570887035633"
"176","0.6141015921152388","0.6141015921152388","0.6141015921152388","","","","0.5883244882486732","0.5883244882486732","0.5883244882486732"
"180","0.6141015921152388","0.6141015921152388","0.6141015921152388","","","","0.5905989385898408","0.5905989385898408","0.5905989385898408"
"184","0.6224412433661866","0.6224412433661866","0.6224412433661866","","","","0.6057619408642911","0.6057619408642911","0.6057619408642911"
"188","0.6254738438210766","0.6254738438210766","0.6254738438210766","","","","0.5989385898407885","0.5989385898407885","0.5989385898407885"
"192","0.620166793025019","0.620166793025019","0.620166793025019","","","","0.5959059893858984","0.5959059893858984","0.5959059893858984"
"196","0.6133434420015162","0.6133434420015162","0.6133434420015162","","","","0.5966641394996209","0.5966641394996209","0.5966641394996209"
"200","0.624715693707354","0.624715693707354","0.624715693707354","","","","0.5898407884761183","0.5898407884761183","0.5898407884761183"
"204","0.6178923426838514","0.6178923426838514","0.6178923426838514","","","","0.5981804397270659","0.5981804397270659","0.5981804397270659"
"208","0.6254738438210766","0.6254738438210766","0.6254738438210766","","","","0.5807429871114481","0.5807429871114481","0.5807429871114481"
"212","0.623199393479909","0.623199393479909","0.623199393479909","","","","0.5807429871114481","0.5807429871114481","0.5807429871114481"
"216","0.6186504927975739","0.6186504927975739","0.6186504927975739","","","","0.5822592873388931","0.5822592873388931","0.5822592873388931"
"220","0.6148597422289613","0.6148597422289613","0.6148597422289613","","","","0.5875663381349507","0.5875663381349507","0.5875663381349507"
"224","0.6262319939347991","0.6262319939347991","0.6262319939347991","","","","0.5799848369977255","0.5799848369977255","0.5799848369977255"
"228","0.6163760424564063","0.6163760424564063","0.6163760424564063","","","","0.5981804397270659","0.5981804397270659","0.5981804397270659"
"232","0.6269901440485216","0.6269901440485216","0.6269901440485216","","","","0.5837755875663382","0.5837755875663382","0.5837755875663382"
"236","0.624715693707354","0.624715693707354","0.624715693707354","","","","0.5905989385898408","0.5905989385898408","0.5905989385898408"
"240","0.6141015921152388","0.6141015921152388","0.6141015921152388","","","","0.5784685367702805","0.5784685367702805","0.5784685367702805"
"244","0.6421531463229719","0.6421531463229719","0.6421531463229719","","","","0.6080363912054587","0.6080363912054587","0.6080363912054587"
"248","0.6156178923426838","0.6156178923426838","0.6156178923426838","","","","0.6095526914329037","0.6095526914329037","0.6095526914329037"
"252","0.6156178923426838","0.6156178923426838","0.6156178923426838","","","","0.6103108415466262","0.6103108415466262","0.6103108415466262"
"256","0.6209249431387415","0.6209249431387415","0.6209249431387415","","","","0.5928733889310084","0.5928733889310084","0.5928733889310084"
"260","0.6322971948445792","0.6322971948445792","0.6322971948445792","","","","0.6034874905231236","0.6034874905231236","0.6034874905231236"
"264","0.6156178923426838","0.6156178923426838","0.6156178923426838","","","","0.6004548900682335","0.6004548900682335","0.6004548900682335"
"268","0.623199393479909","0.623199393479909","0.623199393479909","","","","0.5921152388172858","0.5921152388172858","0.5921152388172858"
"272","0.6209249431387415","0.6209249431387415","0.6209249431387415","","","","0.6034874905231236","0.6034874905231236","0.6034874905231236"
"276","0.6277482941622441","0.6277482941622441","0.6277482941622441","","","","0.6057619408642911","0.6057619408642911","0.6057619408642911"
"280","0.6330553449583017","0.6330553449583017","0.6330553449583017","","","","0.6080363912054587","0.6080363912054587","0.6080363912054587"
"284","0.6300227445034117","0.6300227445034117","0.6300227445034117","","","","0.6050037907505686","0.6050037907505686","0.6050037907505686"
"288","0.6376042456406369","0.6376042456406369","0.6376042456406369","","","","0.6050037907505686","0.6050037907505686","0.6050037907505686"
"292","0.6285064442759667","0.6285064442759667","0.6285064442759667","","","","0.6080363912054587","0.6080363912054587","0.6080363912054587"
"296","0.6368460955269143","0.6368460955269143","0.6368460955269143","","","","0.6171341925701289","0.6171341925701289","0.6171341925701289"
"300","0.621683093252464","0.621683093252464","0.621683093252464","","","","0.6065200909780136","0.6065200909780136","0.6065200909780136"
"304","0.6307808946171342","0.6307808946171342","0.6307808946171342","","","","0.6080363912054587","0.6080363912054587","0.6080363912054587"
"308","0.6330553449583017","0.6330553449583017","0.6330553449583017","","","","0.6103108415466262","0.6103108415466262","0.6103108415466262"
"312","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","0.6103108415466262","0.6103108415466262","0.6103108415466262"
"316","0.6315390447308568","0.6315390447308568","0.6315390447308568","","","","0.6133434420015162","0.6133434420015162","0.6133434420015162"
"320","0.6398786959818044","0.6398786959818044","0.6398786959818044","","","","0.6004548900682335","0.6004548900682335","0.6004548900682335"
"324","0.6292645943896892","0.6292645943896892","0.6292645943896892","","","","0.604245640636846","0.604245640636846","0.604245640636846"
"328","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","0.6148597422289613","0.6148597422289613","0.6148597422289613"
"332","0.6300227445034117","0.6300227445034117","0.6300227445034117","","","","0.5981804397270659","0.5981804397270659","0.5981804397270659"
"336","0.6269901440485216","0.6269901440485216","0.6269901440485216","","","","0.6186504927975739","0.6186504927975739","0.6186504927975739"
"340","0.6300227445034117","0.6300227445034117","0.6300227445034117","","","","0.6156178923426838","0.6156178923426838","0.6156178923426838"
"344","0.6277482941622441","0.6277482941622441","0.6277482941622441","","","","0.6110689916603488","0.6110689916603488","0.6110689916603488"
"348","0.6398786959818044","0.6398786959818044","0.6398786959818044","","","","0.6148597422289613","0.6148597422289613","0.6148597422289613"
"352","0.6285064442759667","0.6285064442759667","0.6285064442759667","","","","0.6156178923426838","0.6156178923426838","0.6156178923426838"
"356","0.6269901440485216","0.6269901440485216","0.6269901440485216","","","","0.6034874905231236","0.6034874905231236","0.6034874905231236"
"360","0.623199393479909","0.623199393479909","0.623199393479909","","","","0.6080363912054587","0.6080363912054587","0.6080363912054587"
"364","0.6360879454131918","0.6360879454131918","0.6360879454131918","","","","0.6156178923426838","0.6156178923426838","0.6156178923426838"
"368","0.6398786959818044","0.6398786959818044","0.6398786959818044","","","","0.621683093252464","0.621683093252464","0.621683093252464"
"372","0.6269901440485216","0.6269901440485216","0.6269901440485216","","","","0.6148597422289613","0.6148597422289613","0.6148597422289613"
"376","0.6353297952994693","0.6353297952994693","0.6353297952994693","","","","0.6209249431387415","0.6209249431387415","0.6209249431387415"
"380","0.6360879454131918","0.6360879454131918","0.6360879454131918","","","","0.6186504927975739","0.6186504927975739","0.6186504927975739"
"384","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","0.620166793025019","0.620166793025019","0.620166793025019"
"388","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","0.6133434420015162","0.6133434420015162","0.6133434420015162"
"392","0.6383623957543594","0.6383623957543594","0.6383623957543594","","","","0.6224412433661866","0.6224412433661866","0.6224412433661866"
"396","0.6307808946171342","0.6307808946171342","0.6307808946171342","","","","0.6307808946171342","0.6307808946171342","0.6307808946171342"
"400","0.645185746777862","0.645185746777862","0.645185746777862","","","","0.6194086429112965","0.6194086429112965","0.6194086429112965"
"404","0.6444275966641395","0.6444275966641395","0.6444275966641395","","","","0.6277482941622441","0.6277482941622441","0.6277482941622441"
"408","0.624715693707354","0.624715693707354","0.624715693707354","","","","0.621683093252464","0.621683093252464","0.621683093252464"
"412","0.6391205458680819","0.6391205458680819","0.6391205458680819","","","","0.6178923426838514","0.6178923426838514","0.6178923426838514"
"416","0.6292645943896892","0.6292645943896892","0.6292645943896892","","","","0.6254738438210766","0.6254738438210766","0.6254738438210766"
"420","0.6209249431387415","0.6209249431387415","0.6209249431387415","","","","0.6178923426838514","0.6178923426838514","0.6178923426838514"
"424","0.621683093252464","0.621683093252464","0.621683093252464","","","","0.624715693707354","0.624715693707354","0.624715693707354"
"428","0.6194086429112965","0.6194086429112965","0.6194086429112965","","","","0.621683093252464","0.621683093252464","0.621683093252464"
"432","0.6254738438210766","0.6254738438210766","0.6254738438210766","","","","0.6300227445034117","0.6300227445034117","0.6300227445034117"
"436","0.6262319939347991","0.6262319939347991","0.6262319939347991","","","","0.6095526914329037","0.6095526914329037","0.6095526914329037"
"440","0.6269901440485216","0.6269901440485216","0.6269901440485216","","","","0.6087945413191812","0.6087945413191812","0.6087945413191812"
"444","0.6277482941622441","0.6277482941622441","0.6277482941622441","","","","0.6209249431387415","0.6209249431387415","0.6209249431387415"
"448","0.6330553449583017","0.6330553449583017","0.6330553449583017","","","","0.6209249431387415","0.6209249431387415","0.6209249431387415"
"452","0.6429112964366944","0.6429112964366944","0.6429112964366944","","","","0.6163760424564063","0.6163760424564063","0.6163760424564063"
"456","0.6360879454131918","0.6360879454131918","0.6360879454131918","","","","0.6322971948445792","0.6322971948445792","0.6322971948445792"
"460","0.6360879454131918","0.6360879454131918","0.6360879454131918","","","","0.6224412433661866","0.6224412433661866","0.6224412433661866"
"464","0.6277482941622441","0.6277482941622441","0.6277482941622441","","","","0.6141015921152388","0.6141015921152388","0.6141015921152388"
"468","0.6360879454131918","0.6360879454131918","0.6360879454131918","","","","0.6186504927975739","0.6186504927975739","0.6186504927975739"
"472","0.6338134950720242","0.6338134950720242","0.6338134950720242","","","","0.6194086429112965","0.6194086429112965","0.6194086429112965"
"476","0.6178923426838514","0.6178923426838514","0.6178923426838514","","","","0.620166793025019","0.620166793025019","0.620166793025019"
"480","0.620166793025019","0.620166793025019","0.620166793025019","","","","0.6178923426838514","0.6178923426838514","0.6178923426838514"
"484","0.621683093252464","0.621683093252464","0.621683093252464","","","","0.6133434420015162","0.6133434420015162","0.6133434420015162"
"488","0.6300227445034117","0.6300227445034117","0.6300227445034117","","","","0.6262319939347991","0.6262319939347991","0.6262319939347991"
"492","0.6292645943896892","0.6292645943896892","0.6292645943896892","","","","0.6262319939347991","0.6262319939347991","0.6262319939347991"
"496","0.6277482941622441","0.6277482941622441","0.6277482941622441","","","","0.6209249431387415","0.6209249431387415","0.6209249431387415"
"500","0.6194086429112965","0.6194086429112965","0.6194086429112965","","","","0.6194086429112965","0.6194086429112965","0.6194086429112965"
"504","0.6262319939347991","0.6262319939347991","0.6262319939347991","","","","0.6285064442759667","0.6285064442759667","0.6285064442759667"
"508","0.6186504927975739","0.6186504927975739","0.6186504927975739","","","","0.6156178923426838","0.6156178923426838","0.6156178923426838"
"512","0.6186504927975739","0.6186504927975739","0.6186504927975739","","","","0.623199393479909","0.623199393479909","0.623199393479909"
"516","0.6103108415466262","0.6103108415466262","0.6103108415466262","","","","0.6209249431387415","0.6209249431387415","0.6209249431387415"
"520","0.6110689916603488","0.6110689916603488","0.6110689916603488","","","","0.6133434420015162","0.6133434420015162","0.6133434420015162"
"524","0.6163760424564063","0.6163760424564063","0.6163760424564063","","","","0.6148597422289613","0.6148597422289613","0.6148597422289613"
"528","0.6178923426838514","0.6178923426838514","0.6178923426838514","","","","0.6277482941622441","0.6277482941622441","0.6277482941622441"
"532","0.6224412433661866","0.6224412433661866","0.6224412433661866","","","","0.6262319939347991","0.6262319939347991","0.6262319939347991"
"536","0.6171341925701289","0.6171341925701289","0.6171341925701289","","","","0.6141015921152388","0.6141015921152388","0.6141015921152388"
"540","0.624715693707354","0.624715693707354","0.624715693707354","","","","0.6171341925701289","0.6171341925701289","0.6171341925701289"
"544","0.620166793025019","0.620166793025019","0.620166793025019","","","","0.6285064442759667","0.6285064442759667","0.6285064442759667"
"548","0.6277482941622441","0.6277482941622441","0.6277482941622441","","","","0.621683093252464","0.621683093252464","0.621683093252464"
"552","0.6285064442759667","0.6285064442759667","0.6285064442759667","","","","0.6209249431387415","0.6209249431387415","0.6209249431387415"
"556","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","0.6224412433661866","0.6224412433661866","0.6224412433661866"
"560","0.6330553449583017","0.6330553449583017","0.6330553449583017","","","","0.620166793025019","0.620166793025019","0.620166793025019"
"564","0.6186504927975739","0.6186504927975739","0.6186504927975739","","","","0.6186504927975739","0.6186504927975739","0.6186504927975739"
"568","0.6224412433661866","0.6224412433661866","0.6224412433661866","","","","0.6186504927975739","0.6186504927975739","0.6186504927975739"
"572","0.6224412433661866","0.6224412433661866","0.6224412433661866","","","","0.6178923426838514","0.6178923426838514","0.6178923426838514"
"576","0.6178923426838514","0.6178923426838514","0.6178923426838514","","","","0.6186504927975739","0.6186504927975739","0.6186504927975739"
"580","0.6254738438210766","0.6254738438210766","0.6254738438210766","","","","0.6262319939347991","0.6262319939347991","0.6262319939347991"
"584","0.6338134950720242","0.6338134950720242","0.6338134950720242","","","","0.623199393479909","0.623199393479909","0.623199393479909"
"588","0.6194086429112965","0.6194086429112965","0.6194086429112965","","","","0.624715693707354","0.624715693707354","0.624715693707354"
"592","0.623199393479909","0.623199393479909","0.623199393479909","","","","0.6307808946171342","0.6307808946171342","0.6307808946171342"
"596","0.6269901440485216","0.6269901440485216","0.6269901440485216","","","","0.6353297952994693","0.6353297952994693","0.6353297952994693"
"600","0.6315390447308568","0.6315390447308568","0.6315390447308568","","","","0.6459438968915845","0.6459438968915845","0.6459438968915845"
"604","0.6338134950720242","0.6338134950720242","0.6338134950720242","","","","0.6391205458680819","0.6391205458680819","0.6391205458680819"
"608","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","0.6239575435936315","0.6239575435936315","0.6239575435936315"
"612","0.6277482941622441","0.6277482941622441","0.6277482941622441","","","","0.6239575435936315","0.6239575435936315","0.6239575435936315"
"616","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","0.6300227445034117","0.6300227445034117","0.6300227445034117"
"620","0.623199393479909","0.623199393479909","0.623199393479909","","","","0.6300227445034117","0.6300227445034117","0.6300227445034117"
"624","0.640636846095527","0.640636846095527","0.640636846095527","","","","0.640636846095527","0.640636846095527","0.640636846095527"
"628","0.621683093252464","0.621683093252464","0.621683093252464","","","","0.6322971948445792","0.6322971948445792","0.6322971948445792"
"632","0.621683093252464","0.621683093252464","0.621683093252464","","","","0.643669446550417","0.643669446550417","0.643669446550417"
"636","0.6148597422289613","0.6148597422289613","0.6148597422289613","","","","0.6413949962092494","0.6413949962092494","0.6413949962092494"
"640","0.624715693707354","0.624715693707354","0.624715693707354","","","","0.640636846095527","0.640636846095527","0.640636846095527"
"644","0.6307808946171342","0.6307808946171342","0.6307808946171342","","","","0.6307808946171342","0.6307808946171342","0.6307808946171342"
"648","0.6292645943896892","0.6292645943896892","0.6292645943896892","","","","0.6353297952994693","0.6353297952994693","0.6353297952994693"
"652","0.6300227445034117","0.6300227445034117","0.6300227445034117","","","","0.6353297952994693","0.6353297952994693","0.6353297952994693"
"656","0.6330553449583017","0.6330553449583017","0.6330553449583017","","","","0.6421531463229719","0.6421531463229719","0.6421531463229719"
"660","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","0.6353297952994693","0.6353297952994693","0.6353297952994693"
"664","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","0.640636846095527","0.640636846095527","0.640636846095527"
"668","0.6300227445034117","0.6300227445034117","0.6300227445034117","","","","0.6421531463229719","0.6421531463229719","0.6421531463229719"
"672","0.6360879454131918","0.6360879454131918","0.6360879454131918","","","","0.6300227445034117","0.6300227445034117","0.6300227445034117"
"676","0.6315390447308568","0.6315390447308568","0.6315390447308568","","","","0.621683093252464","0.621683093252464","0.621683093252464"
"680","0.6376042456406369","0.6376042456406369","0.6376042456406369","","","","0.6285064442759667","0.6285064442759667","0.6285064442759667"
"684","0.6459438968915845","0.6459438968915845","0.6459438968915845","","","","0.6376042456406369","0.6376042456406369","0.6376042456406369"
"688","0.6262319939347991","0.6262319939347991","0.6262319939347991","","","","0.6398786959818044","0.6398786959818044","0.6398786959818044"
"692","0.6277482941622441","0.6277482941622441","0.6277482941622441","","","","0.645185746777862","0.645185746777862","0.645185746777862"
"696","0.640636846095527","0.640636846095527","0.640636846095527","","","","","",""
"700","0.6413949962092494","0.6413949962092494","0.6413949962092494","","","","","",""
"704","0.6307808946171342","0.6307808946171342","0.6307808946171342","","","","","",""
"708","0.6360879454131918","0.6360879454131918","0.6360879454131918","","","","","",""
"712","0.6239575435936315","0.6239575435936315","0.6239575435936315","","","","","",""
"716","0.640636846095527","0.640636846095527","0.640636846095527","","","","","",""
"720","0.6338134950720242","0.6338134950720242","0.6338134950720242","","","","","",""
"724","0.6360879454131918","0.6360879454131918","0.6360879454131918","","","","","",""
"728","0.6360879454131918","0.6360879454131918","0.6360879454131918","","","","","",""
"732","0.6300227445034117","0.6300227445034117","0.6300227445034117","","","","","",""
"736","0.6125852918877938","0.6125852918877938","0.6125852918877938","","","","","",""
"740","0.6171341925701289","0.6171341925701289","0.6171341925701289","","","","","",""
"744","0.6322971948445792","0.6322971948445792","0.6322971948445792","","","","","",""
"748","0.6307808946171342","0.6307808946171342","0.6307808946171342","","","","","",""
"752","0.6383623957543594","0.6383623957543594","0.6383623957543594","","","","","",""
"756","0.6300227445034117","0.6300227445034117","0.6300227445034117","","","","","",""
"760","0.6277482941622441","0.6277482941622441","0.6277482941622441","","","","","",""
"764","0.6345716451857468","0.6345716451857468","0.6345716451857468","","","","","",""
"768","0.6330553449583017","0.6330553449583017","0.6330553449583017","","","","","",""
"772","0.6353297952994693","0.6353297952994693","0.6353297952994693","","","","","",""
"776","0.6376042456406369","0.6376042456406369","0.6376042456406369","","","","","",""
"780","0.6338134950720242","0.6338134950720242","0.6338134950720242","","","","","",""
"784","0.643669446550417","0.643669446550417","0.643669446550417","","","","","",""
"788","0.6338134950720242","0.6338134950720242","0.6338134950720242","","","","","",""
"792","0.6383623957543594","0.6383623957543594","0.6383623957543594","","","","","",""
"796","0.6315390447308568","0.6315390447308568","0.6315390447308568","","","","","",""
"800","0.6194086429112965","0.6194086429112965","0.6194086429112965","","","","","",""
"804","0.6186504927975739","0.6186504927975739","0.6186504927975739","","","","","",""
"808","0.6285064442759667","0.6285064442759667","0.6285064442759667","","","","","",""
"812","0.6330553449583017","0.6330553449583017","0.6330553449583017","","","","","",""
"816","0.6421531463229719","0.6421531463229719","0.6421531463229719","","","","","",""
"820","0.6459438968915845","0.6459438968915845","0.6459438968915845","","","","","",""
"824","0.6429112964366944","0.6429112964366944","0.6429112964366944","","","","","",""
"828","0.6467020470053071","0.6467020470053071","0.6467020470053071","","","","","",""
"832","0.6542835481425322","0.6542835481425322","0.6542835481425322","","","","","",""
"836","0.6398786959818044","0.6398786959818044","0.6398786959818044","","","","","",""
"840","0.6504927975739196","0.6504927975739196","0.6504927975739196","","","","","",""
"844","0.6391205458680819","0.6391205458680819","0.6391205458680819","","","","","",""
"848","0.6482183472327521","0.6482183472327521","0.6482183472327521","","","","","",""
"852","0.6444275966641395","0.6444275966641395","0.6444275966641395","","","","","",""
"856","0.6429112964366944","0.6429112964366944","0.6429112964366944","","","","","",""
"860","0.645185746777862","0.645185746777862","0.645185746777862","","","","","",""
"864","0.6383623957543594","0.6383623957543594","0.6383623957543594","","","","","",""
"868","0.645185746777862","0.645185746777862","0.645185746777862","","","","","",""
"872","0.6565579984836998","0.6565579984836998","0.6565579984836998","","","","","",""
"876","0.6421531463229719","0.6421531463229719","0.6421531463229719","","","","","",""
