"Step","rl.grpo_llama.3b_stable.130b_decay.synthqa.030.10B_math.8k_0413_0042 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.synthqa.030.10B_math.8k_0413_0042 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.030.10B_math.8k_0413_0042 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.synthqa.040.10B_math.8k_0413_0042 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.synthqa.040.10B_math.8k_0413_0042 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.040.10B_math.8k_0413_0042 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.synthqa.020.10B_math.8k_0413_0040 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.synthqa.020.10B_math.8k_0413_0040 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.020.10B_math.8k_0413_0040 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.synthqa.010.10B_math.8k_0413_0040 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.synthqa.010.10B_math.8k_0413_0040 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.010.10B_math.8k_0413_0040 - val_response_length/test_length_correct/GSM8k__MAX"
"72","132.8361344537815","132.8361344537815","132.8361344537815","112.11583011583012","112.11583011583012","112.11583011583012","222.08661417322836","222.08661417322836","222.08661417322836","334.65743944636677","334.65743944636677","334.65743944636677"
"76","145.02773497688753","145.02773497688753","145.02773497688753","133.52881355932203","133.52881355932203","133.52881355932203","224.4087346024636","224.4087346024636","224.4087346024636","226.325","226.325","226.325"
"80","148.0857519788918","148.0857519788918","148.0857519788918","144.20731707317074","144.20731707317074","144.20731707317074","225.06555555555556","225.06555555555556","225.06555555555556","289.24178403755866","289.24178403755866","289.24178403755866"
"84","150.83069427527406","150.83069427527406","150.83069427527406","156.34874759152217","156.34874759152217","156.34874759152217","230.30240174672488","230.30240174672488","230.30240174672488","305.52579034941766","305.52579034941766","305.52579034941766"
"88","162.34269005847952","162.34269005847952","162.34269005847952","159.1609375","159.1609375","159.1609375","230.87238723872386","230.87238723872386","230.87238723872386","303.4296675191816","303.4296675191816","303.4296675191816"
"92","172.54906542056074","172.54906542056074","172.54906542056074","157.2086230876217","157.2086230876217","157.2086230876217","228.92519251925194","228.92519251925194","228.92519251925194","330.25","330.25","330.25"
"96","160.48291571753987","160.48291571753987","160.48291571753987","152.2668500687758","152.2668500687758","152.2668500687758","232.7694805194805","232.7694805194805","232.7694805194805","329.93485714285714","329.93485714285714","329.93485714285714"
"100","155.65217391304347","155.65217391304347","155.65217391304347","165.39146800501882","165.39146800501882","165.39146800501882","233.8611410118407","233.8611410118407","233.8611410118407","363.66190998902306","363.66190998902306","363.66190998902306"
"104","158.1402918069585","158.1402918069585","158.1402918069585","176.46572104018912","176.46572104018912","176.46572104018912","239.10359869138495","239.10359869138495","239.10359869138495","366.26731601731603","366.26731601731603","366.26731601731603"
"108","159.77036199095022","159.77036199095022","159.77036199095022","174.78904428904428","174.78904428904428","174.78904428904428","240.50541125541125","240.50541125541125","240.50541125541125","371.75352877307273","371.75352877307273","371.75352877307273"
"112","163.53733031674207","163.53733031674207","163.53733031674207","178.6966551326413","178.6966551326413","178.6966551326413","240.75787187839305","240.75787187839305","240.75787187839305","359.0735135135135","359.0735135135135","359.0735135135135"
"116","155.87810383747177","155.87810383747177","155.87810383747177","170.40068493150685","170.40068493150685","170.40068493150685","233.11302475780408","233.11302475780408","233.11302475780408","413.48097251585625","413.48097251585625","413.48097251585625"
"120","161.29352678571428","161.29352678571428","161.29352678571428","172.08117249154452","172.08117249154452","172.08117249154452","235.54967602591793","235.54967602591793","235.54967602591793","420.16526315789474","420.16526315789474","420.16526315789474"
"124","159.89617486338798","159.89617486338798","159.89617486338798","175.27161862527717","175.27161862527717","175.27161862527717","253.5026399155227","253.5026399155227","253.5026399155227","384","384","384"
"128","157.94713656387665","157.94713656387665","157.94713656387665","179.941431670282","179.941431670282","179.941431670282","251.04157782515992","251.04157782515992","251.04157782515992","393.2312565997888","393.2312565997888","393.2312565997888"
"132","167.9966814159292","167.9966814159292","167.9966814159292","187.5233949945593","187.5233949945593","187.5233949945593","242.0908108108108","242.0908108108108","242.0908108108108","390.6335797254488","390.6335797254488","390.6335797254488"
"136","158.37636761487965","158.37636761487965","158.37636761487965","193.68438177874185","193.68438177874185","193.68438177874185","242.16084656084655","242.16084656084655","242.16084656084655","389.0480668756531","389.0480668756531","389.0480668756531"
"140","165.03387978142075","165.03387978142075","165.03387978142075","187.32497273718647","187.32497273718647","187.32497273718647","237.89732620320856","237.89732620320856","237.89732620320856","393.0124095139607","393.0124095139607","393.0124095139607"
"144","155.1271739130435","155.1271739130435","155.1271739130435","181.53224043715846","181.53224043715846","181.53224043715846","241.7459807073955","241.7459807073955","241.7459807073955","394.482936918304","394.482936918304","394.482936918304"
"148","151.986562150056","151.986562150056","151.986562150056","179.95666666666668","179.95666666666668","179.95666666666668","247.08975712777192","247.08975712777192","247.08975712777192","389.4259067357513","389.4259067357513","389.4259067357513"
"152","154.48294829482947","154.48294829482947","154.48294829482947","186.19562841530055","186.19562841530055","186.19562841530055","262.15896885069816","262.15896885069816","262.15896885069816","388.36875","388.36875","388.36875"
"156","149.61862527716187","149.61862527716187","149.61862527716187","180.11679644048942","180.11679644048942","180.11679644048942","258.6084656084656","258.6084656084656","258.6084656084656","374.47351694915255","374.47351694915255","374.47351694915255"
"160","151.734649122807","151.734649122807","151.734649122807","177.58778625954199","177.58778625954199","177.58778625954199","252.00316122233932","252.00316122233932","252.00316122233932","386.76439790575915","386.76439790575915","386.76439790575915"
"164","149.52307692307693","149.52307692307693","149.52307692307693","189.13958560523446","189.13958560523446","189.13958560523446","264.1842105263158","264.1842105263158","264.1842105263158","389.58430540827146","389.58430540827146","389.58430540827146"
"168","150.53018660812293","150.53018660812293","150.53018660812293","186.59809119830328","186.59809119830328","186.59809119830328","258.2123430962343","258.2123430962343","258.2123430962343","397.26979166666666","397.26979166666666","397.26979166666666"
"172","155.70939226519337","155.70939226519337","155.70939226519337","188.12567132116004","188.12567132116004","188.12567132116004","252.11826821541712","252.11826821541712","252.11826821541712","384.2068607068607","384.2068607068607","384.2068607068607"
"176","153.21271929824562","153.21271929824562","153.21271929824562","186.6199143468951","186.6199143468951","186.6199143468951","253.017075773746","253.017075773746","253.017075773746","376.66491596638656","376.66491596638656","376.66491596638656"
"180","152.65317286652078","152.65317286652078","152.65317286652078","182.9750812567714","182.9750812567714","182.9750812567714","250.7029598308668","250.7029598308668","250.7029598308668","376.09138655462186","376.09138655462186","376.09138655462186"
"184","157.58252427184465","157.58252427184465","157.58252427184465","180.06600660066007","180.06600660066007","180.06600660066007","273.87697160883283","273.87697160883283","273.87697160883283","379.27941176470586","379.27941176470586","379.27941176470586"
"188","156.85854189336234","156.85854189336234","156.85854189336234","183.33297297297298","183.33297297297298","183.33297297297298","269.77124868835256","269.77124868835256","269.77124868835256","387.5869565217391","387.5869565217391","387.5869565217391"
"192","162.6931216931217","162.6931216931217","162.6931216931217","182.14428412874585","182.14428412874585","182.14428412874585","259.9628055260361","259.9628055260361","259.9628055260361","403.93930041152265","403.93930041152265","403.93930041152265"
"196","156.97624190064795","156.97624190064795","156.97624190064795","186.6837513631407","186.6837513631407","186.6837513631407","258.6704781704782","258.6704781704782","258.6704781704782","394.46328852119956","394.46328852119956","394.46328852119956"
"200","154.09337676438653","154.09337676438653","154.09337676438653","187.57849462365593","187.57849462365593","187.57849462365593","251.44593202883624","251.44593202883624","251.44593202883624","392.2708113804004","392.2708113804004","392.2708113804004"
"204","169.7459807073955","169.7459807073955","169.7459807073955","181.31120783460284","181.31120783460284","181.31120783460284","257.38134715025905","257.38134715025905","257.38134715025905","437.10878661087867","437.10878661087867","437.10878661087867"
"208","160.8791801510248","160.8791801510248","160.8791801510248","177.132096069869","177.132096069869","177.132096069869","264.8941908713693","264.8941908713693","264.8941908713693","432.7497371188223","432.7497371188223","432.7497371188223"
"212","154.11789924973203","154.11789924973203","154.11789924973203","181.24516129032259","181.24516129032259","181.24516129032259","270.1473029045643","270.1473029045643","270.1473029045643","419.4278187565859","419.4278187565859","419.4278187565859"
"216","150.1384451544196","150.1384451544196","150.1384451544196","183.23618634886242","183.23618634886242","183.23618634886242","259.2096944151739","259.2096944151739","259.2096944151739","381.5526859504132","381.5526859504132","381.5526859504132"
"220","148.8962472406181","148.8962472406181","148.8962472406181","196.53961456102783","196.53961456102783","196.53961456102783","256.76858638743454","256.76858638743454","256.76858638743454","374.2920081967213","374.2920081967213","374.2920081967213"
"224","152.957928802589","152.957928802589","152.957928802589","181.79589632829374","181.79589632829374","181.79589632829374","273.22972972972974","273.22972972972974","273.22972972972974","368.702731092437","368.702731092437","368.702731092437"
"228","150.88602150537633","150.88602150537633","150.88602150537633","192.394261424017","192.394261424017","192.394261424017","274.9016563146998","274.9016563146998","274.9016563146998","","",""
"232","153.13921360255048","153.13921360255048","153.13921360255048","184.446088794926","184.446088794926","184.446088794926","270.5444214876033","270.5444214876033","270.5444214876033","","",""
"236","154.7593984962406","154.7593984962406","154.7593984962406","189.36858638743456","189.36858638743456","189.36858638743456","279.39852786540484","279.39852786540484","279.39852786540484","","",""
"240","158.73959445037354","158.73959445037354","158.73959445037354","185.67117585848075","185.67117585848075","185.67117585848075","","","","","",""
"244","151.8148148148148","151.8148148148148","151.8148148148148","193.0501567398119","193.0501567398119","193.0501567398119","","","","","",""
"248","157.46844919786096","157.46844919786096","157.46844919786096","186.30977130977132","186.30977130977132","186.30977130977132","","","","","",""
"252","160.55401069518717","160.55401069518717","160.55401069518717","193.4284210526316","193.4284210526316","193.4284210526316","","","","","",""
"256","163.81236673773986","163.81236673773986","163.81236673773986","190.57684210526315","190.57684210526315","190.57684210526315","","","","","",""
"260","161.90460878885315","161.90460878885315","161.90460878885315","192.3056133056133","192.3056133056133","192.3056133056133","","","","","",""
"264","168.26963906581742","168.26963906581742","168.26963906581742","200.623417721519","200.623417721519","200.623417721519","","","","","",""
"268","168.09002169197396","168.09002169197396","168.09002169197396","189.77659574468086","189.77659574468086","189.77659574468086","","","","","",""
"272","162.68648648648647","162.68648648648647","162.68648648648647","189.91304347826087","189.91304347826087","189.91304347826087","","","","","",""
"276","155.22150537634408","155.22150537634408","155.22150537634408","187.3937172774869","187.3937172774869","187.3937172774869","","","","","",""
"280","157.78311965811966","157.78311965811966","157.78311965811966","188.9282700421941","188.9282700421941","188.9282700421941","","","","","",""
"284","151.3773173391494","151.3773173391494","151.3773173391494","191.01703940362088","191.01703940362088","191.01703940362088","","","","","",""
"288","162.7363344051447","162.7363344051447","162.7363344051447","186.61009667024706","186.61009667024706","186.61009667024706","","","","","",""
"292","155.9010752688172","155.9010752688172","155.9010752688172","187.62851196670135","187.62851196670135","187.62851196670135","","","","","",""
"296","159.55240174672488","159.55240174672488","159.55240174672488","","","","","","","","",""
