"Step","rl.grpo_llama.3b_stable.130b_decay.synthqa.030.10B_math.8k_0413_0042 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.synthqa.030.10B_math.8k_0413_0042 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.030.10B_math.8k_0413_0042 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.synthqa.040.10B_math.8k_0413_0042 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.synthqa.040.10B_math.8k_0413_0042 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.040.10B_math.8k_0413_0042 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.synthqa.020.10B_math.8k_0413_0040 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.synthqa.020.10B_math.8k_0413_0040 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.020.10B_math.8k_0413_0040 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.synthqa.010.10B_math.8k_0413_0040 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.synthqa.010.10B_math.8k_0413_0040 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.010.10B_math.8k_0413_0040 - val_response_length/test_length_correct/MATH500__MAX"
"76","206.11464968152868","206.11464968152868","206.11464968152868","138.82142857142858","138.82142857142858","138.82142857142858","368.42783505154637","368.42783505154637","368.42783505154637","705.8243243243244","705.8243243243244","705.8243243243244"
"80","230.81927710843374","230.81927710843374","230.81927710843374","156.26388888888889","156.26388888888889","156.26388888888889","328.36021505376345","328.36021505376345","328.36021505376345","591.8493150684932","591.8493150684932","591.8493150684932"
"84","220.6909090909091","220.6909090909091","220.6909090909091","283.458904109589","283.458904109589","283.458904109589","375.47938144329896","375.47938144329896","375.47938144329896","434.2875816993464","434.2875816993464","434.2875816993464"
"88","252.17582417582418","252.17582417582418","252.17582417582418","277.6946107784431","277.6946107784431","277.6946107784431","364.78723404255317","364.78723404255317","364.78723404255317","448.9759036144578","448.9759036144578","448.9759036144578"
"92","255.30939226519337","255.30939226519337","255.30939226519337","298.68823529411765","298.68823529411765","298.68823529411765","377.2192513368984","377.2192513368984","377.2192513368984","453.22159090909093","453.22159090909093","453.22159090909093"
"96","302.0718232044199","302.0718232044199","302.0718232044199","306.0893854748603","306.0893854748603","306.0893854748603","377.9005235602094","377.9005235602094","377.9005235602094","411.3296089385475","411.3296089385475","411.3296089385475"
"100","259.41621621621624","259.41621621621624","259.41621621621624","331.6222222222222","331.6222222222222","331.6222222222222","415.1608040201005","415.1608040201005","415.1608040201005","482.9076086956522","482.9076086956522","482.9076086956522"
"104","216.54255319148936","216.54255319148936","216.54255319148936","295.07650273224044","295.07650273224044","295.07650273224044","464.29126213592235","464.29126213592235","464.29126213592235","553.3979057591623","553.3979057591623","553.3979057591623"
"108","282.6277777777778","282.6277777777778","282.6277777777778","251.91525423728814","251.91525423728814","251.91525423728814","418.5098039215686","418.5098039215686","418.5098039215686","579.5736040609137","579.5736040609137","579.5736040609137"
"112","288.2090395480226","288.2090395480226","288.2090395480226","356.08196721311475","356.08196721311475","356.08196721311475","440.4384236453202","440.4384236453202","440.4384236453202","519.5698924731183","519.5698924731183","519.5698924731183"
"116","325.46448087431696","325.46448087431696","325.46448087431696","334.2362637362637","334.2362637362637","334.2362637362637","405.2211055276382","405.2211055276382","405.2211055276382","574.9653465346535","574.9653465346535","574.9653465346535"
"120","254.10638297872342","254.10638297872342","254.10638297872342","335.3705583756345","335.3705583756345","335.3705583756345","459.5","459.5","459.5","612.55","612.55","612.55"
"124","280.02702702702703","280.02702702702703","280.02702702702703","367.0357142857143","367.0357142857143","367.0357142857143","416.85185185185185","416.85185185185185","416.85185185185185","582.2794117647059","582.2794117647059","582.2794117647059"
"128","260.4308510638298","260.4308510638298","260.4308510638298","293.78125","293.78125","293.78125","475.8798076923077","475.8798076923077","475.8798076923077","587.5273631840796","587.5273631840796","587.5273631840796"
"132","270.1899441340782","270.1899441340782","270.1899441340782","379.031746031746","379.031746031746","379.031746031746","490.02525252525254","490.02525252525254","490.02525252525254","625.9004739336493","625.9004739336493","625.9004739336493"
"136","290.951871657754","290.951871657754","290.951871657754","376.8941798941799","376.8941798941799","376.8941798941799","456.64179104477614","456.64179104477614","456.64179104477614","608.8039215686274","608.8039215686274","608.8039215686274"
"140","282.85051546391753","282.85051546391753","282.85051546391753","383.99038461538464","383.99038461538464","383.99038461538464","481.00985221674875","481.00985221674875","481.00985221674875","635.1666666666666","635.1666666666666","635.1666666666666"
"144","298.24747474747477","298.24747474747477","298.24747474747477","453.885","453.885","453.885","505.2175925925926","505.2175925925926","505.2175925925926","635.6717171717172","635.6717171717172","635.6717171717172"
"148","233.06598984771574","233.06598984771574","233.06598984771574","385.1","385.1","385.1","523.7285714285714","523.7285714285714","523.7285714285714","628.8041237113403","628.8041237113403","628.8041237113403"
"152","236.5873015873016","236.5873015873016","236.5873015873016","292.55670103092785","292.55670103092785","292.55670103092785","502.32211538461536","502.32211538461536","502.32211538461536","625.3921568627451","625.3921568627451","625.3921568627451"
"156","259.60732984293196","259.60732984293196","259.60732984293196","338.26600985221677","338.26600985221677","338.26600985221677","491.34010152284264","491.34010152284264","491.34010152284264","613.7586206896551","613.7586206896551","613.7586206896551"
"160","254.15135135135134","254.15135135135134","254.15135135135134","316.37628865979383","316.37628865979383","316.37628865979383","463.5566502463054","463.5566502463054","463.5566502463054","595.5142857142857","595.5142857142857","595.5142857142857"
"164","258.07567567567565","258.07567567567565","258.07567567567565","285.77720207253884","285.77720207253884","285.77720207253884","501.6937799043062","501.6937799043062","501.6937799043062","629.2704081632653","629.2704081632653","629.2704081632653"
"168","246.53092783505156","246.53092783505156","246.53092783505156","287.5990099009901","287.5990099009901","287.5990099009901","527.9803921568628","527.9803921568628","527.9803921568628","622.3317307692307","622.3317307692307","622.3317307692307"
"172","238.4","238.4","238.4","317.49484536082474","317.49484536082474","317.49484536082474","462.30143540669854","462.30143540669854","462.30143540669854","627.183486238532","627.183486238532","627.183486238532"
"176","253.34391534391534","253.34391534391534","253.34391534391534","337.14646464646466","337.14646464646466","337.14646464646466","495.54502369668245","495.54502369668245","495.54502369668245","636.8454106280193","636.8454106280193","636.8454106280193"
"180","231.66321243523316","231.66321243523316","231.66321243523316","336.9746192893401","336.9746192893401","336.9746192893401","467.83644859813086","467.83644859813086","467.83644859813086","619.9346733668342","619.9346733668342","619.9346733668342"
"184","245.2295918367347","245.2295918367347","245.2295918367347","314.65128205128207","314.65128205128207","314.65128205128207","505.6796116504854","505.6796116504854","505.6796116504854","587.8840579710145","587.8840579710145","587.8840579710145"
"188","228.39086294416245","228.39086294416245","228.39086294416245","346.9303482587065","346.9303482587065","346.9303482587065","500.77464788732397","500.77464788732397","500.77464788732397","643.2536585365854","643.2536585365854","643.2536585365854"
"192","250.31034482758622","250.31034482758622","250.31034482758622","322.9141414141414","322.9141414141414","322.9141414141414","470.51269035532994","470.51269035532994","470.51269035532994","692.3230769230769","692.3230769230769","692.3230769230769"
"196","261.6224489795918","261.6224489795918","261.6224489795918","317.0104712041885","317.0104712041885","317.0104712041885","534.7014925373135","534.7014925373135","534.7014925373135","682.7548076923077","682.7548076923077","682.7548076923077"
"200","263.7447916666667","263.7447916666667","263.7447916666667","329.91237113402065","329.91237113402065","329.91237113402065","473.615763546798","473.615763546798","473.615763546798","707.6341463414634","707.6341463414634","707.6341463414634"
"204","258.2771739130435","258.2771739130435","258.2771739130435","361.51960784313724","361.51960784313724","361.51960784313724","479.9154228855721","479.9154228855721","479.9154228855721","680.756345177665","680.756345177665","680.756345177665"
"208","277.21243523316065","277.21243523316065","277.21243523316065","298.57560975609755","298.57560975609755","298.57560975609755","493.6376811594203","493.6376811594203","493.6376811594203","705.5380952380953","705.5380952380953","705.5380952380953"
"212","259.15656565656565","259.15656565656565","259.15656565656565","333.65533980582524","333.65533980582524","333.65533980582524","528.5592417061612","528.5592417061612","528.5592417061612","699.3203883495146","699.3203883495146","699.3203883495146"
"216","262.781914893617","262.781914893617","262.781914893617","347.67452830188677","347.67452830188677","347.67452830188677","473.05555555555554","473.05555555555554","473.05555555555554","615.2487804878049","615.2487804878049","615.2487804878049"
"220","252.86567164179104","252.86567164179104","252.86567164179104","341.0769230769231","341.0769230769231","341.0769230769231","482.25888324873097","482.25888324873097","482.25888324873097","598.7783018867924","598.7783018867924","598.7783018867924"
"224","267.32307692307694","267.32307692307694","267.32307692307694","377.1928934010152","377.1928934010152","377.1928934010152","524.5990099009902","524.5990099009902","524.5990099009902","576.0693069306931","576.0693069306931","576.0693069306931"
"228","271.8979591836735","271.8979591836735","271.8979591836735","342.373786407767","342.373786407767","342.373786407767","522.0728155339806","522.0728155339806","522.0728155339806","","",""
"232","230.91256830601094","230.91256830601094","230.91256830601094","341.97584541062804","341.97584541062804","341.97584541062804","497.44059405940595","497.44059405940595","497.44059405940595","","",""
"236","265.60103626943004","265.60103626943004","265.60103626943004","375.70443349753697","375.70443349753697","375.70443349753697","483.79126213592235","483.79126213592235","483.79126213592235","","",""
"240","277.44559585492226","277.44559585492226","277.44559585492226","378.0682926829268","378.0682926829268","378.0682926829268","","","","","",""
"244","264.76960784313724","264.76960784313724","264.76960784313724","361.8659793814433","361.8659793814433","361.8659793814433","","","","","",""
"248","295.85074626865674","295.85074626865674","295.85074626865674","427.9622641509434","427.9622641509434","427.9622641509434","","","","","",""
"252","272.88349514563106","272.88349514563106","272.88349514563106","389.5693779904306","389.5693779904306","389.5693779904306","","","","","",""
"256","257.71","257.71","257.71","420.2889908256881","420.2889908256881","420.2889908256881","","","","","",""
"260","263.5183246073298","263.5183246073298","263.5183246073298","381.20975609756096","381.20975609756096","381.20975609756096","","","","","",""
"264","253.40526315789472","253.40526315789472","253.40526315789472","368.75943396226415","368.75943396226415","368.75943396226415","","","","","",""
"268","255.109375","255.109375","255.109375","357.1759259259259","357.1759259259259","357.1759259259259","","","","","",""
"272","250.41489361702128","250.41489361702128","250.41489361702128","412.2604651162791","412.2604651162791","412.2604651162791","","","","","",""
"276","235.94240837696336","235.94240837696336","235.94240837696336","385.7590909090909","385.7590909090909","385.7590909090909","","","","","",""
"280","221.51832460732984","221.51832460732984","221.51832460732984","372.2970297029703","372.2970297029703","372.2970297029703","","","","","",""
"284","235.5","235.5","235.5","420.57211538461536","420.57211538461536","420.57211538461536","","","","","",""
"288","230.49197860962568","230.49197860962568","230.49197860962568","325.55837563451774","325.55837563451774","325.55837563451774","","","","","",""
"292","280.4111675126904","280.4111675126904","280.4111675126904","382.078431372549","382.078431372549","382.078431372549","","","","","",""
"296","286.2807881773399","286.2807881773399","286.2807881773399","","","","","","","","",""
