"Step","rl.grpo_llama.3b_stable.130b_decay.synthqa.030.10B_math.8k_0413_0042 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.synthqa.030.10B_math.8k_0413_0042 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.030.10B_math.8k_0413_0042 - val_response_length/test_length_correct/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.synthqa.040.10B_math.8k_0413_0042 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.synthqa.040.10B_math.8k_0413_0042 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.040.10B_math.8k_0413_0042 - val_response_length/test_length_correct/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.synthqa.020.10B_math.8k_0413_0040 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.synthqa.020.10B_math.8k_0413_0040 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.020.10B_math.8k_0413_0040 - val_response_length/test_length_correct/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.synthqa.010.10B_math.8k_0413_0040 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.synthqa.010.10B_math.8k_0413_0040 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.synthqa.010.10B_math.8k_0413_0040 - val_response_length/test_length_correct/OlympiadBench__MAX"
"52","7.9411764705882355","7.9411764705882355","7.9411764705882355","6.586956521739131","6.586956521739131","6.586956521739131","360.7258064516129","360.7258064516129","360.7258064516129","835.3589743589744","835.3589743589744","835.3589743589744"
"56","6.52","6.52","6.52","11.18","11.18","11.18","514.4603174603175","514.4603174603175","514.4603174603175","1005.9","1005.9","1005.9"
"60","6.666666666666667","6.666666666666667","6.666666666666667","13.666666666666666","13.666666666666666","13.666666666666666","541.3661971830986","541.3661971830986","541.3661971830986","658.1","658.1","658.1"
"64","30.431372549019606","30.431372549019606","30.431372549019606","104.55319148936171","104.55319148936171","104.55319148936171","520.7936507936508","520.7936507936508","520.7936507936508","634.8181818181819","634.8181818181819","634.8181818181819"
"68","84.69090909090909","84.69090909090909","84.69090909090909","114.68181818181819","114.68181818181819","114.68181818181819","561.3424657534247","561.3424657534247","561.3424657534247","1001.5135135135135","1001.5135135135135","1001.5135135135135"
"72","133.80701754385964","133.80701754385964","133.80701754385964","124.86046511627907","124.86046511627907","124.86046511627907","585.7631578947369","585.7631578947369","585.7631578947369","1126.75","1126.75","1126.75"
"76","330.08196721311475","330.08196721311475","330.08196721311475","85.79545454545455","85.79545454545455","85.79545454545455","536.4383561643835","536.4383561643835","536.4383561643835","901.1304347826087","901.1304347826087","901.1304347826087"
"80","317.56716417910445","317.56716417910445","317.56716417910445","321.8541666666667","321.8541666666667","321.8541666666667","542.2439024390244","542.2439024390244","542.2439024390244","1077.6603773584907","1077.6603773584907","1077.6603773584907"
"84","298.8666666666667","298.8666666666667","298.8666666666667","404.6909090909091","404.6909090909091","404.6909090909091","447.74285714285713","447.74285714285713","447.74285714285713","869.2333333333333","869.2333333333333","869.2333333333333"
"88","299.45714285714286","299.45714285714286","299.45714285714286","503.96491228070175","503.96491228070175","503.96491228070175","500.2266666666667","500.2266666666667","500.2266666666667","517.0394736842105","517.0394736842105","517.0394736842105"
"92","283.75714285714287","283.75714285714287","283.75714285714287","437.5074626865672","437.5074626865672","437.5074626865672","626.8536585365854","626.8536585365854","626.8536585365854","546.6075949367089","546.6075949367089","546.6075949367089"
"96","243.484375","243.484375","243.484375","458.4782608695652","458.4782608695652","458.4782608695652","687.289156626506","687.289156626506","687.289156626506","578.1447368421053","578.1447368421053","578.1447368421053"
"100","319","319","319","524","524","524","665.6333333333333","665.6333333333333","665.6333333333333","723.0722891566265","723.0722891566265","723.0722891566265"
"104","258.02941176470586","258.02941176470586","258.02941176470586","528.7272727272727","528.7272727272727","528.7272727272727","630.1785714285714","630.1785714285714","630.1785714285714","786.3734939759037","786.3734939759037","786.3734939759037"
"108","361.75342465753425","361.75342465753425","361.75342465753425","415.03389830508473","415.03389830508473","415.03389830508473","681.6052631578947","681.6052631578947","681.6052631578947","720","720","720"
"112","343.65822784810126","343.65822784810126","343.65822784810126","581.5714285714286","581.5714285714286","581.5714285714286","629.8133333333334","629.8133333333334","629.8133333333334","769.6025641025641","769.6025641025641","769.6025641025641"
"116","286.84415584415586","286.84415584415586","286.84415584415586","477.1","477.1","477.1","691.9397590361446","691.9397590361446","691.9397590361446","914.7019230769231","914.7019230769231","914.7019230769231"
"120","356.6829268292683","356.6829268292683","356.6829268292683","418.8904109589041","418.8904109589041","418.8904109589041","659.0357142857143","659.0357142857143","659.0357142857143","973.6190476190476","973.6190476190476","973.6190476190476"
"124","309.0632911392405","309.0632911392405","309.0632911392405","458.390625","458.390625","458.390625","760.5222222222222","760.5222222222222","760.5222222222222","883.4731182795699","883.4731182795699","883.4731182795699"
"128","230.71875","230.71875","230.71875","592.2911392405064","592.2911392405064","592.2911392405064","792.6279069767442","792.6279069767442","792.6279069767442","864.1222222222223","864.1222222222223","864.1222222222223"
"132","326.68","326.68","326.68","493.8","493.8","493.8","674.2717391304348","674.2717391304348","674.2717391304348","921.7752808988764","921.7752808988764","921.7752808988764"
"136","401.2972972972973","401.2972972972973","401.2972972972973","466.9718309859155","466.9718309859155","466.9718309859155","706.3132530120482","706.3132530120482","706.3132530120482","783.6404494382023","783.6404494382023","783.6404494382023"
"140","389.32941176470587","389.32941176470587","389.32941176470587","585.6315789473684","585.6315789473684","585.6315789473684","732.3092783505155","732.3092783505155","732.3092783505155","936.3111111111111","936.3111111111111","936.3111111111111"
"144","360.14942528735634","360.14942528735634","360.14942528735634","479.5","479.5","479.5","707.4","707.4","707.4","925.8265306122449","925.8265306122449","925.8265306122449"
"148","402.0506329113924","402.0506329113924","402.0506329113924","509.8690476190476","509.8690476190476","509.8690476190476","878.035294117647","878.035294117647","878.035294117647","906.1888888888889","906.1888888888889","906.1888888888889"
"152","317.9375","317.9375","317.9375","409.7974683544304","409.7974683544304","409.7974683544304","836.8265306122449","836.8265306122449","836.8265306122449","980.24","980.24","980.24"
"156","366.5851063829787","366.5851063829787","366.5851063829787","482.73333333333335","482.73333333333335","482.73333333333335","815.483870967742","815.483870967742","815.483870967742","898.3636363636364","898.3636363636364","898.3636363636364"
"160","350.85057471264366","350.85057471264366","350.85057471264366","474.9367088607595","474.9367088607595","474.9367088607595","737.0957446808511","737.0957446808511","737.0957446808511","914.7640449438202","914.7640449438202","914.7640449438202"
"164","314.4767441860465","314.4767441860465","314.4767441860465","476.38961038961037","476.38961038961037","476.38961038961037","943.0631578947368","943.0631578947368","943.0631578947368","884.6516853932584","884.6516853932584","884.6516853932584"
"168","339.09574468085106","339.09574468085106","339.09574468085106","404.4390243902439","404.4390243902439","404.4390243902439","899.6666666666666","899.6666666666666","899.6666666666666","994.58","994.58","994.58"
"172","287.2073170731707","287.2073170731707","287.2073170731707","525.0989010989011","525.0989010989011","525.0989010989011","1014.1777777777778","1014.1777777777778","1014.1777777777778","939.295652173913","939.295652173913","939.295652173913"
"176","349.61176470588236","349.61176470588236","349.61176470588236","395.64383561643837","395.64383561643837","395.64383561643837","963.9368421052632","963.9368421052632","963.9368421052632","958.5841584158416","958.5841584158416","958.5841584158416"
"180","412.4404761904762","412.4404761904762","412.4404761904762","517.9113924050633","517.9113924050633","517.9113924050633","950.4","950.4","950.4","927.5777777777778","927.5777777777778","927.5777777777778"
"184","400.8181818181818","400.8181818181818","400.8181818181818","439.85897435897436","439.85897435897436","439.85897435897436","1071.7931034482758","1071.7931034482758","1071.7931034482758","1040.8461538461538","1040.8461538461538","1040.8461538461538"
"188","344.890243902439","344.890243902439","344.890243902439","475.37333333333333","475.37333333333333","475.37333333333333","924.5698924731183","924.5698924731183","924.5698924731183","979.8","979.8","979.8"
"192","315.53846153846155","315.53846153846155","315.53846153846155","471.35632183908046","471.35632183908046","471.35632183908046","893.5","893.5","893.5","1052.2183908045977","1052.2183908045977","1052.2183908045977"
"196","335.3246753246753","335.3246753246753","335.3246753246753","458.6923076923077","458.6923076923077","458.6923076923077","796.0714285714286","796.0714285714286","796.0714285714286","893.1609195402299","893.1609195402299","893.1609195402299"
"200","385.2988505747126","385.2988505747126","385.2988505747126","455.3010752688172","455.3010752688172","455.3010752688172","966.530612244898","966.530612244898","966.530612244898","1041.9021739130435","1041.9021739130435","1041.9021739130435"
"204","305.57142857142856","305.57142857142856","305.57142857142856","435.425","435.425","435.425","992.7157894736843","992.7157894736843","992.7157894736843","942.1485148514852","942.1485148514852","942.1485148514852"
"208","352.0574712643678","352.0574712643678","352.0574712643678","484.2875","484.2875","484.2875","952.3333333333334","952.3333333333334","952.3333333333334","1247.3978494623657","1247.3978494623657","1247.3978494623657"
"212","363.08641975308643","363.08641975308643","363.08641975308643","495.44","495.44","495.44","953.7941176470588","953.7941176470588","953.7941176470588","1018.735632183908","1018.735632183908","1018.735632183908"
"216","362.7375","362.7375","362.7375","455.3375","455.3375","455.3375","1061.2808988764045","1061.2808988764045","1061.2808988764045","922.2894736842105","922.2894736842105","922.2894736842105"
"220","407.15384615384613","407.15384615384613","407.15384615384613","435.7866666666667","435.7866666666667","435.7866666666667","907.5057471264367","907.5057471264367","907.5057471264367","947.8214285714286","947.8214285714286","947.8214285714286"
"224","372.24050632911394","372.24050632911394","372.24050632911394","588.0930232558139","588.0930232558139","588.0930232558139","978.9120879120879","978.9120879120879","978.9120879120879","1035.0449438202247","1035.0449438202247","1035.0449438202247"
"228","369.6744186046512","369.6744186046512","369.6744186046512","488.3720930232558","488.3720930232558","488.3720930232558","1070.4395604395604","1070.4395604395604","1070.4395604395604","","",""
"232","329.04","329.04","329.04","512.7977528089888","512.7977528089888","512.7977528089888","1166.4642857142858","1166.4642857142858","1166.4642857142858","","",""
"236","427.2823529411765","427.2823529411765","427.2823529411765","485.05555555555554","485.05555555555554","485.05555555555554","1001.8295454545455","1001.8295454545455","1001.8295454545455","","",""
"240","439.2906976744186","439.2906976744186","439.2906976744186","495.04597701149424","495.04597701149424","495.04597701149424","","","","","",""
"244","416.4157303370786","416.4157303370786","416.4157303370786","527.6823529411764","527.6823529411764","527.6823529411764","","","","","",""
"248","388.75","388.75","388.75","531.8351648351648","531.8351648351648","531.8351648351648","","","","","",""
"252","359.84615384615387","359.84615384615387","359.84615384615387","439.77777777777777","439.77777777777777","439.77777777777777","","","","","",""
"256","329.40449438202245","329.40449438202245","329.40449438202245","517.3","517.3","517.3","","","","","",""
"260","431.80232558139534","431.80232558139534","431.80232558139534","508.9270833333333","508.9270833333333","508.9270833333333","","","","","",""
"264","376.63829787234044","376.63829787234044","376.63829787234044","509.9550561797753","509.9550561797753","509.9550561797753","","","","","",""
"268","321.2111111111111","321.2111111111111","321.2111111111111","528.1931818181819","528.1931818181819","528.1931818181819","","","","","",""
"272","379.21505376344084","379.21505376344084","379.21505376344084","490.79347826086956","490.79347826086956","490.79347826086956","","","","","",""
"276","339.719512195122","339.719512195122","339.719512195122","536.0232558139535","536.0232558139535","536.0232558139535","","","","","",""
"280","319.81176470588235","319.81176470588235","319.81176470588235","596.8809523809524","596.8809523809524","596.8809523809524","","","","","",""
"284","367.680412371134","367.680412371134","367.680412371134","574.3076923076923","574.3076923076923","574.3076923076923","","","","","",""
"288","319.19565217391306","319.19565217391306","319.19565217391306","519.0416666666666","519.0416666666666","519.0416666666666","","","","","",""
"292","309.08641975308643","309.08641975308643","309.08641975308643","506.0405405405405","506.0405405405405","506.0405405405405","","","","","",""
"296","312.1770833333333","312.1770833333333","312.1770833333333","","","","","","","","",""
