"Step","rl.grpo_llama.3b_analysis_mm.web.pro.plus.20B_math.8k_0411_2209 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_analysis_mm.web.pro.plus.20B_math.8k_0411_2209 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_analysis_mm.web.pro.plus.20B_math.8k_0411_2209 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_analysis_mm.web.pro.plus.100B_math.8k_0411_1425 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_analysis_mm.web.pro.plus.100B_math.8k_0411_1425 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_analysis_mm.web.pro.plus.100B_math.8k_0411_1425 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_analysis_mm.web.pro.plus.70B_math.8k_0411_1425 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_analysis_mm.web.pro.plus.70B_math.8k_0411_1425 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_analysis_mm.web.pro.plus.70B_math.8k_0411_1425 - val_response_length/test_length_correct/GSM8k__MAX"
"72","230.69298245614036","230.69298245614036","230.69298245614036","256.6925601750547","256.6925601750547","256.6925601750547","222.91075514874143","222.91075514874143","222.91075514874143"
"76","247.6234718826406","247.6234718826406","247.6234718826406","247.68950276243095","247.68950276243095","247.68950276243095","227.4085648148148","227.4085648148148","227.4085648148148"
"80","254.33455882352942","254.33455882352942","254.33455882352942","249.4690949227373","249.4690949227373","249.4690949227373","228.4994298745724","228.4994298745724","228.4994298745724"
"84","262.5153374233129","262.5153374233129","262.5153374233129","251.9398249452954","251.9398249452954","251.9398249452954","248.981981981982","248.981981981982","248.981981981982"
"88","259.1869618696187","259.1869618696187","259.1869618696187","262.497308934338","262.497308934338","262.497308934338","254.14620535714286","254.14620535714286","254.14620535714286"
"92","266.27906976744185","266.27906976744185","266.27906976744185","258.82574916759154","258.82574916759154","258.82574916759154","243.71648351648352","243.71648351648352","243.71648351648352"
"96","278.3637454981993","278.3637454981993","278.3637454981993","268.2157079646018","268.2157079646018","268.2157079646018","250.1783723522854","250.1783723522854","250.1783723522854"
"100","270.19437652811735","270.19437652811735","270.19437652811735","257.03811659192826","257.03811659192826","257.03811659192826","248.36017897091722","248.36017897091722","248.36017897091722"
"104","267.7030674846626","267.7030674846626","267.7030674846626","260.58415841584156","260.58415841584156","260.58415841584156","262.0625","262.0625","262.0625"
"108","269.8203883495146","269.8203883495146","269.8203883495146","264.95069667738477","264.95069667738477","264.95069667738477","250.1599099099099","250.1599099099099","250.1599099099099"
"112","275.76646706586826","275.76646706586826","275.76646706586826","267.5145005370569","267.5145005370569","267.5145005370569","246.0597519729425","246.0597519729425","246.0597519729425"
"116","275.0024183796856","275.0024183796856","275.0024183796856","270.4428879310345","270.4428879310345","270.4428879310345","243.3849557522124","243.3849557522124","243.3849557522124"
"120","257.3354114713217","257.3354114713217","257.3354114713217","282.3606911447084","282.3606911447084","282.3606911447084","238.60267857142858","238.60267857142858","238.60267857142858"
"124","264.91470951792337","264.91470951792337","264.91470951792337","285.5361380798274","285.5361380798274","285.5361380798274","234.38522727272726","234.38522727272726","234.38522727272726"
"128","273.84299516908214","273.84299516908214","273.84299516908214","296.87908496732024","296.87908496732024","296.87908496732024","232.036866359447","232.036866359447","232.036866359447"
"132","279.1779359430605","279.1779359430605","279.1779359430605","293.9623655913978","293.9623655913978","293.9623655913978","239.97178329571105","239.97178329571105","239.97178329571105"
"136","272.8868388683887","272.8868388683887","272.8868388683887","290.33986928104576","290.33986928104576","290.33986928104576","243.91470258136926","243.91470258136926","243.91470258136926"
"140","277.1864406779661","277.1864406779661","277.1864406779661","292.9726775956284","292.9726775956284","292.9726775956284","252.12719298245614","252.12719298245614","252.12719298245614"
"144","283.07091346153845","283.07091346153845","283.07091346153845","294.79082177161155","294.79082177161155","294.79082177161155","251.90570175438597","251.90570175438597","251.90570175438597"
"148","279.3528722157093","279.3528722157093","279.3528722157093","296.6795284030011","296.6795284030011","296.6795284030011","239.50273224043715","239.50273224043715","239.50273224043715"
"152","275.9200477326969","275.9200477326969","275.9200477326969","287.5948275862069","287.5948275862069","287.5948275862069","237.7799779977998","237.7799779977998","237.7799779977998"
"156","274.1465416178195","274.1465416178195","274.1465416178195","278.31739130434784","278.31739130434784","278.31739130434784","230.89791437980242","230.89791437980242","230.89791437980242"
"160","281.68372093023254","281.68372093023254","281.68372093023254","287.4693218514532","287.4693218514532","287.4693218514532","241.57094594594594","241.57094594594594","241.57094594594594"
"164","274.8782201405152","274.8782201405152","274.8782201405152","282.0195439739414","282.0195439739414","282.0195439739414","249.70601336302894","249.70601336302894","249.70601336302894"
"168","279.37806301050176","279.37806301050176","279.37806301050176","290.8311403508772","290.8311403508772","290.8311403508772","246.1343784994401","246.1343784994401","246.1343784994401"
"172","281.32163742690057","281.32163742690057","281.32163742690057","295.8071895424837","295.8071895424837","295.8071895424837","240.80066815144767","240.80066815144767","240.80066815144767"
"176","292.9988399071926","292.9988399071926","292.9988399071926","329.0098253275109","329.0098253275109","329.0098253275109","248.2146829810901","248.2146829810901","248.2146829810901"
"180","282.9827188940092","282.9827188940092","282.9827188940092","545.2986184909671","545.2986184909671","545.2986184909671","254.36622807017545","254.36622807017545","254.36622807017545"
"184","279.97477064220186","279.97477064220186","279.97477064220186","655.548596112311","655.548596112311","655.548596112311","263.9308807134894","263.9308807134894","263.9308807134894"
"188","294.0023014959724","294.0023014959724","294.0023014959724","651.3466092572659","651.3466092572659","651.3466092572659","256.359375","256.359375","256.359375"
"192","297.4675767918089","297.4675767918089","297.4675767918089","492.5043763676149","492.5043763676149","492.5043763676149","256.3893905191874","256.3893905191874","256.3893905191874"
"196","292.19310344827585","292.19310344827585","292.19310344827585","772.7521008403361","772.7521008403361","772.7521008403361","257.0845383759733","257.0845383759733","257.0845383759733"
"200","296.10023041474653","296.10023041474653","296.10023041474653","799.0151351351351","799.0151351351351","799.0151351351351","250.19117647058823","250.19117647058823","250.19117647058823"
"204","290.50817757009344","290.50817757009344","290.50817757009344","772.8807733619764","772.8807733619764","772.8807733619764","246.14141414141415","246.14141414141415","246.14141414141415"
"208","295.967365967366","295.967365967366","295.967365967366","572.9804560260586","572.9804560260586","572.9804560260586","235.99661016949153","235.99661016949153","235.99661016949153"
"212","292.51149425287355","292.51149425287355","292.51149425287355","","","","237.53131991051455","237.53131991051455","237.53131991051455"
"216","297.4166666666667","297.4166666666667","297.4166666666667","","","","239.6781737193764","239.6781737193764","239.6781737193764"
"220","285.4608399545971","285.4608399545971","285.4608399545971","","","","242.7775354416576","242.7775354416576","242.7775354416576"
"224","279.4767309875142","279.4767309875142","279.4767309875142","","","","229.6784140969163","229.6784140969163","229.6784140969163"
"228","283.86152099886493","283.86152099886493","283.86152099886493","","","","238.04730473047306","238.04730473047306","238.04730473047306"
"232","279.291095890411","279.291095890411","279.291095890411","","","","","",""
"236","299.8312570781427","299.8312570781427","299.8312570781427","","","","","",""
"240","302.3204104903079","302.3204104903079","302.3204104903079","","","","","",""
"244","295.49885057471266","295.49885057471266","295.49885057471266","","","","","",""
"248","303.1387940841866","303.1387940841866","303.1387940841866","","","","","",""
"252","317.33705357142856","317.33705357142856","317.33705357142856","","","","","",""
"256","319.3025871766029","319.3025871766029","319.3025871766029","","","","","",""
"260","318.275","318.275","318.275","","","","","",""
"264","313.31065759637187","313.31065759637187","313.31065759637187","","","","","",""
"268","311.55832389580974","311.55832389580974","311.55832389580974","","","","","",""
"272","298.5319634703196","298.5319634703196","298.5319634703196","","","","","",""
"276","301.17573696145126","301.17573696145126","301.17573696145126","","","","","",""
