"Step","rl.grpo_llama.3b_analysis_mm.web.pro.plus.20B_math.8k_0411_2209 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_analysis_mm.web.pro.plus.20B_math.8k_0411_2209 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_analysis_mm.web.pro.plus.20B_math.8k_0411_2209 - val_response_length/test_length_correct/OlympiadBench__MAX","rl.grpo_llama.3b_analysis_mm.web.pro.plus.100B_math.8k_0411_1425 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_analysis_mm.web.pro.plus.100B_math.8k_0411_1425 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_analysis_mm.web.pro.plus.100B_math.8k_0411_1425 - val_response_length/test_length_correct/OlympiadBench__MAX","rl.grpo_llama.3b_analysis_mm.web.pro.plus.70B_math.8k_0411_1425 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_analysis_mm.web.pro.plus.70B_math.8k_0411_1425 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_analysis_mm.web.pro.plus.70B_math.8k_0411_1425 - val_response_length/test_length_correct/OlympiadBench__MAX"
"160","691.1891891891892","691.1891891891892","691.1891891891892","1094.6931818181818","1094.6931818181818","1094.6931818181818","938.7802197802198","938.7802197802198","938.7802197802198"
"164","686.2191780821918","686.2191780821918","686.2191780821918","928.009900990099","928.009900990099","928.009900990099","967.9186046511628","967.9186046511628","967.9186046511628"
"168","584.0657894736842","584.0657894736842","584.0657894736842","865.4516129032259","865.4516129032259","865.4516129032259","948.314606741573","948.314606741573","948.314606741573"
"172","681.0945945945946","681.0945945945946","681.0945945945946","911.0430107526881","911.0430107526881","911.0430107526881","974.5058823529412","974.5058823529412","974.5058823529412"
"176","595.9154929577464","595.9154929577464","595.9154929577464","1174.608695652174","1174.608695652174","1174.608695652174","923.4823529411765","923.4823529411765","923.4823529411765"
"180","619.7866666666666","619.7866666666666","619.7866666666666","1118.5360824742268","1118.5360824742268","1118.5360824742268","944.171052631579","944.171052631579","944.171052631579"
"184","639.9041095890411","639.9041095890411","639.9041095890411","1421.4684684684685","1421.4684684684685","1421.4684684684685","1088.1666666666667","1088.1666666666667","1088.1666666666667"
"188","736.4177215189874","736.4177215189874","736.4177215189874","1545.8977272727273","1545.8977272727273","1545.8977272727273","956.9024390243902","956.9024390243902","956.9024390243902"
"192","756","756","756","1317.4711538461538","1317.4711538461538","1317.4711538461538","1018.3493975903615","1018.3493975903615","1018.3493975903615"
"196","671.8918918918919","671.8918918918919","671.8918918918919","1666.6336633663366","1666.6336633663366","1666.6336633663366","1060.5444444444445","1060.5444444444445","1060.5444444444445"
"200","607.7402597402597","607.7402597402597","607.7402597402597","1510.4343434343434","1510.4343434343434","1510.4343434343434","1103.6704545454545","1103.6704545454545","1103.6704545454545"
"204","826.1515151515151","826.1515151515151","826.1515151515151","1627.3904761904762","1627.3904761904762","1627.3904761904762","1040.287356321839","1040.287356321839","1040.287356321839"
"208","746.7125","746.7125","746.7125","1437.9183673469388","1437.9183673469388","1437.9183673469388","955.5376344086021","955.5376344086021","955.5376344086021"
"212","765.0875","765.0875","765.0875","","","","1082.9756097560976","1082.9756097560976","1082.9756097560976"
"216","652.9090909090909","652.9090909090909","652.9090909090909","","","","1031.8076923076924","1031.8076923076924","1031.8076923076924"
"220","739.9154929577464","739.9154929577464","739.9154929577464","","","","1045.4625","1045.4625","1045.4625"
"224","688.4647887323944","688.4647887323944","688.4647887323944","","","","925.6133333333333","925.6133333333333","925.6133333333333"
"228","676.1408450704225","676.1408450704225","676.1408450704225","","","","908.0125","908.0125","908.0125"
"232","783.7948717948718","783.7948717948718","783.7948717948718","","","","","",""
"236","722.5584415584416","722.5584415584416","722.5584415584416","","","","","",""
"240","640.5555555555555","640.5555555555555","640.5555555555555","","","","","",""
"244","632.7236842105264","632.7236842105264","632.7236842105264","","","","","",""
"248","734.0945945945946","734.0945945945946","734.0945945945946","","","","","",""
"252","846.6896551724138","846.6896551724138","846.6896551724138","","","","","",""
"256","693.4507042253521","693.4507042253521","693.4507042253521","","","","","",""
"260","760.6623376623377","760.6623376623377","760.6623376623377","","","","","",""
"264","694.8192771084338","694.8192771084338","694.8192771084338","","","","","",""
"268","654.9605263157895","654.9605263157895","654.9605263157895","","","","","",""
"272","682.6153846153846","682.6153846153846","682.6153846153846","","","","","",""
"276","627.9054054054054","627.9054054054054","627.9054054054054","","","","","",""
