"Step","rl.grpo_llama.3b_analysis_mm.web.pro.plus.20B_math.8k_0411_2209 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_analysis_mm.web.pro.plus.20B_math.8k_0411_2209 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_analysis_mm.web.pro.plus.20B_math.8k_0411_2209 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_analysis_mm.web.pro.plus.100B_math.8k_0411_1425 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_analysis_mm.web.pro.plus.100B_math.8k_0411_1425 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_analysis_mm.web.pro.plus.100B_math.8k_0411_1425 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_analysis_mm.web.pro.plus.70B_math.8k_0411_1425 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_analysis_mm.web.pro.plus.70B_math.8k_0411_1425 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_analysis_mm.web.pro.plus.70B_math.8k_0411_1425 - val_response_length/test_length_correct/MATH500__MAX"
"116","413.98830409356725","413.98830409356725","413.98830409356725","524.8358974358974","524.8358974358974","524.8358974358974","473.18617021276594","473.18617021276594","473.18617021276594"
"120","430.5443786982249","430.5443786982249","430.5443786982249","568.6009615384615","568.6009615384615","568.6009615384615","481.5255102040816","481.5255102040816","481.5255102040816"
"124","396.188679245283","396.188679245283","396.188679245283","609.0693069306931","609.0693069306931","609.0693069306931","475.90575916230364","475.90575916230364","475.90575916230364"
"128","441.685534591195","441.685534591195","441.685534591195","602.4455445544554","602.4455445544554","602.4455445544554","440.8989361702128","440.8989361702128","440.8989361702128"
"132","488.2256097560976","488.2256097560976","488.2256097560976","504.37113402061857","504.37113402061857","504.37113402061857","529.021978021978","529.021978021978","529.021978021978"
"136","475.9820359281437","475.9820359281437","475.9820359281437","598.4126213592233","598.4126213592233","598.4126213592233","530.7555555555556","530.7555555555556","530.7555555555556"
"140","531.5207100591716","531.5207100591716","531.5207100591716","607.770731707317","607.770731707317","607.770731707317","541.2702702702703","541.2702702702703","541.2702702702703"
"144","526.5460122699386","526.5460122699386","526.5460122699386","605.4228855721393","605.4228855721393","605.4228855721393","488.0444444444444","488.0444444444444","488.0444444444444"
"148","578.9156626506024","578.9156626506024","578.9156626506024","541.2641509433962","541.2641509433962","541.2641509433962","506.84324324324325","506.84324324324325","506.84324324324325"
"152","534.7413793103449","534.7413793103449","534.7413793103449","520.2565445026178","520.2565445026178","520.2565445026178","489.328125","489.328125","489.328125"
"156","524.9074074074074","524.9074074074074","524.9074074074074","536.5265957446809","536.5265957446809","536.5265957446809","503.24870466321244","503.24870466321244","503.24870466321244"
"160","470.54430379746833","470.54430379746833","470.54430379746833","562.0416666666666","562.0416666666666","562.0416666666666","505.7431693989071","505.7431693989071","505.7431693989071"
"164","486.8471337579618","486.8471337579618","486.8471337579618","503.9673913043478","503.9673913043478","503.9673913043478","539.2446808510638","539.2446808510638","539.2446808510638"
"168","470.9367088607595","470.9367088607595","470.9367088607595","517.0355329949239","517.0355329949239","517.0355329949239","545.5454545454545","545.5454545454545","545.5454545454545"
"172","451.44805194805195","451.44805194805195","451.44805194805195","556.555","556.555","556.555","472.04787234042556","472.04787234042556","472.04787234042556"
"176","440.5759493670886","440.5759493670886","440.5759493670886","573.3251231527094","573.3251231527094","573.3251231527094","501.010582010582","501.010582010582","501.010582010582"
"180","420.0188679245283","420.0188679245283","420.0188679245283","769.3546798029556","769.3546798029556","769.3546798029556","494.34010152284264","494.34010152284264","494.34010152284264"
"184","454.5859872611465","454.5859872611465","454.5859872611465","799.5102040816327","799.5102040816327","799.5102040816327","533.7842105263157","533.7842105263157","533.7842105263157"
"188","485.1707317073171","485.1707317073171","485.1707317073171","850.685","850.685","850.685","542.4127906976744","542.4127906976744","542.4127906976744"
"192","489.54545454545456","489.54545454545456","489.54545454545456","749.2","749.2","749.2","517.8652849740932","517.8652849740932","517.8652849740932"
"196","454.909604519774","454.909604519774","454.909604519774","916.4265402843602","916.4265402843602","916.4265402843602","498.96875","498.96875","498.96875"
"200","483.688622754491","483.688622754491","483.688622754491","930.4328358208955","930.4328358208955","930.4328358208955","533.3523316062176","533.3523316062176","533.3523316062176"
"204","499.0287356321839","499.0287356321839","499.0287356321839","1010.8543689320388","1010.8543689320388","1010.8543689320388","577.989847715736","577.989847715736","577.989847715736"
"208","462.36416184971097","462.36416184971097","462.36416184971097","799.1116751269036","799.1116751269036","799.1116751269036","522.34","522.34","522.34"
"212","464.52542372881356","464.52542372881356","464.52542372881356","","","","479.37628865979383","479.37628865979383","479.37628865979383"
"216","505.89285714285717","505.89285714285717","505.89285714285717","","","","496.43589743589746","496.43589743589746","496.43589743589746"
"220","438.0188679245283","438.0188679245283","438.0188679245283","","","","490.4842105263158","490.4842105263158","490.4842105263158"
"224","470.8181818181818","470.8181818181818","470.8181818181818","","","","515.0346534653465","515.0346534653465","515.0346534653465"
"228","484.3536585365854","484.3536585365854","484.3536585365854","","","","460.7680412371134","460.7680412371134","460.7680412371134"
"232","423.0751445086705","423.0751445086705","423.0751445086705","","","","","",""
"236","513.3431952662722","513.3431952662722","513.3431952662722","","","","","",""
"240","458.73333333333335","458.73333333333335","458.73333333333335","","","","","",""
"244","488.4670658682635","488.4670658682635","488.4670658682635","","","","","",""
"248","483.4655172413793","483.4655172413793","483.4655172413793","","","","","",""
"252","465.8284023668639","465.8284023668639","465.8284023668639","","","","","",""
"256","441.53548387096777","441.53548387096777","441.53548387096777","","","","","",""
"260","476.4823529411765","476.4823529411765","476.4823529411765","","","","","",""
"264","490.53333333333336","490.53333333333336","490.53333333333336","","","","","",""
"268","450.1463414634146","450.1463414634146","450.1463414634146","","","","","",""
"272","481.31976744186045","481.31976744186045","481.31976744186045","","","","","",""
"276","421.27272727272725","421.27272727272725","421.27272727272725","","","","","",""
