"Step","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val_response_length/test_length_correct/MATH500__MAX"
"40","353.09019607843135","353.09019607843135","353.09019607843135","388.8473895582329","388.8473895582329","388.8473895582329","363.5189393939394","363.5189393939394","363.5189393939394"
"44","368.71875","368.71875","368.71875","380.6611570247934","380.6611570247934","380.6611570247934","357.6536964980545","357.6536964980545","357.6536964980545"
"48","397.49632352941177","397.49632352941177","397.49632352941177","353.1951219512195","353.1951219512195","353.1951219512195","412.87545787545787","412.87545787545787","412.87545787545787"
"52","390.9628252788104","390.9628252788104","390.9628252788104","372.99203187251","372.99203187251","372.99203187251","370.2830188679245","370.2830188679245","370.2830188679245"
"56","398.19029850746267","398.19029850746267","398.19029850746267","406.96923076923076","406.96923076923076","406.96923076923076","403.81609195402297","403.81609195402297","403.81609195402297"
"60","417.5458015267176","417.5458015267176","417.5458015267176","417.9812030075188","417.9812030075188","417.9812030075188","410.53284671532845","410.53284671532845","410.53284671532845"
"64","424.9492753623188","424.9492753623188","424.9492753623188","427.5245283018868","427.5245283018868","427.5245283018868","392.84765625","392.84765625","392.84765625"
"68","445.65328467153284","445.65328467153284","445.65328467153284","443.26296296296294","443.26296296296294","443.26296296296294","368.21176470588233","368.21176470588233","368.21176470588233"
"72","460.3956834532374","460.3956834532374","460.3956834532374","453.5923076923077","453.5923076923077","453.5923076923077","366.81889763779526","366.81889763779526","366.81889763779526"
"76","427.55514705882354","427.55514705882354","427.55514705882354","459.02491103202846","459.02491103202846","459.02491103202846","376.79545454545456","376.79545454545456","376.79545454545456"
"80","440.64130434782606","440.64130434782606","440.64130434782606","442.92045454545456","442.92045454545456","442.92045454545456","380.2319391634981","380.2319391634981","380.2319391634981"
"84","417.03971119133575","417.03971119133575","417.03971119133575","467.5751879699248","467.5751879699248","467.5751879699248","395.3037037037037","395.3037037037037","395.3037037037037"
"88","435.7574626865672","435.7574626865672","435.7574626865672","541.7773722627737","541.7773722627737","541.7773722627737","396.2892857142857","396.2892857142857","396.2892857142857"
"92","402.43609022556393","402.43609022556393","402.43609022556393","510.13553113553115","510.13553113553115","510.13553113553115","383.1180811808118","383.1180811808118","383.1180811808118"
"96","402.48698884758363","402.48698884758363","402.48698884758363","517.5140845070423","517.5140845070423","517.5140845070423","390.5335820895522","390.5335820895522","390.5335820895522"
"100","406.8709677419355","406.8709677419355","406.8709677419355","550.2591240875912","550.2591240875912","550.2591240875912","495.5174825174825","495.5174825174825","495.5174825174825"
"104","409.57677902621725","409.57677902621725","409.57677902621725","481.3085501858736","481.3085501858736","481.3085501858736","458.42490842490844","458.42490842490844","458.42490842490844"
"108","469.16785714285714","469.16785714285714","469.16785714285714","670.1696750902527","670.1696750902527","670.1696750902527","477.98168498168496","477.98168498168496","477.98168498168496"
"112","457.34519572953735","457.34519572953735","457.34519572953735","568.6826568265683","568.6826568265683","568.6826568265683","490.01838235294116","490.01838235294116","490.01838235294116"
"116","442.18587360594796","442.18587360594796","442.18587360594796","753.529197080292","753.529197080292","753.529197080292","510.5053380782918","510.5053380782918","510.5053380782918"
"120","467.2661870503597","467.2661870503597","467.2661870503597","629.2789855072464","629.2789855072464","629.2789855072464","546.6164874551971","546.6164874551971","546.6164874551971"
"124","472.6367041198502","472.6367041198502","472.6367041198502","794.2140350877193","794.2140350877193","794.2140350877193","538.6654545454545","538.6654545454545","538.6654545454545"
"128","424.48736462093865","424.48736462093865","424.48736462093865","907.3867595818815","907.3867595818815","907.3867595818815","533.9421768707483","533.9421768707483","533.9421768707483"
"132","437.48398576512454","437.48398576512454","437.48398576512454","693.4817518248175","693.4817518248175","693.4817518248175","549.6829268292682","549.6829268292682","549.6829268292682"
"136","565.375","565.375","565.375","699.887323943662","699.887323943662","699.887323943662","496.3542435424354","496.3542435424354","496.3542435424354"
"140","570.6118881118881","570.6118881118881","570.6118881118881","774.3971119133574","774.3971119133574","774.3971119133574","563.4723247232472","563.4723247232472","563.4723247232472"
"144","455.7472924187726","455.7472924187726","455.7472924187726","863.0111524163568","863.0111524163568","863.0111524163568","537.6421052631579","537.6421052631579","537.6421052631579"
"148","607.3443223443223","607.3443223443223","607.3443223443223","865.7263157894737","865.7263157894737","865.7263157894737","518.4092526690391","518.4092526690391","518.4092526690391"
"152","608.6094890510949","608.6094890510949","608.6094890510949","846.5072463768116","846.5072463768116","846.5072463768116","445.08550185873605","445.08550185873605","445.08550185873605"
"156","446.7921146953405","446.7921146953405","446.7921146953405","1004.2887323943662","1004.2887323943662","1004.2887323943662","425.6569343065693","425.6569343065693","425.6569343065693"
"160","560.2209737827716","560.2209737827716","560.2209737827716","1020.7242647058823","1020.7242647058823","1020.7242647058823","449.1184668989547","449.1184668989547","449.1184668989547"
"164","466.60931899641577","466.60931899641577","466.60931899641577","825.9706959706959","825.9706959706959","825.9706959706959","470.52142857142854","470.52142857142854","470.52142857142854"
"168","516.0250896057348","516.0250896057348","516.0250896057348","833.7122302158274","833.7122302158274","833.7122302158274","528.3367697594501","528.3367697594501","528.3367697594501"
"172","578.5514705882352","578.5514705882352","578.5514705882352","757.7562724014336","757.7562724014336","757.7562724014336","559.8542372881356","559.8542372881356","559.8542372881356"
"176","589.0253623188406","589.0253623188406","589.0253623188406","975.9628378378378","975.9628378378378","975.9628378378378","533.0620689655173","533.0620689655173","533.0620689655173"
"180","540.437037037037","540.437037037037","540.437037037037","766.996336996337","766.996336996337","766.996336996337","556.6787003610108","556.6787003610108","556.6787003610108"
"184","586.1920289855072","586.1920289855072","586.1920289855072","905.1111111111111","905.1111111111111","905.1111111111111","572.5544217687075","572.5544217687075","572.5544217687075"
"188","496.5","496.5","496.5","857.2127659574468","857.2127659574468","857.2127659574468","581.8586572438163","581.8586572438163","581.8586572438163"
"192","465.7080291970803","465.7080291970803","465.7080291970803","1005.1161971830986","1005.1161971830986","1005.1161971830986","582.4021352313167","582.4021352313167","582.4021352313167"
"196","578.2947368421053","578.2947368421053","578.2947368421053","874.7832167832167","874.7832167832167","874.7832167832167","538.6267605633802","538.6267605633802","538.6267605633802"
"200","533.2619926199262","533.2619926199262","533.2619926199262","941.4142857142857","941.4142857142857","941.4142857142857","599.7228070175439","599.7228070175439","599.7228070175439"
"204","520.9928315412186","520.9928315412186","520.9928315412186","867.0726643598616","867.0726643598616","867.0726643598616","556.7750865051903","556.7750865051903","556.7750865051903"
"208","488.01056338028167","488.01056338028167","488.01056338028167","789.0283687943263","789.0283687943263","789.0283687943263","594.0982456140351","594.0982456140351","594.0982456140351"
"212","426.4128113879004","426.4128113879004","426.4128113879004","791.8251748251748","791.8251748251748","791.8251748251748","571.2925170068028","571.2925170068028","571.2925170068028"
"216","532.7214285714285","532.7214285714285","532.7214285714285","953.7222222222222","953.7222222222222","953.7222222222222","557.0385964912281","557.0385964912281","557.0385964912281"
"220","482.86759581881535","482.86759581881535","482.86759581881535","973.4929078014185","973.4929078014185","973.4929078014185","586.2771929824561","586.2771929824561","586.2771929824561"
"224","544.53125","544.53125","544.53125","945.4928571428571","945.4928571428571","945.4928571428571","599.3505154639175","599.3505154639175","599.3505154639175"
"228","477.2871972318339","477.2871972318339","477.2871972318339","969.8229166666666","969.8229166666666","969.8229166666666","550.9727891156463","550.9727891156463","550.9727891156463"
"232","517.1701388888889","517.1701388888889","517.1701388888889","1171.8701754385966","1171.8701754385966","1171.8701754385966","585.4610169491525","585.4610169491525","585.4610169491525"
"236","579","579","579","1208.4615384615386","1208.4615384615386","1208.4615384615386","614.9897260273973","614.9897260273973","614.9897260273973"
"240","531.922261484099","531.922261484099","531.922261484099","1460.9859649122807","1460.9859649122807","1460.9859649122807","675.4391891891892","675.4391891891892","675.4391891891892"
"244","522.1080139372822","522.1080139372822","522.1080139372822","1537.953405017921","1537.953405017921","1537.953405017921","666.2905405405405","666.2905405405405","666.2905405405405"
"248","534.8453608247422","534.8453608247422","534.8453608247422","1604.6433566433566","1604.6433566433566","1604.6433566433566","721.5606557377049","721.5606557377049","721.5606557377049"
"252","563.4797297297297","563.4797297297297","563.4797297297297","1375.9750889679715","1375.9750889679715","1375.9750889679715","557.7326388888889","557.7326388888889","557.7326388888889"
"256","518.8802816901408","518.8802816901408","518.8802816901408","1276.3180212014133","1276.3180212014133","1276.3180212014133","623.023102310231","623.023102310231","623.023102310231"
"260","513.2237762237762","513.2237762237762","513.2237762237762","1296.6760563380283","1296.6760563380283","1296.6760563380283","583.6724738675958","583.6724738675958","583.6724738675958"
"264","468.3862068965517","468.3862068965517","468.3862068965517","1438.1494661921708","1438.1494661921708","1438.1494661921708","585.1929824561404","585.1929824561404","585.1929824561404"
"268","527.2183098591549","527.2183098591549","527.2183098591549","1498.6830985915492","1498.6830985915492","1498.6830985915492","610.2155477031802","610.2155477031802","610.2155477031802"
"272","548.326164874552","548.326164874552","548.326164874552","1425.9205776173285","1425.9205776173285","1425.9205776173285","540.2588652482269","540.2588652482269","540.2588652482269"
"276","593.3636363636364","593.3636363636364","593.3636363636364","1446.4270833333333","1446.4270833333333","1446.4270833333333","568.4212328767123","568.4212328767123","568.4212328767123"
"280","597.1892857142857","597.1892857142857","597.1892857142857","1703.0696864111499","1703.0696864111499","1703.0696864111499","569.9097222222222","569.9097222222222","569.9097222222222"
"284","785.7423728813559","785.7423728813559","785.7423728813559","1267.8028673835126","1267.8028673835126","1267.8028673835126","619.7684210526315","619.7684210526315","619.7684210526315"
"288","566.3548387096774","566.3548387096774","566.3548387096774","1654.892733564014","1654.892733564014","1654.892733564014","629.9758620689655","629.9758620689655","629.9758620689655"
"292","676.6527777777778","676.6527777777778","676.6527777777778","1386.3240418118467","1386.3240418118467","1386.3240418118467","633.6091549295775","633.6091549295775","633.6091549295775"
"296","858.6594202898551","858.6594202898551","858.6594202898551","1137.904255319149","1137.904255319149","1137.904255319149","640.6722408026756","640.6722408026756","640.6722408026756"
"300","673.384892086331","673.384892086331","673.384892086331","1255.6363636363637","1255.6363636363637","1255.6363636363637","638.8221476510067","638.8221476510067","638.8221476510067"
"304","613.5191637630662","613.5191637630662","613.5191637630662","1562.373287671233","1562.373287671233","1562.373287671233","655.847972972973","655.847972972973","655.847972972973"
"308","586.5017921146954","586.5017921146954","586.5017921146954","1414.6284722222222","1414.6284722222222","1414.6284722222222","646.5723905723905","646.5723905723905","646.5723905723905"
"312","635.6643109540636","635.6643109540636","635.6643109540636","1405.6909722222222","1405.6909722222222","1405.6909722222222","660.9601328903655","660.9601328903655","660.9601328903655"
"316","667.2762237762238","667.2762237762238","667.2762237762238","1743.6678082191781","1743.6678082191781","1743.6678082191781","610.7602739726027","610.7602739726027","610.7602739726027"
"320","629.0664206642066","629.0664206642066","629.0664206642066","1283.2056737588653","1283.2056737588653","1283.2056737588653","696.9060402684564","696.9060402684564","696.9060402684564"
"324","798.8263888888889","798.8263888888889","798.8263888888889","1544.4226804123712","1544.4226804123712","1544.4226804123712","608.6631578947369","608.6631578947369","608.6631578947369"
"328","657.8707482993198","657.8707482993198","657.8707482993198","1294.2611683848797","1294.2611683848797","1294.2611683848797","568.7304964539007","568.7304964539007","568.7304964539007"
"332","661.5467625899281","661.5467625899281","661.5467625899281","1760.4829931972788","1760.4829931972788","1760.4829931972788","644.4222972972973","644.4222972972973","644.4222972972973"
"336","622.3027210884354","622.3027210884354","622.3027210884354","1551.2157534246576","1551.2157534246576","1551.2157534246576","636.549645390071","636.549645390071","636.549645390071"
"340","573.6491228070175","573.6491228070175","573.6491228070175","1783.1003460207612","1783.1003460207612","1783.1003460207612","640.9399293286219","640.9399293286219","640.9399293286219"
"344","612.4808362369338","612.4808362369338","612.4808362369338","","","","558.9583333333334","558.9583333333334","558.9583333333334"
"348","635.6576271186441","635.6576271186441","635.6576271186441","","","","556.6402877697842","556.6402877697842","556.6402877697842"
"352","519.8900709219859","519.8900709219859","519.8900709219859","","","","513.25","513.25","513.25"
"356","664.9370629370629","664.9370629370629","664.9370629370629","","","","594.5778546712803","594.5778546712803","594.5778546712803"
"360","605.7839721254355","605.7839721254355","605.7839721254355","","","","661.3775510204082","661.3775510204082","661.3775510204082"
"364","490.2184300341297","490.2184300341297","490.2184300341297","","","","572.7909407665505","572.7909407665505","572.7909407665505"
"368","518.5904436860068","518.5904436860068","518.5904436860068","","","","626.2867132867133","626.2867132867133","626.2867132867133"
"372","555.2080536912752","555.2080536912752","555.2080536912752","","","","711.9421768707483","711.9421768707483","711.9421768707483"
"376","532.1347517730496","532.1347517730496","532.1347517730496","","","","737.5","737.5","737.5"
"380","503.92150170648466","503.92150170648466","503.92150170648466","","","","786.3209459459459","786.3209459459459","786.3209459459459"
"384","495.0633802816901","495.0633802816901","495.0633802816901","","","","708.6460481099656","708.6460481099656","708.6460481099656"
"388","448.67021276595744","448.67021276595744","448.67021276595744","","","","662.4087837837837","662.4087837837837","662.4087837837837"
"392","539.3605442176871","539.3605442176871","539.3605442176871","","","","703.728187919463","703.728187919463","703.728187919463"
"396","546.5601374570447","546.5601374570447","546.5601374570447","","","","665.049645390071","665.049645390071","665.049645390071"
"400","556.8797250859106","556.8797250859106","556.8797250859106","","","","713.3217993079585","713.3217993079585","713.3217993079585"
"404","527.1071428571429","527.1071428571429","527.1071428571429","","","","741.7431506849315","741.7431506849315","741.7431506849315"
"408","510.7964912280702","510.7964912280702","510.7964912280702","","","","742.3797909407665","742.3797909407665","742.3797909407665"
"412","537.2342657342657","537.2342657342657","537.2342657342657","","","","678.0487804878048","678.0487804878048","678.0487804878048"
"416","565.3537414965987","565.3537414965987","565.3537414965987","","","","707.4709897610921","707.4709897610921","707.4709897610921"
"420","549.8476821192053","549.8476821192053","549.8476821192053","","","","669.4862068965517","669.4862068965517","669.4862068965517"
"424","518.6284722222222","518.6284722222222","518.6284722222222","","","","704.7659574468086","704.7659574468086","704.7659574468086"
"428","480.740614334471","480.740614334471","480.740614334471","","","","616.0611510791367","616.0611510791367","616.0611510791367"
"432","593.5451505016722","593.5451505016722","593.5451505016722","","","","669.8278388278388","669.8278388278388","669.8278388278388"
"436","569.3150684931506","569.3150684931506","569.3150684931506","","","","704.8450704225352","704.8450704225352","704.8450704225352"
"440","555.8047138047139","555.8047138047139","555.8047138047139","","","","695.9892857142858","695.9892857142858","695.9892857142858"
"444","533.8754448398577","533.8754448398577","533.8754448398577","","","","638.2014388489208","638.2014388489208","638.2014388489208"
"448","552.3896551724138","552.3896551724138","552.3896551724138","","","","","",""
"452","649.8194444444445","649.8194444444445","649.8194444444445","","","","","",""
"456","571.9065743944636","571.9065743944636","571.9065743944636","","","","","",""
"460","641.9512195121952","641.9512195121952","641.9512195121952","","","","","",""
"464","596.7592592592592","596.7592592592592","596.7592592592592","","","","","",""
"468","659.7073170731708","659.7073170731708","659.7073170731708","","","","","",""
"472","674.2842105263157","674.2842105263157","674.2842105263157","","","","","",""
"476","644.9691780821918","644.9691780821918","644.9691780821918","","","","","",""
"480","673.0871080139373","673.0871080139373","673.0871080139373","","","","","",""
"484","544.9608540925267","544.9608540925267","544.9608540925267","","","","","",""
"488","779.4","779.4","779.4","","","","","",""
"492","650.8098591549295","650.8098591549295","650.8098591549295","","","","","",""
"496","568.8140350877193","568.8140350877193","568.8140350877193","","","","","",""
"500","672.1764705882352","672.1764705882352","672.1764705882352","","","","","",""
"504","672.1643356643357","672.1643356643357","672.1643356643357","","","","","",""
