"Step","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val_response_length/test_length_correct/GSM8k__MAX"
"96","210.10654205607477","210.10654205607477","210.10654205607477","229.16132075471697","229.16132075471697","229.16132075471697","183.2218045112782","183.2218045112782","183.2218045112782"
"100","214.1012183692596","214.1012183692596","214.1012183692596","242.83677298311446","242.83677298311446","242.83677298311446","181.7750472589792","181.7750472589792","181.7750472589792"
"104","221.4377923292797","221.4377923292797","221.4377923292797","238.82418604651164","238.82418604651164","238.82418604651164","195.53926206244088","195.53926206244088","195.53926206244088"
"108","214.80094339622642","214.80094339622642","214.80094339622642","226.9887535145267","226.9887535145267","226.9887535145267","185.5849765258216","185.5849765258216","185.5849765258216"
"112","223.9906890130354","223.9906890130354","223.9906890130354","293.1223155929038","293.1223155929038","293.1223155929038","185.32679738562092","185.32679738562092","185.32679738562092"
"116","210.66104868913857","210.66104868913857","210.66104868913857","399.5782122905028","399.5782122905028","399.5782122905028","184.29688972667296","184.29688972667296","184.29688972667296"
"120","215.4621141253508","215.4621141253508","215.4621141253508","381.83006535947715","381.83006535947715","381.83006535947715","182.02746212121212","182.02746212121212","182.02746212121212"
"124","228.07407407407408","228.07407407407408","228.07407407407408","435.01296296296294","435.01296296296294","435.01296296296294","187.49436090225564","187.49436090225564","187.49436090225564"
"128","216.6112650046168","216.6112650046168","216.6112650046168","446.18359739049396","446.18359739049396","446.18359739049396","188.48196114708603","188.48196114708603","188.48196114708603"
"132","219.19871205151793","219.19871205151793","219.19871205151793","462.81232492997196","462.81232492997196","462.81232492997196","184.57630331753555","184.57630331753555","184.57630331753555"
"136","215.69557195571954","215.69557195571954","215.69557195571954","401.12075471698114","401.12075471698114","401.12075471698114","177.88263358778627","177.88263358778627","177.88263358778627"
"140","217.29926335174954","217.29926335174954","217.29926335174954","359.7744075829384","359.7744075829384","359.7744075829384","183.50808753568032","183.50808753568032","183.50808753568032"
"144","247.68932955618507","247.68932955618507","247.68932955618507","638.918691588785","638.918691588785","638.918691588785","183.52521408182682","183.52521408182682","183.52521408182682"
"148","238.45055970149255","238.45055970149255","238.45055970149255","485.1744840525328","485.1744840525328","485.1744840525328","188.43361986628463","188.43361986628463","188.43361986628463"
"152","244.42578849721707","244.42578849721707","244.42578849721707","516.5082720588235","516.5082720588235","516.5082720588235","187.9577861163227","187.9577861163227","187.9577861163227"
"156","231.2687673772011","231.2687673772011","231.2687673772011","555.2794117647059","555.2794117647059","555.2794117647059","185.20676691729324","185.20676691729324","185.20676691729324"
"160","236.27481617647058","236.27481617647058","236.27481617647058","674.7354838709678","674.7354838709678","674.7354838709678","181.73383317713214","181.73383317713214","181.73383317713214"
"164","229.59870250231697","229.59870250231697","229.59870250231697","521.825806451613","521.825806451613","521.825806451613","182.07298578199052","182.07298578199052","182.07298578199052"
"168","228.16712580348943","228.16712580348943","228.16712580348943","467.80654205607476","467.80654205607476","467.80654205607476","179.7964015151515","179.7964015151515","179.7964015151515"
"172","243.26272727272726","243.26272727272726","243.26272727272726","446.2724770642202","446.2724770642202","446.2724770642202","191.29011194029852","191.29011194029852","191.29011194029852"
"176","245.5623268698061","245.5623268698061","245.5623268698061","413.5616311399444","413.5616311399444","413.5616311399444","199.66446748350612","199.66446748350612","199.66446748350612"
"180","268.9807692307692","268.9807692307692","268.9807692307692","391.13277623026926","391.13277623026926","391.13277623026926","182.47682119205297","182.47682119205297","182.47682119205297"
"184","250.15104640582348","250.15104640582348","250.15104640582348","505.96210720887245","505.96210720887245","505.96210720887245","191.11781338360038","191.11781338360038","191.11781338360038"
"188","229.8862385321101","229.8862385321101","229.8862385321101","451.99633027522935","451.99633027522935","451.99633027522935","176.16999050332385","176.16999050332385","176.16999050332385"
"192","234.33424908424908","234.33424908424908","234.33424908424908","418.6374538745387","418.6374538745387","418.6374538745387","179.94412878787878","179.94412878787878","179.94412878787878"
"196","220.25390984360627","220.25390984360627","220.25390984360627","363.1333333333333","363.1333333333333","363.1333333333333","179.8227969348659","179.8227969348659","179.8227969348659"
"200","225.63847583643124","225.63847583643124","225.63847583643124","398.1076356945722","398.1076356945722","398.1076356945722","192.1465919701214","192.1465919701214","192.1465919701214"
"204","218.09412861137","218.09412861137","218.09412861137","347.89712696941615","347.89712696941615","347.89712696941615","178.05749293119698","178.05749293119698","178.05749293119698"
"208","213.63807728557964","213.63807728557964","213.63807728557964","409.65185185185186","409.65185185185186","409.65185185185186","193.69763033175354","193.69763033175354","193.69763033175354"
"212","221.31127679403542","221.31127679403542","221.31127679403542","428.98885793871864","428.98885793871864","428.98885793871864","181.94454887218046","181.94454887218046","181.94454887218046"
"216","212.36525821596243","212.36525821596243","212.36525821596243","471.16285452881976","471.16285452881976","471.16285452881976","195.04100652376513","195.04100652376513","195.04100652376513"
"220","213.66948356807512","213.66948356807512","213.66948356807512","464.6555246053853","464.6555246053853","464.6555246053853","193.83036551077788","193.83036551077788","193.83036551077788"
"224","211.6810506566604","211.6810506566604","211.6810506566604","492.3123287671233","492.3123287671233","492.3123287671233","187.55943396226414","187.55943396226414","187.55943396226414"
"228","209.82259570494864","209.82259570494864","209.82259570494864","520.2386156648452","520.2386156648452","520.2386156648452","184.4218009478673","184.4218009478673","184.4218009478673"
"232","212.01488372093024","212.01488372093024","212.01488372093024","775.9352780309936","775.9352780309936","775.9352780309936","184.33831775700935","184.33831775700935","184.33831775700935"
"236","208.32347504621072","208.32347504621072","208.32347504621072","858.9366391184573","858.9366391184573","858.9366391184573","188.2644859813084","188.2644859813084","188.2644859813084"
"240","216.89513108614233","216.89513108614233","216.89513108614233","999.5462962962963","999.5462962962963","999.5462962962963","190.6870876531574","190.6870876531574","190.6870876531574"
"244","224.95126522961576","224.95126522961576","224.95126522961576","1225.0223048327136","1225.0223048327136","1225.0223048327136","185.16026241799437","185.16026241799437","185.16026241799437"
"248","221.1534144059869","221.1534144059869","221.1534144059869","1369.0728782287822","1369.0728782287822","1369.0728782287822","188.61855670103094","188.61855670103094","188.61855670103094"
"252","219.24417520969246","219.24417520969246","219.24417520969246","1159.8492136910268","1159.8492136910268","1159.8492136910268","188.30131826741996","188.30131826741996","188.30131826741996"
"256","209.47102803738318","209.47102803738318","209.47102803738318","1064.5723443223444","1064.5723443223444","1064.5723443223444","193.9153339604892","193.9153339604892","193.9153339604892"
"260","225.97748592870545","225.97748592870545","225.97748592870545","977.1320406278855","977.1320406278855","977.1320406278855","191.30519480519482","191.30519480519482","191.30519480519482"
"264","210.76315789473685","210.76315789473685","210.76315789473685","1008.869365225391","1008.869365225391","1008.869365225391","190.7820392890552","190.7820392890552","190.7820392890552"
"268","207.12041392285983","207.12041392285983","207.12041392285983","771.0341643582641","771.0341643582641","771.0341643582641","197.77913533834587","197.77913533834587","197.77913533834587"
"272","207.5311320754717","207.5311320754717","207.5311320754717","1041.0506912442397","1041.0506912442397","1041.0506912442397","187.71737089201878","187.71737089201878","187.71737089201878"
"276","196.83427495291903","196.83427495291903","196.83427495291903","1025.8554437328453","1025.8554437328453","1025.8554437328453","185.68732394366197","185.68732394366197","185.68732394366197"
"280","201.57156398104266","201.57156398104266","201.57156398104266","877.0265324794144","877.0265324794144","877.0265324794144","189.1537744641193","189.1537744641193","189.1537744641193"
"284","196.53831598864713","196.53831598864713","196.53831598864713","826.2442817932297","826.2442817932297","826.2442817932297","187.74577861163226","187.74577861163226","187.74577861163226"
"288","197.558183538316","197.558183538316","197.558183538316","838.2910101946246","838.2910101946246","838.2910101946246","190.60281690140846","190.60281690140846","190.60281690140846"
"292","217.80469483568075","217.80469483568075","217.80469483568075","728.2139619220309","728.2139619220309","728.2139619220309","188.9878277153558","188.9878277153558","188.9878277153558"
"296","230.9056074766355","230.9056074766355","230.9056074766355","818.1642066420665","818.1642066420665","818.1642066420665","192.49394221808015","192.49394221808015","192.49394221808015"
"300","194.7080568720379","194.7080568720379","194.7080568720379","704.6973321067157","704.6973321067157","704.6973321067157","195.66698202459793","195.66698202459793","195.66698202459793"
"304","208.62406015037595","208.62406015037595","208.62406015037595","893.3760368663594","893.3760368663594","893.3760368663594","188.28571428571428","188.28571428571428","188.28571428571428"
"308","227.67774699907665","227.67774699907665","227.67774699907665","840.8179297597043","840.8179297597043","840.8179297597043","196.21711131554738","196.21711131554738","196.21711131554738"
"312","210.4494382022472","210.4494382022472","210.4494382022472","740.862037037037","740.862037037037","740.862037037037","193.31869158878504","193.31869158878504","193.31869158878504"
"316","207.97264150943397","207.97264150943397","207.97264150943397","921.5304822565969","921.5304822565969","921.5304822565969","196.26413345690455","196.26413345690455","196.26413345690455"
"320","228.3703007518797","228.3703007518797","228.3703007518797","851.4032846715329","851.4032846715329","851.4032846715329","193.90120036934442","193.90120036934442","193.90120036934442"
"324","237.21475256769375","237.21475256769375","237.21475256769375","1052.310786106033","1052.310786106033","1052.310786106033","200.78558225508317","200.78558225508317","200.78558225508317"
"328","223.5","223.5","223.5","895.662100456621","895.662100456621","895.662100456621","202.7221189591078","202.7221189591078","202.7221189591078"
"332","202.02881040892194","202.02881040892194","202.02881040892194","1095.275161588181","1095.275161588181","1095.275161588181","190.0167597765363","190.0167597765363","190.0167597765363"
"336","226.9293023255814","226.9293023255814","226.9293023255814","1114.0430797433546","1114.0430797433546","1114.0430797433546","193.73302325581395","193.73302325581395","193.73302325581395"
"340","207.34733893557424","207.34733893557424","207.34733893557424","1132.288745387454","1132.288745387454","1132.288745387454","193.82656826568265","193.82656826568265","193.82656826568265"
"344","260.9851576994434","260.9851576994434","260.9851576994434","","","","193.99441860465117","193.99441860465117","193.99441860465117"
"348","218.51358950328023","218.51358950328023","218.51358950328023","","","","190.18936567164178","190.18936567164178","190.18936567164178"
"352","239.94320297951583","239.94320297951583","239.94320297951583","","","","194.56022408963585","194.56022408963585","194.56022408963585"
"356","242.09953488372093","242.09953488372093","242.09953488372093","","","","188.90103675777567","188.90103675777567","188.90103675777567"
"360","209.8992537313433","209.8992537313433","209.8992537313433","","","","198.37911571025398","198.37911571025398","198.37911571025398"
"364","220.27943925233646","220.27943925233646","220.27943925233646","","","","196.77881911902531","196.77881911902531","196.77881911902531"
"368","211.26103286384978","211.26103286384978","211.26103286384978","","","","204.14137606032045","204.14137606032045","204.14137606032045"
"372","203.10747663551402","203.10747663551402","203.10747663551402","","","","193.52980132450332","193.52980132450332","193.52980132450332"
"376","212.8955223880597","212.8955223880597","212.8955223880597","","","","196.72258669165885","196.72258669165885","196.72258669165885"
"380","213.30827067669173","213.30827067669173","213.30827067669173","","","","205.38533834586465","205.38533834586465","205.38533834586465"
"384","219.1820754716981","219.1820754716981","219.1820754716981","","","","201.12160898035546","201.12160898035546","201.12160898035546"
"388","216.55305164319248","216.55305164319248","216.55305164319248","","","","204.24018691588785","204.24018691588785","204.24018691588785"
"392","212.5540037243948","212.5540037243948","212.5540037243948","","","","199.2981308411215","199.2981308411215","199.2981308411215"
"396","212.1417910447761","212.1417910447761","212.1417910447761","","","","204.66666666666666","204.66666666666666","204.66666666666666"
"400","216.62788550323177","216.62788550323177","216.62788550323177","","","","202.16150234741784","202.16150234741784","202.16150234741784"
"404","220.25994449583717","220.25994449583717","220.25994449583717","","","","203.88191190253045","203.88191190253045","203.88191190253045"
"408","222.23452157598499","222.23452157598499","222.23452157598499","","","","202.21186440677965","202.21186440677965","202.21186440677965"
"412","218.0814606741573","218.0814606741573","218.0814606741573","","","","214.52186046511628","214.52186046511628","214.52186046511628"
"416","225.00845070422534","225.00845070422534","225.00845070422534","","","","207.91417910447763","207.91417910447763","207.91417910447763"
"420","218.17586529466791","218.17586529466791","218.17586529466791","","","","205.85084427767356","205.85084427767356","205.85084427767356"
"424","223.75160993560257","223.75160993560257","223.75160993560257","","","","205.7894239848914","205.7894239848914","205.7894239848914"
"428","215.95547309833023","215.95547309833023","215.95547309833023","","","","193.63358778625954","193.63358778625954","193.63358778625954"
"432","221.47470101195952","221.47470101195952","221.47470101195952","","","","202.4437148217636","202.4437148217636","202.4437148217636"
"436","232.46877912395155","232.46877912395155","232.46877912395155","","","","207.12966417910448","207.12966417910448","207.12966417910448"
"440","231.50827205882354","231.50827205882354","231.50827205882354","","","","199.13170272812795","199.13170272812795","199.13170272812795"
"444","232.92531876138435","232.92531876138435","232.92531876138435","","","","200.2471482889734","200.2471482889734","200.2471482889734"
"448","225.9196675900277","225.9196675900277","225.9196675900277","","","","","",""
"452","238.87337057728118","238.87337057728118","238.87337057728118","","","","","",""
"456","237.14377880184333","237.14377880184333","237.14377880184333","","","","","",""
"460","244.05990783410138","244.05990783410138","244.05990783410138","","","","","",""
"464","232.1065197428834","232.1065197428834","232.1065197428834","","","","","",""
"468","227.1027777777778","227.1027777777778","227.1027777777778","","","","","",""
"472","242.36798528058878","242.36798528058878","242.36798528058878","","","","","",""
"476","232.9138888888889","232.9138888888889","232.9138888888889","","","","","",""
"480","230.73631386861314","230.73631386861314","230.73631386861314","","","","","",""
"484","247.2377495462795","247.2377495462795","247.2377495462795","","","","","",""
"488","222.8988040478381","222.8988040478381","222.8988040478381","","","","","",""
"492","223.53732718894008","223.53732718894008","223.53732718894008","","","","","",""
"496","217.0633608815427","217.0633608815427","217.0633608815427","","","","","",""
"500","226.03139427516157","226.03139427516157","226.03139427516157","","","","","",""
"504","218.72191011235955","218.72191011235955","218.72191011235955","","","","","",""
