"Step","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val_response_length/test_length_correct/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val_response_length/test_length_correct/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val_response_length/test_length_correct/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val_response_length/test_length_correct/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val_response_length/test_length_correct/OlympiadBench__MAX"
"76","756.931506849315","756.931506849315","756.931506849315","738.6690647482014","738.6690647482014","738.6690647482014","668.327868852459","668.327868852459","668.327868852459"
"80","752.1549295774648","752.1549295774648","752.1549295774648","827.1753246753246","827.1753246753246","827.1753246753246","799.1776315789474","799.1776315789474","799.1776315789474"
"84","656.1449275362319","656.1449275362319","656.1449275362319","882.3087248322148","882.3087248322148","882.3087248322148","736.0902777777778","736.0902777777778","736.0902777777778"
"88","698.4857142857143","698.4857142857143","698.4857142857143","922.3055555555555","922.3055555555555","922.3055555555555","829.3550724637681","829.3550724637681","829.3550724637681"
"92","683.7908496732026","683.7908496732026","683.7908496732026","887.2857142857143","887.2857142857143","887.2857142857143","751.0890410958904","751.0890410958904","751.0890410958904"
"96","779.7792207792207","779.7792207792207","779.7792207792207","873.1555555555556","873.1555555555556","873.1555555555556","753.9662162162163","753.9662162162163","753.9662162162163"
"100","802.7412587412588","802.7412587412588","802.7412587412588","1042.3098591549297","1042.3098591549297","1042.3098591549297","923.6866666666666","923.6866666666666","923.6866666666666"
"104","752.4797297297297","752.4797297297297","752.4797297297297","1148.7412587412587","1148.7412587412587","1148.7412587412587","827.7248322147651","827.7248322147651","827.7248322147651"
"108","811.9027777777778","811.9027777777778","811.9027777777778","942.9069767441861","942.9069767441861","942.9069767441861","835.2965517241379","835.2965517241379","835.2965517241379"
"112","661.8345323741007","661.8345323741007","661.8345323741007","1305.2088607594937","1305.2088607594937","1305.2088607594937","1019.2269938650306","1019.2269938650306","1019.2269938650306"
"116","779.2027027027027","779.2027027027027","779.2027027027027","1451.0896551724138","1451.0896551724138","1451.0896551724138","1021.1151515151515","1021.1151515151515","1021.1151515151515"
"120","899.6842105263158","899.6842105263158","899.6842105263158","1482.967741935484","1482.967741935484","1482.967741935484","999.5555555555555","999.5555555555555","999.5555555555555"
"124","725.6842105263158","725.6842105263158","725.6842105263158","1606.4333333333334","1606.4333333333334","1606.4333333333334","996.0886075949367","996.0886075949367","996.0886075949367"
"128","990.6129032258065","990.6129032258065","990.6129032258065","1606.6180555555557","1606.6180555555557","1606.6180555555557","1018.2165605095541","1018.2165605095541","1018.2165605095541"
"132","702.4744525547445","702.4744525547445","702.4744525547445","1725.951388888889","1725.951388888889","1725.951388888889","902.1233766233767","902.1233766233767","902.1233766233767"
"136","1094.3333333333333","1094.3333333333333","1094.3333333333333","1446.8211920529802","1446.8211920529802","1446.8211920529802","856.2980132450331","856.2980132450331","856.2980132450331"
"140","1185.7278911564626","1185.7278911564626","1185.7278911564626","1285.496183206107","1285.496183206107","1285.496183206107","1140.120253164557","1140.120253164557","1140.120253164557"
"144","988.9716312056737","988.9716312056737","988.9716312056737","1537.958041958042","1537.958041958042","1537.958041958042","966.2317880794702","966.2317880794702","966.2317880794702"
"148","1103.3265306122448","1103.3265306122448","1103.3265306122448","1686.4044117647059","1686.4044117647059","1686.4044117647059","1060.2","1060.2","1060.2"
"152","1354.6729559748428","1354.6729559748428","1354.6729559748428","1445.6766917293232","1445.6766917293232","1445.6766917293232","929.4484848484849","929.4484848484849","929.4484848484849"
"156","1265.65","1265.65","1265.65","1432.4518518518519","1432.4518518518519","1432.4518518518519","895.4444444444445","895.4444444444445","895.4444444444445"
"160","1030.9874213836479","1030.9874213836479","1030.9874213836479","1765.423076923077","1765.423076923077","1765.423076923077","898.1794871794872","898.1794871794872","898.1794871794872"
"164","884.5519480519481","884.5519480519481","884.5519480519481","1589.6616541353383","1589.6616541353383","1589.6616541353383","957.2125","957.2125","957.2125"
"168","1202.3788819875776","1202.3788819875776","1202.3788819875776","1567","1567","1567","967.6118421052631","967.6118421052631","967.6118421052631"
"172","1423.5341614906831","1423.5341614906831","1423.5341614906831","1549.1632653061224","1549.1632653061224","1549.1632653061224","1266.476510067114","1266.476510067114","1266.476510067114"
"176","1275.62","1275.62","1275.62","1460.340579710145","1460.340579710145","1460.340579710145","1017.8025477707006","1017.8025477707006","1017.8025477707006"
"180","1467.0064516129032","1467.0064516129032","1467.0064516129032","1870.025974025974","1870.025974025974","1870.025974025974","1090.3066666666666","1090.3066666666666","1090.3066666666666"
"184","1243.1133333333332","1243.1133333333332","1243.1133333333332","1697.2602739726028","1697.2602739726028","1697.2602739726028","1229.99375","1229.99375","1229.99375"
"188","988.76","988.76","988.76","1519.9383561643835","1519.9383561643835","1519.9383561643835","1176.967741935484","1176.967741935484","1176.967741935484"
"192","1039.344827586207","1039.344827586207","1039.344827586207","1859.0536912751677","1859.0536912751677","1859.0536912751677","1193.9814814814815","1193.9814814814815","1193.9814814814815"
"196","1024.6013513513512","1024.6013513513512","1024.6013513513512","1588.837837837838","1588.837837837838","1588.837837837838","1114.2662721893491","1114.2662721893491","1114.2662721893491"
"200","1097.4779411764705","1097.4779411764705","1097.4779411764705","1635.4137931034484","1635.4137931034484","1635.4137931034484","1171.8538011695907","1171.8538011695907","1171.8538011695907"
"204","854.9117647058823","854.9117647058823","854.9117647058823","1587.5862068965516","1587.5862068965516","1587.5862068965516","1001.7006369426751","1001.7006369426751","1001.7006369426751"
"208","1014.1533333333333","1014.1533333333333","1014.1533333333333","1969.642857142857","1969.642857142857","1969.642857142857","1082.583850931677","1082.583850931677","1082.583850931677"
"212","900.7027027027027","900.7027027027027","900.7027027027027","1556.2464788732395","1556.2464788732395","1556.2464788732395","1120.764705882353","1120.764705882353","1120.764705882353"
"216","846.5290322580645","846.5290322580645","846.5290322580645","1715.2244897959183","1715.2244897959183","1715.2244897959183","1147.6751592356688","1147.6751592356688","1147.6751592356688"
"220","883.9350649350649","883.9350649350649","883.9350649350649","1834.0986842105262","1834.0986842105262","1834.0986842105262","1367.3","1367.3","1367.3"
"224","1019.3931034482758","1019.3931034482758","1019.3931034482758","1884.739393939394","1884.739393939394","1884.739393939394","1091.6807228915663","1091.6807228915663","1091.6807228915663"
"228","1034.5384615384614","1034.5384615384614","1034.5384615384614","1805.1089743589744","1805.1089743589744","1805.1089743589744","1045.2173913043478","1045.2173913043478","1045.2173913043478"
"232","958.2933333333333","958.2933333333333","958.2933333333333","2097.511111111111","2097.511111111111","2097.511111111111","1180.6607142857142","1180.6607142857142","1180.6607142857142"
"236","1049.6315789473683","1049.6315789473683","1049.6315789473683","2146.1879194630874","2146.1879194630874","2146.1879194630874","1311.9700598802394","1311.9700598802394","1311.9700598802394"
"240","1073.2434210526317","1073.2434210526317","1073.2434210526317","2035.948717948718","2035.948717948718","2035.948717948718","1223.4512195121952","1223.4512195121952","1223.4512195121952"
"244","1097.4415584415585","1097.4415584415585","1097.4415584415585","2485.0416666666665","2485.0416666666665","2485.0416666666665","1025.6913580246915","1025.6913580246915","1025.6913580246915"
"248","1163.0838709677419","1163.0838709677419","1163.0838709677419","2355.0196078431372","2355.0196078431372","2355.0196078431372","1332.753164556962","1332.753164556962","1332.753164556962"
"252","1310.7371794871794","1310.7371794871794","1310.7371794871794","2118.1688311688313","2118.1688311688313","2118.1688311688313","1202.3766233766235","1202.3766233766235","1202.3766233766235"
"256","1228.7793103448275","1228.7793103448275","1228.7793103448275","2198.9395973154365","2198.9395973154365","2198.9395973154365","1112.4596273291925","1112.4596273291925","1112.4596273291925"
"260","895.1920529801324","895.1920529801324","895.1920529801324","1990.5333333333333","1990.5333333333333","1990.5333333333333","1237.1125","1237.1125","1237.1125"
"264","1310.041958041958","1310.041958041958","1310.041958041958","2278.308724832215","2278.308724832215","2278.308724832215","1155.4871794871794","1155.4871794871794","1155.4871794871794"
"268","1381.4733333333334","1381.4733333333334","1381.4733333333334","1970.8692810457517","1970.8692810457517","1970.8692810457517","1319.5060975609756","1319.5060975609756","1319.5060975609756"
"272","1614.8561643835617","1614.8561643835617","1614.8561643835617","2394.972222222222","2394.972222222222","2394.972222222222","1224.5864197530864","1224.5864197530864","1224.5864197530864"
"276","1298.75","1298.75","1298.75","2454.731034482759","2454.731034482759","2454.731034482759","1193.8082191780823","1193.8082191780823","1193.8082191780823"
"280","1296.7931034482758","1296.7931034482758","1296.7931034482758","2240.6611570247933","2240.6611570247933","2240.6611570247933","1199.5723684210527","1199.5723684210527","1199.5723684210527"
"284","1603.020979020979","1603.020979020979","1603.020979020979","2338.3333333333335","2338.3333333333335","2338.3333333333335","1048.777027027027","1048.777027027027","1048.777027027027"
"288","1669.0866666666666","1669.0866666666666","1669.0866666666666","1905.4113475177305","1905.4113475177305","1905.4113475177305","1261.4166666666667","1261.4166666666667","1261.4166666666667"
"292","1699.99375","1699.99375","1699.99375","2202.5068493150684","2202.5068493150684","2202.5068493150684","1215.158940397351","1215.158940397351","1215.158940397351"
"296","1479.0333333333333","1479.0333333333333","1479.0333333333333","1946.0780141843973","1946.0780141843973","1946.0780141843973","1156.671052631579","1156.671052631579","1156.671052631579"
"300","1543.1927710843374","1543.1927710843374","1543.1927710843374","2067.5263157894738","2067.5263157894738","2067.5263157894738","1186.506329113924","1186.506329113924","1186.506329113924"
"304","1375.734693877551","1375.734693877551","1375.734693877551","2371.135714285714","2371.135714285714","2371.135714285714","1149.0193548387097","1149.0193548387097","1149.0193548387097"
"308","1413.1275167785234","1413.1275167785234","1413.1275167785234","2241.284722222222","2241.284722222222","2241.284722222222","1182.6413793103447","1182.6413793103447","1182.6413793103447"
"312","1420.3945578231292","1420.3945578231292","1420.3945578231292","1833.2589928057555","1833.2589928057555","1833.2589928057555","1275.275","1275.275","1275.275"
"316","1437.510067114094","1437.510067114094","1437.510067114094","2175.087248322148","2175.087248322148","2175.087248322148","1240.8954248366013","1240.8954248366013","1240.8954248366013"
"320","1483.6556291390727","1483.6556291390727","1483.6556291390727","2253.886524822695","2253.886524822695","2253.886524822695","1282.0552147239264","1282.0552147239264","1282.0552147239264"
"324","1518.3082191780823","1518.3082191780823","1518.3082191780823","2490.0071428571428","2490.0071428571428","2490.0071428571428","1239.4466666666667","1239.4466666666667","1239.4466666666667"
"328","1649","1649","1649","2257.9657534246576","2257.9657534246576","2257.9657534246576","1172.639455782313","1172.639455782313","1172.639455782313"
"332","1434.93006993007","1434.93006993007","1434.93006993007","2113.6428571428573","2113.6428571428573","2113.6428571428573","1164.4191176470588","1164.4191176470588","1164.4191176470588"
"336","1531.54","1531.54","1531.54","2370.3309352517986","2370.3309352517986","2370.3309352517986","1231.2307692307693","1231.2307692307693","1231.2307692307693"
"340","1208.8278145695365","1208.8278145695365","1208.8278145695365","2235.563909774436","2235.563909774436","2235.563909774436","1250.7666666666667","1250.7666666666667","1250.7666666666667"
"344","1147.0972222222222","1147.0972222222222","1147.0972222222222","","","","1206.2679738562092","1206.2679738562092","1206.2679738562092"
"348","1462.1304347826087","1462.1304347826087","1462.1304347826087","","","","1167.0331125827815","1167.0331125827815","1167.0331125827815"
"352","1134.0816326530612","1134.0816326530612","1134.0816326530612","","","","1202.0774193548386","1202.0774193548386","1202.0774193548386"
"356","1300.841059602649","1300.841059602649","1300.841059602649","","","","1161.3221476510066","1161.3221476510066","1161.3221476510066"
"360","1278.6133333333332","1278.6133333333332","1278.6133333333332","","","","1195.632911392405","1195.632911392405","1195.632911392405"
"364","933.3677419354839","933.3677419354839","933.3677419354839","","","","1375.841059602649","1375.841059602649","1375.841059602649"
"368","1035.361111111111","1035.361111111111","1035.361111111111","","","","1365.7019867549668","1365.7019867549668","1365.7019867549668"
"372","974.4322580645161","974.4322580645161","974.4322580645161","","","","1191.5850340136055","1191.5850340136055","1191.5850340136055"
"376","992.2171052631579","992.2171052631579","992.2171052631579","","","","1415.0310559006211","1415.0310559006211","1415.0310559006211"
"380","1005.4206896551724","1005.4206896551724","1005.4206896551724","","","","1229.4161073825503","1229.4161073825503","1229.4161073825503"
"384","958.0536912751678","958.0536912751678","958.0536912751678","","","","1350.3987341772151","1350.3987341772151","1350.3987341772151"
"388","1061.1948051948052","1061.1948051948052","1061.1948051948052","","","","1235.5629139072848","1235.5629139072848","1235.5629139072848"
"392","1134.6178343949045","1134.6178343949045","1134.6178343949045","","","","1307.2322580645161","1307.2322580645161","1307.2322580645161"
"396","972.5677419354839","972.5677419354839","972.5677419354839","","","","1292.173076923077","1292.173076923077","1292.173076923077"
"400","907.5705128205128","907.5705128205128","907.5705128205128","","","","1267.3503184713377","1267.3503184713377","1267.3503184713377"
"404","1083.155844155844","1083.155844155844","1083.155844155844","","","","1222.5","1222.5","1222.5"
"408","926.2911392405064","926.2911392405064","926.2911392405064","","","","1454.9594594594594","1454.9594594594594","1454.9594594594594"
"412","1005.3961038961039","1005.3961038961039","1005.3961038961039","","","","1313.5354838709677","1313.5354838709677","1313.5354838709677"
"416","991.2151898734177","991.2151898734177","991.2151898734177","","","","1283.7333333333333","1283.7333333333333","1283.7333333333333"
"420","978.7210884353741","978.7210884353741","978.7210884353741","","","","1350.734693877551","1350.734693877551","1350.734693877551"
"424","820.0125786163522","820.0125786163522","820.0125786163522","","","","1162.7569444444443","1162.7569444444443","1162.7569444444443"
"428","859.8050314465409","859.8050314465409","859.8050314465409","","","","1212.2649006622516","1212.2649006622516","1212.2649006622516"
"432","1050.1233766233765","1050.1233766233765","1050.1233766233765","","","","1322.0516129032258","1322.0516129032258","1322.0516129032258"
"436","1031.5761589403974","1031.5761589403974","1031.5761589403974","","","","1130.2575757575758","1130.2575757575758","1130.2575757575758"
"440","967.632911392405","967.632911392405","967.632911392405","","","","1346.590909090909","1346.590909090909","1346.590909090909"
"444","1004.1275167785235","1004.1275167785235","1004.1275167785235","","","","1111.7733333333333","1111.7733333333333","1111.7733333333333"
"448","1129.5902777777778","1129.5902777777778","1129.5902777777778","","","","","",""
"452","1073.0536912751677","1073.0536912751677","1073.0536912751677","","","","","",""
"456","1160.1739130434783","1160.1739130434783","1160.1739130434783","","","","","",""
"460","1123.4468085106382","1123.4468085106382","1123.4468085106382","","","","","",""
"464","1161.3653846153845","1161.3653846153845","1161.3653846153845","","","","","",""
"468","1329.061224489796","1329.061224489796","1329.061224489796","","","","","",""
"472","1087.2482269503546","1087.2482269503546","1087.2482269503546","","","","","",""
"476","1264.9056603773586","1264.9056603773586","1264.9056603773586","","","","","",""
"480","1070.2237762237762","1070.2237762237762","1070.2237762237762","","","","","",""
"484","1367.2302631578948","1367.2302631578948","1367.2302631578948","","","","","",""
"488","1256.622754491018","1256.622754491018","1256.622754491018","","","","","",""
"492","1372.9875776397516","1372.9875776397516","1372.9875776397516","","","","","",""
"496","1347.0733333333333","1347.0733333333333","1347.0733333333333","","","","","",""
"500","1338.1052631578948","1338.1052631578948","1338.1052631578948","","","","","",""
"504","1307.5095541401274","1307.5095541401274","1307.5095541401274","","","","","",""
