"Step","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val_response_length/test_length_correct/MATH500__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val_response_length/test_length_correct/MATH500","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val_response_length/test_length_correct/MATH500__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val_response_length/test_length_correct/MATH500__MAX"
"60","283.6204379562044","283.6204379562044","283.6204379562044","294.05882352941177","294.05882352941177","294.05882352941177","282.2118644067797","282.2118644067797","282.2118644067797","293.8957528957529","293.8957528957529","293.8957528957529"
"64","284.2288732394366","284.2288732394366","284.2288732394366","302.22265625","302.22265625","302.22265625","309.01984126984127","309.01984126984127","309.01984126984127","300.8976377952756","300.8976377952756","300.8976377952756"
"68","284.18772563176896","284.18772563176896","284.18772563176896","301.92490118577075","301.92490118577075","301.92490118577075","310.67489711934155","310.67489711934155","310.67489711934155","321.7977528089888","321.7977528089888","321.7977528089888"
"72","279.35055350553506","279.35055350553506","279.35055350553506","306.6613545816733","306.6613545816733","306.6613545816733","305.82916666666665","305.82916666666665","305.82916666666665","311.1634241245136","311.1634241245136","311.1634241245136"
"76","270.82889733840307","270.82889733840307","270.82889733840307","315.42629482071715","315.42629482071715","315.42629482071715","316.608","316.608","316.608","329.25954198473283","329.25954198473283","329.25954198473283"
"80","284.286231884058","284.286231884058","284.286231884058","300.628","300.628","300.628","306.1383399209486","306.1383399209486","306.1383399209486","325.4269662921348","325.4269662921348","325.4269662921348"
"84","297.0959409594096","297.0959409594096","297.0959409594096","305.4404761904762","305.4404761904762","305.4404761904762","305.0931174089069","305.0931174089069","305.0931174089069","335.984375","335.984375","335.984375"
"88","291.1764705882353","291.1764705882353","291.1764705882353","323.6225680933852","323.6225680933852","323.6225680933852","311.2764227642276","311.2764227642276","311.2764227642276","327.5168539325843","327.5168539325843","327.5168539325843"
"92","280.44528301886794","280.44528301886794","280.44528301886794","308.3307392996109","308.3307392996109","308.3307392996109","282.875","282.875","282.875","298.24045801526717","298.24045801526717","298.24045801526717"
"96","283.6036363636364","283.6036363636364","283.6036363636364","329.4562737642586","329.4562737642586","329.4562737642586","276.6652892561983","276.6652892561983","276.6652892561983","285.84","285.84","285.84"
"100","276.84363636363634","276.84363636363634","276.84363636363634","317.38345864661653","317.38345864661653","317.38345864661653","289.2971887550201","289.2971887550201","289.2971887550201","276.8392156862745","276.8392156862745","276.8392156862745"
"104","275.27985074626866","275.27985074626866","275.27985074626866","308.5346153846154","308.5346153846154","308.5346153846154","291.8483606557377","291.8483606557377","291.8483606557377","285.31983805668017","285.31983805668017","285.31983805668017"
"108","280.2977941176471","280.2977941176471","280.2977941176471","316.5209125475285","316.5209125475285","316.5209125475285","283.3157894736842","283.3157894736842","283.3157894736842","303.51162790697674","303.51162790697674","303.51162790697674"
"112","286.00754716981135","286.00754716981135","286.00754716981135","298.6328125","298.6328125","298.6328125","285.1885245901639","285.1885245901639","285.1885245901639","319.74436090225566","319.74436090225566","319.74436090225566"
"116","280.84057971014494","280.84057971014494","280.84057971014494","299.2290076335878","299.2290076335878","299.2290076335878","288.73333333333335","288.73333333333335","288.73333333333335","315.2567049808429","315.2567049808429","315.2567049808429"
"120","309.4981549815498","309.4981549815498","309.4981549815498","312.77659574468083","312.77659574468083","312.77659574468083","269.64344262295083","269.64344262295083","269.64344262295083","317.2519083969466","317.2519083969466","317.2519083969466"
"124","308.34814814814814","308.34814814814814","308.34814814814814","305.2600732600733","305.2600732600733","305.2600732600733","295.3211382113821","295.3211382113821","295.3211382113821","319.0988593155894","319.0988593155894","319.0988593155894"
"128","294.6507352941176","294.6507352941176","294.6507352941176","305.9927536231884","305.9927536231884","305.9927536231884","286.32340425531913","286.32340425531913","286.32340425531913","304.36290322580646","304.36290322580646","304.36290322580646"
"132","307.4468864468864","307.4468864468864","307.4468864468864","319.1263940520446","319.1263940520446","319.1263940520446","292.89495798319325","292.89495798319325","292.89495798319325","315.12204724409446","315.12204724409446","315.12204724409446"
"136","280.8129496402878","280.8129496402878","280.8129496402878","331.6360294117647","331.6360294117647","331.6360294117647","298.74789915966386","298.74789915966386","298.74789915966386","304.7450980392157","304.7450980392157","304.7450980392157"
"140","292.47463768115944","292.47463768115944","292.47463768115944","328.23021582733816","328.23021582733816","328.23021582733816","289.4957627118644","289.4957627118644","289.4957627118644","305.8137651821862","305.8137651821862","305.8137651821862"
"144","300.6058394160584","300.6058394160584","300.6058394160584","276.26356589147287","276.26356589147287","276.26356589147287","306.22709163346616","306.22709163346616","306.22709163346616","321.5472440944882","321.5472440944882","321.5472440944882"
"148","315.2282608695652","315.2282608695652","315.2282608695652","306.99625468164794","306.99625468164794","306.99625468164794","297.8628318584071","297.8628318584071","297.8628318584071","330.3035019455253","330.3035019455253","330.3035019455253"
"152","294.02836879432624","294.02836879432624","294.02836879432624","299.9194139194139","299.9194139194139","299.9194139194139","290.1186440677966","290.1186440677966","290.1186440677966","306.6225680933852","306.6225680933852","306.6225680933852"
"156","284.22463768115944","284.22463768115944","284.22463768115944","310.0758122743682","310.0758122743682","310.0758122743682","293.2268907563025","293.2268907563025","293.2268907563025","302.0186567164179","302.0186567164179","302.0186567164179"
"160","298.8241758241758","298.8241758241758","298.8241758241758","342.1304347826087","342.1304347826087","342.1304347826087","315.905737704918","315.905737704918","315.905737704918","294.50950570342206","294.50950570342206","294.50950570342206"
"164","296.1468531468532","296.1468531468532","296.1468531468532","299.2337164750958","299.2337164750958","299.2337164750958","317.0282258064516","317.0282258064516","317.0282258064516","300.1730769230769","300.1730769230769","300.1730769230769"
"168","289.2903225806452","289.2903225806452","289.2903225806452","324.3435114503817","324.3435114503817","324.3435114503817","296.5040650406504","296.5040650406504","296.5040650406504","322.2584269662921","322.2584269662921","322.2584269662921"
"172","284.5857142857143","284.5857142857143","284.5857142857143","304.0486891385768","304.0486891385768","304.0486891385768","310.42913385826773","310.42913385826773","310.42913385826773","321.5","321.5","321.5"
"176","273.83150183150184","273.83150183150184","273.83150183150184","323.0888888888889","323.0888888888889","323.0888888888889","289.33469387755105","289.33469387755105","289.33469387755105","306.4029850746269","306.4029850746269","306.4029850746269"
"180","282.16312056737587","282.16312056737587","282.16312056737587","333.57089552238807","333.57089552238807","333.57089552238807","274.97131147540983","274.97131147540983","274.97131147540983","303.7386363636364","303.7386363636364","303.7386363636364"
"184","266.3868613138686","266.3868613138686","266.3868613138686","301.8671586715867","301.8671586715867","301.8671586715867","288.574297188755","288.574297188755","288.574297188755","293.7193675889328","293.7193675889328","293.7193675889328"
"188","266.68148148148146","266.68148148148146","266.68148148148146","329.43956043956047","329.43956043956047","329.43956043956047","300.74583333333334","300.74583333333334","300.74583333333334","300.5426356589147","300.5426356589147","300.5426356589147"
"192","290.21478873239437","290.21478873239437","290.21478873239437","310.0191570881226","310.0191570881226","310.0191570881226","303.18145161290323","303.18145161290323","303.18145161290323","299.04562737642584","299.04562737642584","299.04562737642584"
"196","281.4130434782609","281.4130434782609","281.4130434782609","313.0261194029851","313.0261194029851","313.0261194029851","293.20600858369096","293.20600858369096","293.20600858369096","321.244094488189","321.244094488189","321.244094488189"
"200","276.8134328358209","276.8134328358209","276.8134328358209","336.8868613138686","336.8868613138686","336.8868613138686","333.164","333.164","333.164","297.28793774319064","297.28793774319064","297.28793774319064"
"204","268.7025089605735","268.7025089605735","268.7025089605735","313.0882352941176","313.0882352941176","313.0882352941176","316.0239043824701","316.0239043824701","316.0239043824701","303.5608856088561","303.5608856088561","303.5608856088561"
"208","271.83508771929826","271.83508771929826","271.83508771929826","304.5620437956204","304.5620437956204","304.5620437956204","293.7764227642276","293.7764227642276","293.7764227642276","307.17424242424244","307.17424242424244","307.17424242424244"
"212","269.10370370370373","269.10370370370373","269.10370370370373","314.6171003717472","314.6171003717472","314.6171003717472","312.4782608695652","312.4782608695652","312.4782608695652","299.45","299.45","299.45"
"216","273.434628975265","273.434628975265","273.434628975265","300.2919708029197","300.2919708029197","300.2919708029197","286.85185185185185","286.85185185185185","286.85185185185185","305.94594594594594","305.94594594594594","305.94594594594594"
"220","281.67021276595744","281.67021276595744","281.67021276595744","306.0978260869565","306.0978260869565","306.0978260869565","295.699604743083","295.699604743083","295.699604743083","306.7142857142857","306.7142857142857","306.7142857142857"
"224","279.7536231884058","279.7536231884058","279.7536231884058","312.8965517241379","312.8965517241379","312.8965517241379","306.3764705882353","306.3764705882353","306.3764705882353","288.33720930232556","288.33720930232556","288.33720930232556"
"228","283.52142857142854","283.52142857142854","283.52142857142854","308.97435897435895","308.97435897435895","308.97435897435895","298.95","298.95","298.95","306.6691729323308","306.6691729323308","306.6691729323308"
"232","286.2635379061372","286.2635379061372","286.2635379061372","293.94485294117646","293.94485294117646","293.94485294117646","297.85770750988144","297.85770750988144","297.85770750988144","305.42857142857144","305.42857142857144","305.42857142857144"
"236","279.1824561403509","279.1824561403509","279.1824561403509","285.2189781021898","285.2189781021898","285.2189781021898","297.34661354581675","297.34661354581675","297.34661354581675","305.42379182156134","305.42379182156134","305.42379182156134"
"240","279.5962962962963","279.5962962962963","279.5962962962963","300.40794223826714","300.40794223826714","300.40794223826714","294.7795918367347","294.7795918367347","294.7795918367347","297.6","297.6","297.6"
"244","275.4850746268657","275.4850746268657","275.4850746268657","295.10791366906477","295.10791366906477","295.10791366906477","311.0326530612245","311.0326530612245","311.0326530612245","318.5187969924812","318.5187969924812","318.5187969924812"
"248","273.62172284644197","273.62172284644197","273.62172284644197","303.84341637010675","303.84341637010675","303.84341637010675","321.9150579150579","321.9150579150579","321.9150579150579","321.23247232472323","321.23247232472323","321.23247232472323"
"252","285.32706766917295","285.32706766917295","285.32706766917295","313.3129496402878","313.3129496402878","313.3129496402878","300.724","300.724","300.724","293.9248120300752","293.9248120300752","293.9248120300752"
"256","280.58846153846156","280.58846153846156","280.58846153846156","306.2909090909091","306.2909090909091","306.2909090909091","298.67588932806325","298.67588932806325","298.67588932806325","303.1455223880597","303.1455223880597","303.1455223880597"
"260","282.9661654135338","282.9661654135338","282.9661654135338","293.6981818181818","293.6981818181818","293.6981818181818","333.984126984127","333.984126984127","333.984126984127","333.3736263736264","333.3736263736264","333.3736263736264"
"264","298.0299625468165","298.0299625468165","298.0299625468165","304.97818181818184","304.97818181818184","304.97818181818184","333.67193675889325","333.67193675889325","333.67193675889325","293.1011673151751","293.1011673151751","293.1011673151751"
"268","281.9029850746269","281.9029850746269","281.9029850746269","290.791519434629","290.791519434629","290.791519434629","318.27016129032256","318.27016129032256","318.27016129032256","297.72093023255815","297.72093023255815","297.72093023255815"
"272","300.7608695652174","300.7608695652174","300.7608695652174","302.54945054945057","302.54945054945057","302.54945054945057","325.8995983935743","325.8995983935743","325.8995983935743","296.92830188679244","296.92830188679244","296.92830188679244"
"276","279.388679245283","279.388679245283","279.388679245283","274.07749077490774","274.07749077490774","274.07749077490774","321.3852140077821","321.3852140077821","321.3852140077821","292.568093385214","292.568093385214","292.568093385214"
"280","309.12857142857143","309.12857142857143","309.12857142857143","307.19117647058823","307.19117647058823","307.19117647058823","299.1692913385827","299.1692913385827","299.1692913385827","273.34251968503935","273.34251968503935","273.34251968503935"
"284","289.6102941176471","289.6102941176471","289.6102941176471","311.40441176470586","311.40441176470586","311.40441176470586","293.91735537190084","293.91735537190084","293.91735537190084","294.5410447761194","294.5410447761194","294.5410447761194"
"288","290.07553956834533","290.07553956834533","290.07553956834533","302.5860805860806","302.5860805860806","302.5860805860806","319.2583333333333","319.2583333333333","319.2583333333333","287.15209125475286","287.15209125475286","287.15209125475286"
"292","292.81227436823104","292.81227436823104","292.81227436823104","296.3173431734317","296.3173431734317","296.3173431734317","291.25714285714287","291.25714285714287","291.25714285714287","282.5254901960784","282.5254901960784","282.5254901960784"
"296","299.4640287769784","299.4640287769784","299.4640287769784","296.05725190839695","296.05725190839695","296.05725190839695","288.25","288.25","288.25","297.01153846153846","297.01153846153846","297.01153846153846"
"300","285.16129032258067","285.16129032258067","285.16129032258067","303.2299270072993","303.2299270072993","303.2299270072993","307.832","307.832","307.832","291.2509225092251","291.2509225092251","291.2509225092251"
"304","300.9964412811388","300.9964412811388","300.9964412811388","292.8074074074074","292.8074074074074","292.8074074074074","309.1400778210117","309.1400778210117","309.1400778210117","299.6115384615385","299.6115384615385","299.6115384615385"
"308","306.7535211267606","306.7535211267606","306.7535211267606","297.63837638376384","297.63837638376384","297.63837638376384","321.1607843137255","321.1607843137255","321.1607843137255","303.0692307692308","303.0692307692308","303.0692307692308"
"312","301.5854545454545","301.5854545454545","301.5854545454545","292.4043321299639","292.4043321299639","292.4043321299639","304.843621399177","304.843621399177","304.843621399177","290.406015037594","290.406015037594","290.406015037594"
"316","287.6123188405797","287.6123188405797","287.6123188405797","310.3780918727915","310.3780918727915","310.3780918727915","336.81589958159","336.81589958159","336.81589958159","288.92248062015506","288.92248062015506","288.92248062015506"
"320","284.5578947368421","284.5578947368421","284.5578947368421","301.55514705882354","301.55514705882354","301.55514705882354","311.7276422764228","311.7276422764228","311.7276422764228","288.2696629213483","288.2696629213483","288.2696629213483"
"324","292.2951388888889","292.2951388888889","292.2951388888889","323.67870036101084","323.67870036101084","323.67870036101084","314.383064516129","314.383064516129","314.383064516129","286.375","286.375","286.375"
"328","283.10283687943263","283.10283687943263","283.10283687943263","312.6350364963504","312.6350364963504","312.6350364963504","313.49159663865544","313.49159663865544","313.49159663865544","294.7104247104247","294.7104247104247","294.7104247104247"
"332","285.52249134948096","285.52249134948096","285.52249134948096","301.0431654676259","301.0431654676259","301.0431654676259","311.704641350211","311.704641350211","311.704641350211","306.63671875","306.63671875","306.63671875"
"336","289.76428571428573","289.76428571428573","289.76428571428573","297.7802197802198","297.7802197802198","297.7802197802198","296.6188524590164","296.6188524590164","296.6188524590164","304.74793388429754","304.74793388429754","304.74793388429754"
"340","287.9434628975265","287.9434628975265","287.9434628975265","308.6223021582734","308.6223021582734","308.6223021582734","332.128","332.128","332.128","299.60546875","299.60546875","299.60546875"
"344","281.8708487084871","281.8708487084871","281.8708487084871","291.97397769516726","291.97397769516726","291.97397769516726","306.475","306.475","306.475","311.0661478599222","311.0661478599222","311.0661478599222"
"348","291.0659340659341","291.0659340659341","291.0659340659341","283.5313653136531","283.5313653136531","283.5313653136531","328.53307392996106","328.53307392996106","328.53307392996106","292.9172932330827","292.9172932330827","292.9172932330827"
"352","284.5785714285714","284.5785714285714","284.5785714285714","274.731884057971","274.731884057971","274.731884057971","304.09375","304.09375","304.09375","280.99607843137255","280.99607843137255","280.99607843137255"
"356","287.55160142348757","287.55160142348757","287.55160142348757","281.27169811320755","281.27169811320755","281.27169811320755","297.236","297.236","297.236","280.9841897233202","280.9841897233202","280.9841897233202"
"360","283.22140221402213","283.22140221402213","283.22140221402213","281.9611307420495","281.9611307420495","281.9611307420495","332.1294117647059","332.1294117647059","332.1294117647059","296.0275590551181","296.0275590551181","296.0275590551181"
"364","284.6727272727273","284.6727272727273","284.6727272727273","288.09285714285716","288.09285714285716","288.09285714285716","297.59842519685037","297.59842519685037","297.59842519685037","322.852140077821","322.852140077821","322.852140077821"
"368","287.662962962963","287.662962962963","287.662962962963","285.03610108303246","285.03610108303246","285.03610108303246","299.2549019607843","299.2549019607843","299.2549019607843","307.40157480314963","307.40157480314963","307.40157480314963"
"372","286.86021505376345","286.86021505376345","286.86021505376345","298.0676691729323","298.0676691729323","298.0676691729323","319.72727272727275","319.72727272727275","319.72727272727275","291.58203125","291.58203125","291.58203125"
"376","292.56227758007117","292.56227758007117","292.56227758007117","298.2382671480144","298.2382671480144","298.2382671480144","329.22489959839356","329.22489959839356","329.22489959839356","282.86046511627904","282.86046511627904","282.86046511627904"
"380","289.0968858131488","289.0968858131488","289.0968858131488","303.94160583941607","303.94160583941607","303.94160583941607","317.63385826771656","317.63385826771656","317.63385826771656","312.51153846153846","312.51153846153846","312.51153846153846"
"384","292.38129496402877","292.38129496402877","292.38129496402877","301.65090909090907","301.65090909090907","301.65090909090907","276.60775862068965","276.60775862068965","276.60775862068965","291.332","291.332","291.332"
"388","280.64338235294116","280.64338235294116","280.64338235294116","295.3454545454546","295.3454545454546","295.3454545454546","286.8433734939759","286.8433734939759","286.8433734939759","300.95669291338584","300.95669291338584","300.95669291338584"
"392","284.8754716981132","284.8754716981132","284.8754716981132","295.250936329588","295.250936329588","295.250936329588","297.8943089430894","297.8943089430894","297.8943089430894","299.36653386454185","299.36653386454185","299.36653386454185"
"396","269.05384615384617","269.05384615384617","269.05384615384617","293.01509433962264","293.01509433962264","293.01509433962264","296.2430278884462","296.2430278884462","296.2430278884462","295.07086614173227","295.07086614173227","295.07086614173227"
"400","292.06227106227107","292.06227106227107","292.06227106227107","300.9047619047619","300.9047619047619","300.9047619047619","292.9714285714286","292.9714285714286","292.9714285714286","299.2040816326531","299.2040816326531","299.2040816326531"
"404","277.7802197802198","277.7802197802198","277.7802197802198","295.69888475836433","295.69888475836433","295.69888475836433","315.408560311284","315.408560311284","315.408560311284","303.1607843137255","303.1607843137255","303.1607843137255"
"408","291.4744525547445","291.4744525547445","291.4744525547445","309.30111524163567","309.30111524163567","309.30111524163567","304.1468253968254","304.1468253968254","304.1468253968254","317.93798449612405","317.93798449612405","317.93798449612405"
"412","281.5650557620818","281.5650557620818","281.5650557620818","319.73308270676694","319.73308270676694","319.73308270676694","309.275720164609","309.275720164609","309.275720164609","285.88524590163934","285.88524590163934","285.88524590163934"
"416","280.3542435424354","280.3542435424354","280.3542435424354","291.82835820895525","291.82835820895525","291.82835820895525","291.0257510729614","291.0257510729614","291.0257510729614","284.148","284.148","284.148"
"420","281.9640287769784","281.9640287769784","281.9640287769784","294.37642585551333","294.37642585551333","294.37642585551333","308.73029045643153","308.73029045643153","308.73029045643153","284.996138996139","284.996138996139","284.996138996139"
"424","283.3453237410072","283.3453237410072","283.3453237410072","286.2771535580524","286.2771535580524","286.2771535580524","322.244","322.244","322.244","276.5816733067729","276.5816733067729","276.5816733067729"
"428","286.8","286.8","286.8","292.47286821705427","292.47286821705427","292.47286821705427","294.4715447154472","294.4715447154472","294.4715447154472","292.38582677165357","292.38582677165357","292.38582677165357"
"432","286.043321299639","286.043321299639","286.043321299639","267.98490566037736","267.98490566037736","267.98490566037736","307.78688524590166","307.78688524590166","307.78688524590166","283.3387755102041","283.3387755102041","283.3387755102041"
"436","272.8191881918819","272.8191881918819","272.8191881918819","273.9485294117647","273.9485294117647","273.9485294117647","325.0691056910569","325.0691056910569","325.0691056910569","283.3453815261044","283.3453815261044","283.3453815261044"
"440","280.15942028985506","280.15942028985506","280.15942028985506","268.52222222222224","268.52222222222224","268.52222222222224","352.3450980392157","352.3450980392157","352.3450980392157","285.35483870967744","285.35483870967744","285.35483870967744"
"444","289.1159420289855","289.1159420289855","289.1159420289855","276.0494296577947","276.0494296577947","276.0494296577947","326.94628099173553","326.94628099173553","326.94628099173553","284.0509803921569","284.0509803921569","284.0509803921569"
"448","287.22222222222223","287.22222222222223","287.22222222222223","284.4157303370786","284.4157303370786","284.4157303370786","337.708","337.708","337.708","280.9921568627451","280.9921568627451","280.9921568627451"
"452","281.1861313868613","281.1861313868613","281.1861313868613","289.69642857142856","289.69642857142856","289.69642857142856","324.74308300395256","324.74308300395256","324.74308300395256","286.05555555555554","286.05555555555554","286.05555555555554"
"456","278.7142857142857","278.7142857142857","278.7142857142857","265.42692307692306","265.42692307692306","265.42692307692306","326.7098039215686","326.7098039215686","326.7098039215686","298.2948207171315","298.2948207171315","298.2948207171315"
"460","293.35185185185185","293.35185185185185","293.35185185185185","258.73046875","258.73046875","258.73046875","327.07053941908714","327.07053941908714","327.07053941908714","297.7248062015504","297.7248062015504","297.7248062015504"
"464","281.47583643122675","281.47583643122675","281.47583643122675","272.1034482758621","272.1034482758621","272.1034482758621","311.73251028806584","311.73251028806584","311.73251028806584","282.6831275720165","282.6831275720165","282.6831275720165"
"468","288.6309963099631","288.6309963099631","288.6309963099631","271.6098484848485","271.6098484848485","271.6098484848485","299.8902953586498","299.8902953586498","299.8902953586498","291.96946564885496","291.96946564885496","291.96946564885496"
"472","277","277","277","287.17735849056606","287.17735849056606","287.17735849056606","307.27916666666664","307.27916666666664","307.27916666666664","291.2684824902724","291.2684824902724","291.2684824902724"
"476","271.7572463768116","271.7572463768116","271.7572463768116","282.6754716981132","282.6754716981132","282.6754716981132","305.9430894308943","305.9430894308943","305.9430894308943","279.802371541502","279.802371541502","279.802371541502"
"480","279.41263940520446","279.41263940520446","279.41263940520446","277.01908396946567","277.01908396946567","277.01908396946567","295.125","295.125","295.125","293.1226053639847","293.1226053639847","293.1226053639847"
"484","261.85074626865674","261.85074626865674","261.85074626865674","276.1647509578544","276.1647509578544","276.1647509578544","","","","277.51394422310756","277.51394422310756","277.51394422310756"
"488","295.9483394833948","295.9483394833948","295.9483394833948","304.21011673151753","304.21011673151753","304.21011673151753","","","","309.2094861660079","309.2094861660079","309.2094861660079"
"492","297.82608695652175","297.82608695652175","297.82608695652175","297.1123595505618","297.1123595505618","297.1123595505618","","","","287.1991869918699","287.1991869918699","287.1991869918699"
"496","293.0367647058824","293.0367647058824","293.0367647058824","288.9227799227799","288.9227799227799","288.9227799227799","","","","","",""
"500","291.8014440433213","291.8014440433213","291.8014440433213","288.0153846153846","288.0153846153846","288.0153846153846","","","","","",""
"504","266.91078066914497","266.91078066914497","266.91078066914497","303.8152173913044","303.8152173913044","303.8152173913044","","","","","",""
"508","281.22878228782287","281.22878228782287","281.22878228782287","270.6119402985075","270.6119402985075","270.6119402985075","","","","","",""
"512","303.453531598513","303.453531598513","303.453531598513","286.45985401459853","286.45985401459853","286.45985401459853","","","","","",""
"516","308.093984962406","308.093984962406","308.093984962406","308.76140350877193","308.76140350877193","308.76140350877193","","","","","",""
"520","280.84090909090907","280.84090909090907","280.84090909090907","298.09811320754716","298.09811320754716","298.09811320754716","","","","","",""
"524","288.7279411764706","288.7279411764706","288.7279411764706","284.79553903345726","284.79553903345726","284.79553903345726","","","","","",""
"528","306.97769516728624","306.97769516728624","306.97769516728624","296.3888888888889","296.3888888888889","296.3888888888889","","","","","",""
"532","311.1924528301887","311.1924528301887","311.1924528301887","295.36","295.36","295.36","","","","","",""
