"Step","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val_response_length/test_length_correct/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val_response_length/test_length_correct/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val_response_length/test_length_correct/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val_response_length/test_length_correct/GSM8k__MAX"
"92","155.95424836601308","155.95424836601308","155.95424836601308","162.0658396946565","162.0658396946565","162.0658396946565","167.32298739088264","167.32298739088264","167.32298739088264","168.06445497630332","168.06445497630332","168.06445497630332"
"96","156.8184331797235","156.8184331797235","156.8184331797235","161.18361581920905","161.18361581920905","161.18361581920905","166.6448508180943","166.6448508180943","166.6448508180943","167.17737296260785","167.17737296260785","167.17737296260785"
"100","154.7889822595705","154.7889822595705","154.7889822595705","159.41650853889942","159.41650853889942","159.41650853889942","165.134765625","165.134765625","165.134765625","167.91004784688994","167.91004784688994","167.91004784688994"
"104","154.73713751169316","154.73713751169316","154.73713751169316","160.69565217391303","160.69565217391303","160.69565217391303","166.3590998043053","166.3590998043053","166.3590998043053","170.12737642585552","170.12737642585552","170.12737642585552"
"108","157.569573283859","157.569573283859","157.569573283859","162.54775280898878","162.54775280898878","162.54775280898878","166.96796116504854","166.96796116504854","166.96796116504854","172.71130104463438","172.71130104463438","172.71130104463438"
"112","158.707182320442","158.707182320442","158.707182320442","160.4120930232558","160.4120930232558","160.4120930232558","166.34735812133073","166.34735812133073","166.34735812133073","167.52907530981886","167.52907530981886","167.52907530981886"
"116","158.99908172635446","158.99908172635446","158.99908172635446","159.76323119777157","159.76323119777157","159.76323119777157","165.65276430649854","165.65276430649854","165.65276430649854","166.8325404376784","166.8325404376784","166.8325404376784"
"120","160.65599268069533","160.65599268069533","160.65599268069533","159.44402634054563","159.44402634054563","159.44402634054563","167.18067632850241","167.18067632850241","167.18067632850241","168.45204178537512","168.45204178537512","168.45204178537512"
"124","163.08940092165898","163.08940092165898","163.08940092165898","159.31465919701213","159.31465919701213","159.31465919701213","167.7229268292683","167.7229268292683","167.7229268292683","165.32602478551001","165.32602478551001","165.32602478551001"
"128","162.14787430683919","162.14787430683919","162.14787430683919","157.503738317757","157.503738317757","157.503738317757","169.5968992248062","169.5968992248062","169.5968992248062","167.24762808349146","167.24762808349146","167.24762808349146"
"132","162.3373271889401","162.3373271889401","162.3373271889401","155.91479400749063","155.91479400749063","155.91479400749063","170.16617790811338","170.16617790811338","170.16617790811338","168.7339015151515","168.7339015151515","168.7339015151515"
"136","160.44342226310948","160.44342226310948","160.44342226310948","154.27567067530066","154.27567067530066","154.27567067530066","165.88206627680313","165.88206627680313","165.88206627680313","168.09456928838952","168.09456928838952","168.09456928838952"
"140","160.1711131554738","160.1711131554738","160.1711131554738","156.58639705882354","156.58639705882354","156.58639705882354","164.28277886497065","164.28277886497065","164.28277886497065","167.7015065913371","167.7015065913371","167.7015065913371"
"144","161.53881278538813","161.53881278538813","161.53881278538813","156.28731343283582","156.28731343283582","156.28731343283582","164.64591439688715","164.64591439688715","164.64591439688715","163.75498575498577","163.75498575498577","163.75498575498577"
"148","162.21148587055606","162.21148587055606","162.21148587055606","156.4207089552239","156.4207089552239","156.4207089552239","164.9970703125","164.9970703125","164.9970703125","169.18998109640833","169.18998109640833","169.18998109640833"
"152","160.8126142595978","160.8126142595978","160.8126142595978","156.34676663542643","156.34676663542643","156.34676663542643","166.87084148727985","166.87084148727985","166.87084148727985","163.31333333333333","163.31333333333333","163.31333333333333"
"156","160.9918181818182","160.9918181818182","160.9918181818182","154.1625939849624","154.1625939849624","154.1625939849624","167.20689655172413","167.20689655172413","167.20689655172413","166.46350710900475","166.46350710900475","166.46350710900475"
"160","159.56244302643574","159.56244302643574","159.56244302643574","155.73232799245994","155.73232799245994","155.73232799245994","168.32753623188407","168.32753623188407","168.32753623188407","164.0313092979127","164.0313092979127","164.0313092979127"
"164","158.02100456621005","158.02100456621005","158.02100456621005","158.99158091674462","158.99158091674462","158.99158091674462","176.1868344627299","176.1868344627299","176.1868344627299","165.49440298507463","165.49440298507463","165.49440298507463"
"168","157.07642725598527","157.07642725598527","157.07642725598527","165.274328081557","165.274328081557","165.274328081557","174.7153846153846","174.7153846153846","174.7153846153846","167.86466165413535","167.86466165413535","167.86466165413535"
"172","159.33211009174312","159.33211009174312","159.33211009174312","156.87160262417996","156.87160262417996","156.87160262417996","178.79310344827587","178.79310344827587","178.79310344827587","169.74694261523987","169.74694261523987","169.74694261523987"
"176","159.483989021043","159.483989021043","159.483989021043","163.43761638733704","163.43761638733704","163.43761638733704","169.77690802348337","169.77690802348337","169.77690802348337","172.75397567820391","172.75397567820391","172.75397567820391"
"180","159.39872262773721","159.39872262773721","159.39872262773721","164.03710575139146","164.03710575139146","164.03710575139146","169.28158148505304","169.28158148505304","169.28158148505304","172.43327067669173","172.43327067669173","172.43327067669173"
"184","157.763851044505","157.763851044505","157.763851044505","166.1006463527239","166.1006463527239","166.1006463527239","174.10834132310643","174.10834132310643","174.10834132310643","172.1198501872659","172.1198501872659","172.1198501872659"
"188","158.52593266606004","158.52593266606004","158.52593266606004","160.57235621521335","160.57235621521335","160.57235621521335","176.20173745173744","176.20173745173744","176.20173745173744","172.16461684011352","172.16461684011352","172.16461684011352"
"192","156.66666666666666","156.66666666666666","156.66666666666666","163.27062094531973","163.27062094531973","163.27062094531973","175.3562559694365","175.3562559694365","175.3562559694365","171.93785310734464","171.93785310734464","171.93785310734464"
"196","159.25317604355718","159.25317604355718","159.25317604355718","165.83627906976744","165.83627906976744","165.83627906976744","175.17241379310346","175.17241379310346","175.17241379310346","172.22924528301886","172.22924528301886","172.22924528301886"
"200","159.74518790100825","159.74518790100825","159.74518790100825","161.38090824837812","161.38090824837812","161.38090824837812","178.1701923076923","178.1701923076923","178.1701923076923","169.01332064700284","169.01332064700284","169.01332064700284"
"204","157.85911602209944","157.85911602209944","157.85911602209944","162.3456561922366","162.3456561922366","162.3456561922366","175.12135922330097","175.12135922330097","175.12135922330097","169.7875939849624","169.7875939849624","169.7875939849624"
"208","157.5945205479452","157.5945205479452","157.5945205479452","160.8566176470588","160.8566176470588","160.8566176470588","171.888995215311","171.888995215311","171.888995215311","169.30380952380952","169.30380952380952","169.30380952380952"
"212","158.60236578707915","158.60236578707915","158.60236578707915","158.45335820895522","158.45335820895522","158.45335820895522","173.61657032755298","173.61657032755298","173.61657032755298","169.5547169811321","169.5547169811321","169.5547169811321"
"216","156.91981566820277","156.91981566820277","156.91981566820277","157.40331491712706","157.40331491712706","157.40331491712706","170.17948717948718","170.17948717948718","170.17948717948718","168.24293785310735","168.24293785310735","168.24293785310735"
"220","160.97814207650273","160.97814207650273","160.97814207650273","158.02293577981652","158.02293577981652","158.02293577981652","171.4439071566731","171.4439071566731","171.4439071566731","170.5941893158388","170.5941893158388","170.5941893158388"
"224","158.7704918032787","158.7704918032787","158.7704918032787","158.41890639481002","158.41890639481002","158.41890639481002","167.19223300970873","167.19223300970873","167.19223300970873","173.44746716697935","173.44746716697935","173.44746716697935"
"228","164.44323342415984","164.44323342415984","164.44323342415984","158.20787545787545","158.20787545787545","158.20787545787545","174.40289855072464","174.40289855072464","174.40289855072464","173.640522875817","173.640522875817","173.640522875817"
"232","160.59835315645014","160.59835315645014","160.59835315645014","162.0129270544783","162.0129270544783","162.0129270544783","173.95619047619047","173.95619047619047","173.95619047619047","170.6108512628625","170.6108512628625","170.6108512628625"
"236","161.81170018281534","161.81170018281534","161.81170018281534","158.4503676470588","158.4503676470588","158.4503676470588","167.24687800192123","167.24687800192123","167.24687800192123","170.04135338345864","170.04135338345864","170.04135338345864"
"240","161.38617511520738","161.38617511520738","161.38617511520738","159.51752767527674","159.51752767527674","159.51752767527674","166.43815915627997","166.43815915627997","166.43815915627997","167.4167450611477","167.4167450611477","167.4167450611477"
"244","161.54454545454544","161.54454545454544","161.54454545454544","155.08526413345692","155.08526413345692","155.08526413345692","171.36908212560385","171.36908212560385","171.36908212560385","169.41417910447763","169.41417910447763","169.41417910447763"
"248","165.02385321100917","165.02385321100917","165.02385321100917","157.1648148148148","157.1648148148148","157.1648148148148","169.3994140625","169.3994140625","169.3994140625","169.50795135640786","169.50795135640786","169.50795135640786"
"252","165.48029330889094","165.48029330889094","165.48029330889094","160.11306765523634","160.11306765523634","160.11306765523634","177.21768707482994","177.21768707482994","177.21768707482994","169.47895229186156","169.47895229186156","169.47895229186156"
"256","167.91735537190084","167.91735537190084","167.91735537190084","158.93109869646182","158.93109869646182","158.93109869646182","179.2101167315175","179.2101167315175","179.2101167315175","166.3996229971725","166.3996229971725","166.3996229971725"
"260","170.83211009174312","170.83211009174312","170.83211009174312","156.25622119815668","156.25622119815668","156.25622119815668","178.3297455968689","178.3297455968689","178.3297455968689","168.76015108593012","168.76015108593012","168.76015108593012"
"264","166.41296296296295","166.41296296296295","166.41296296296295","156.5722273998136","156.5722273998136","156.5722273998136","174.04692082111438","174.04692082111438","174.04692082111438","165.64727954971858","165.64727954971858","165.64727954971858"
"268","166.78492647058823","166.78492647058823","166.78492647058823","153.04549763033177","153.04549763033177","153.04549763033177","176.20039292730846","176.20039292730846","176.20039292730846","166.4747663551402","166.4747663551402","166.4747663551402"
"272","165.85178408051235","165.85178408051235","165.85178408051235","153.6631977294229","153.6631977294229","153.6631977294229","177.09921414538312","177.09921414538312","177.09921414538312","165.04511278195488","165.04511278195488","165.04511278195488"
"276","165.46111619396157","165.46111619396157","165.46111619396157","153.95864661654136","153.95864661654136","153.95864661654136","175.42603550295857","175.42603550295857","175.42603550295857","162.8746465598492","162.8746465598492","162.8746465598492"
"280","165.45806451612904","165.45806451612904","165.45806451612904","156.82787652011226","156.82787652011226","156.82787652011226","174.2275390625","174.2275390625","174.2275390625","161.20037807183365","161.20037807183365","161.20037807183365"
"284","164.70523415977962","164.70523415977962","164.70523415977962","154.58829084041548","154.58829084041548","154.58829084041548","172.41535433070865","172.41535433070865","172.41535433070865","157.25305738476013","157.25305738476013","157.25305738476013"
"288","166.68310502283106","166.68310502283106","166.68310502283106","154.54452690166977","154.54452690166977","154.54452690166977","170.53532338308457","170.53532338308457","170.53532338308457","156.38498098859316","156.38498098859316","156.38498098859316"
"292","167.308957952468","167.308957952468","167.308957952468","165.2298424467099","165.2298424467099","165.2298424467099","169.26164519326065","169.26164519326065","169.26164519326065","157.88563327032136","157.88563327032136","157.88563327032136"
"296","166.55422794117646","166.55422794117646","166.55422794117646","162.6011288805268","162.6011288805268","162.6011288805268","169.64566929133858","169.64566929133858","169.64566929133858","160.3671947809879","160.3671947809879","160.3671947809879"
"300","166.3776160145587","166.3776160145587","166.3776160145587","157.2473933649289","157.2473933649289","157.2473933649289","173.47123015873015","173.47123015873015","173.47123015873015","159.77306967984933","159.77306967984933","159.77306967984933"
"304","167.47053490480508","167.47053490480508","167.47053490480508","160.39402427637722","160.39402427637722","160.39402427637722","176.66732090284592","176.66732090284592","176.66732090284592","159.77851711026616","159.77851711026616","159.77851711026616"
"308","164.73822463768116","164.73822463768116","164.73822463768116","160.33988764044943","160.33988764044943","160.33988764044943","171.15116279069767","171.15116279069767","171.15116279069767","160.30769230769232","160.30769230769232","160.30769230769232"
"312","164.50678733031674","164.50678733031674","164.50678733031674","162.74283071230343","162.74283071230343","162.74283071230343","166.2238514173998","166.2238514173998","166.2238514173998","160.72190476190477","160.72190476190477","160.72190476190477"
"316","162.61531449407474","162.61531449407474","162.61531449407474","167.08371665133396","167.08371665133396","167.08371665133396","171.4709931170108","171.4709931170108","171.4709931170108","159.83984747378454","159.83984747378454","159.83984747378454"
"320","161.6443629697525","161.6443629697525","161.6443629697525","162.92222222222222","162.92222222222222","162.92222222222222","168.2122687439143","168.2122687439143","168.2122687439143","163.36389148737138","163.36389148737138","163.36389148737138"
"324","161.59762773722628","161.59762773722628","161.59762773722628","161.90364826941067","161.90364826941067","161.90364826941067","172.03388189738627","172.03388189738627","172.03388189738627","164.28450704225352","164.28450704225352","164.28450704225352"
"328","165.14932126696831","165.14932126696831","165.14932126696831","162.69981412639405","162.69981412639405","162.69981412639405","172.89941972920695","172.89941972920695","172.89941972920695","165.14111006585136","165.14111006585136","165.14111006585136"
"332","166.12239347234814","166.12239347234814","166.12239347234814","161.73501872659176","161.73501872659176","161.73501872659176","180.161877394636","180.161877394636","180.161877394636","164.04896421845575","164.04896421845575","164.04896421845575"
"336","163.62106210621062","163.62106210621062","163.62106210621062","160.9153633854646","160.9153633854646","160.9153633854646","169.89376218323588","169.89376218323588","169.89376218323588","164.83898305084745","164.83898305084745","164.83898305084745"
"340","166.40474020054694","166.40474020054694","166.40474020054694","161.73791821561338","161.73791821561338","161.73791821561338","174.84496124031008","174.84496124031008","174.84496124031008","162.88307984790873","162.88307984790873","162.88307984790873"
"344","166.00272727272727","166.00272727272727","166.00272727272727","164.67065317387303","164.67065317387303","164.67065317387303","170.98937198067634","170.98937198067634","170.98937198067634","160.14800759013283","160.14800759013283","160.14800759013283"
"348","166.55068493150685","166.55068493150685","166.55068493150685","160.8626728110599","160.8626728110599","160.8626728110599","172.08949416342412","172.08949416342412","172.08949416342412","162.0216572504708","162.0216572504708","162.0216572504708"
"352","165.71846435100548","165.71846435100548","165.71846435100548","157.66944444444445","157.66944444444445","157.66944444444445","172.1147859922179","172.1147859922179","172.1147859922179","162.1981220657277","162.1981220657277","162.1981220657277"
"356","164.19797421731124","164.19797421731124","164.19797421731124","159.31822386679002","159.31822386679002","159.31822386679002","173.97870280735722","173.97870280735722","173.97870280735722","162.28490566037735","162.28490566037735","162.28490566037735"
"360","167.91017415215399","167.91017415215399","167.91017415215399","160.66512059369202","160.66512059369202","160.66512059369202","176.1124031007752","176.1124031007752","176.1124031007752","159.13232514177693","159.13232514177693","159.13232514177693"
"364","165.5110701107011","165.5110701107011","165.5110701107011","164.91219963031423","164.91219963031423","164.91219963031423","172.70058708414874","172.70058708414874","172.70058708414874","164.3323782234957","164.3323782234957","164.3323782234957"
"368","164.61290322580646","164.61290322580646","164.61290322580646","160.89833641404806","160.89833641404806","160.89833641404806","176.6415458937198","176.6415458937198","176.6415458937198","164.76741996233523","164.76741996233523","164.76741996233523"
"372","168.06739526411658","168.06739526411658","168.06739526411658","163.5710306406685","163.5710306406685","163.5710306406685","171.95984329089129","171.95984329089129","171.95984329089129","163.62676720075402","163.62676720075402","163.62676720075402"
"376","164.35294117647058","164.35294117647058","164.35294117647058","161.68872320596458","161.68872320596458","161.68872320596458","173.55793573515092","173.55793573515092","173.55793573515092","164.27814569536423","164.27814569536423","164.27814569536423"
"380","163.27985414767548","163.27985414767548","163.27985414767548","164.99158878504673","164.99158878504673","164.99158878504673","177.04226705091259","177.04226705091259","177.04226705091259","164.92445703493863","164.92445703493863","164.92445703493863"
"384","164.70027497708523","164.70027497708523","164.70027497708523","168.34235074626866","168.34235074626866","168.34235074626866","175.57364341085272","175.57364341085272","175.57364341085272","166.8358348968105","166.8358348968105","166.8358348968105"
"388","164.75685557586837","164.75685557586837","164.75685557586837","162.47053320860618","162.47053320860618","162.47053320860618","184.43512195121951","184.43512195121951","184.43512195121951","163.8437200383509","163.8437200383509","163.8437200383509"
"392","163.57116788321167","163.57116788321167","163.57116788321167","162.45872420262666","162.45872420262666","162.45872420262666","181.40719144800778","181.40719144800778","181.40719144800778","162.44870565675936","162.44870565675936","162.44870565675936"
"396","165.0853994490358","165.0853994490358","165.0853994490358","160.05362182502353","160.05362182502353","160.05362182502353","183.40953307392996","183.40953307392996","183.40953307392996","164.69980694980694","164.69980694980694","164.69980694980694"
"400","166.97142857142856","166.97142857142856","166.97142857142856","160.3046357615894","160.3046357615894","160.3046357615894","182.05968688845402","182.05968688845402","182.05968688845402","162.07039537126326","162.07039537126326","162.07039537126326"
"404","166.33981481481482","166.33981481481482","166.33981481481482","163.01220657276994","163.01220657276994","163.01220657276994","181.3668292682927","181.3668292682927","181.3668292682927","162.15110683349374","162.15110683349374","162.15110683349374"
"408","168.79963403476668","168.79963403476668","168.79963403476668","162.1847619047619","162.1847619047619","162.1847619047619","179.59526159921026","179.59526159921026","179.59526159921026","163.56434699714012","163.56434699714012","163.56434699714012"
"412","168.25022999080036","168.25022999080036","168.25022999080036","163.91447368421052","163.91447368421052","163.91447368421052","176.3858114674441","176.3858114674441","176.3858114674441","162.55023923444975","162.55023923444975","162.55023923444975"
"416","163.18801843317974","163.18801843317974","163.18801843317974","160.9745283018868","160.9745283018868","160.9745283018868","174.7279843444227","174.7279843444227","174.7279843444227","163.62452107279694","163.62452107279694","163.62452107279694"
"420","161.6112650046168","161.6112650046168","161.6112650046168","163.13860465116278","163.13860465116278","163.13860465116278","179.20608439646713","179.20608439646713","179.20608439646713","162.4718992248062","162.4718992248062","162.4718992248062"
"424","161.032080659945","161.032080659945","161.032080659945","161.16713091922006","161.16713091922006","161.16713091922006","173.71677982541223","173.71677982541223","173.71677982541223","165.23659003831418","165.23659003831418","165.23659003831418"
"428","159.17981651376147","159.17981651376147","159.17981651376147","158.94916820702403","158.94916820702403","158.94916820702403","179.62999026290166","179.62999026290166","179.62999026290166","165.36590038314176","165.36590038314176","165.36590038314176"
"432","158.0485792850596","158.0485792850596","158.0485792850596","156.27932960893855","156.27932960893855","156.27932960893855","180.43037974683546","180.43037974683546","180.43037974683546","167.3289224952741","167.3289224952741","167.3289224952741"
"436","161.41826484018264","161.41826484018264","161.41826484018264","158.76123595505618","158.76123595505618","158.76123595505618","180.20353982300884","180.20353982300884","180.20353982300884","165.85646836638338","165.85646836638338","165.85646836638338"
"440","158.3644773358002","158.3644773358002","158.3644773358002","157.00840336134453","157.00840336134453","157.00840336134453","182.91658583899127","182.91658583899127","182.91658583899127","168.46291079812207","168.46291079812207","168.46291079812207"
"444","158.00092081031306","158.00092081031306","158.00092081031306","157.18284637134778","157.18284637134778","157.18284637134778","185.5480392156863","185.5480392156863","185.5480392156863","169.80149812734084","169.80149812734084","169.80149812734084"
"448","156.76669716376944","156.76669716376944","156.76669716376944","161.44256120527308","161.44256120527308","161.44256120527308","181.26745329400197","181.26745329400197","181.26745329400197","170.50984067478913","170.50984067478913","170.50984067478913"
"452","159.8132474701012","159.8132474701012","159.8132474701012","158.84146341463415","158.84146341463415","158.84146341463415","183.5744888023369","183.5744888023369","183.5744888023369","171.46355140186915","171.46355140186915","171.46355140186915"
"456","157.37119113573408","157.37119113573408","157.37119113573408","157.4133083411434","157.4133083411434","157.4133083411434","176.41446725317692","176.41446725317692","176.41446725317692","170.16604127579737","170.16604127579737","170.16604127579737"
"460","162.43526170798899","162.43526170798899","162.43526170798899","156.5873465533522","156.5873465533522","156.5873465533522","178.10236220472441","178.10236220472441","178.10236220472441","165.81001890359167","165.81001890359167","165.81001890359167"
"464","160.8073732718894","160.8073732718894","160.8073732718894","156.58380414312617","156.58380414312617","156.58380414312617","175.0283203125","175.0283203125","175.0283203125","169.64579439252336","169.64579439252336","169.64579439252336"
"468","157.6599634369287","157.6599634369287","157.6599634369287","157.33736059479554","157.33736059479554","157.33736059479554","174.09224730127576","174.09224730127576","174.09224730127576","171.52842497670085","171.52842497670085","171.52842497670085"
"472","155.6977818853974","155.6977818853974","155.6977818853974","160.84837209302324","160.84837209302324","160.84837209302324","173.28947368421052","173.28947368421052","173.28947368421052","172.50969529085873","172.50969529085873","172.50969529085873"
"476","155.16986301369863","155.16986301369863","155.16986301369863","153.41435406698565","153.41435406698565","153.41435406698565","181.6163708086785","181.6163708086785","181.6163708086785","168.17576318223865","168.17576318223865","168.17576318223865"
"480","156.6743119266055","156.6743119266055","156.6743119266055","153.72232645403378","153.72232645403378","153.72232645403378","181.2487708947886","181.2487708947886","181.2487708947886","167.1114232209738","167.1114232209738","167.1114232209738"
"484","157.84014532243415","157.84014532243415","157.84014532243415","156.85416666666666","156.85416666666666","156.85416666666666","","","","165.53163361661944","165.53163361661944","165.53163361661944"
"488","159.87385740402195","159.87385740402195","159.87385740402195","156.5918944392083","156.5918944392083","156.5918944392083","","","","166.39473684210526","166.39473684210526","166.39473684210526"
"492","157.44871794871796","157.44871794871796","157.44871794871796","156.69557021677662","156.69557021677662","156.69557021677662","","","","166.4152380952381","166.4152380952381","166.4152380952381"
"496","156.01000909918108","156.01000909918108","156.01000909918108","154.86698113207547","154.86698113207547","154.86698113207547","","","","","",""
"500","156.50915750915752","156.50915750915752","156.50915750915752","152.91737089201877","152.91737089201877","152.91737089201877","","","","","",""
"504","157.875","157.875","157.875","155.37383177570092","155.37383177570092","155.37383177570092","","","","","",""
