"Step","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/OlympiadBench__MAX"
"140","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.20208023774145617","0.20208023774145617","0.20208023774145617","0.15601783060921248","0.15601783060921248","0.15601783060921248","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"144","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.15601783060921248","0.15601783060921248","0.15601783060921248","0.1723625557206538","0.1723625557206538","0.1723625557206538"
"148","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.16790490341753342","0.16790490341753342","0.16790490341753342","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"152","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.18573551263001487","0.18573551263001487","0.18573551263001487"
"156","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.212481426448737","0.212481426448737","0.212481426448737","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.19167904903417535","0.19167904903417535","0.19167904903417535"
"160","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"164","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.1723625557206538","0.1723625557206538","0.1723625557206538"
"168","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.14710252600297177","0.14710252600297177","0.14710252600297177","0.17830609212481427","0.17830609212481427","0.17830609212481427"
"172","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.20802377414561665","0.20802377414561665","0.20802377414561665","0.16939078751857356","0.16939078751857356","0.16939078751857356","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"176","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"180","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.16344725111441308","0.16344725111441308","0.16344725111441308","0.18573551263001487","0.18573551263001487","0.18573551263001487"
"184","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.18573551263001487","0.18573551263001487","0.18573551263001487"
"188","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.1738484398216939","0.1738484398216939","0.1738484398216939"
"192","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.1664190193164933","0.1664190193164933","0.1664190193164933"
"196","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.16790490341753342","0.16790490341753342","0.16790490341753342"
"200","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.17682020802377416","0.17682020802377416","0.17682020802377416"
"204","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.16790490341753342","0.16790490341753342","0.16790490341753342","0.16196136701337296","0.16196136701337296","0.16196136701337296"
"208","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.16047548291233285","0.16047548291233285","0.16047548291233285","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"212","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.16939078751857356","0.16939078751857356","0.16939078751857356","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"216","0.20802377414561665","0.20802377414561665","0.20802377414561665","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"220","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.20059435364041606","0.20059435364041606","0.20059435364041606"
"224","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.18424962852897475","0.18424962852897475","0.18424962852897475"
"228","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"232","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.17830609212481427","0.17830609212481427","0.17830609212481427"
"236","0.20802377414561665","0.20802377414561665","0.20802377414561665","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.1738484398216939","0.1738484398216939","0.1738484398216939","0.1723625557206538","0.1723625557206538","0.1723625557206538"
"240","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.1887072808320951","0.1887072808320951","0.1887072808320951"
"244","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.18424962852897475","0.18424962852897475","0.18424962852897475"
"248","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.17979197622585438","0.17979197622585438","0.17979197622585438"
"252","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"256","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.18722139673105498","0.18722139673105498","0.18722139673105498"
"260","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.17979197622585438","0.17979197622585438","0.17979197622585438"
"264","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.17830609212481427","0.17830609212481427","0.17830609212481427"
"268","0.21099554234769688","0.21099554234769688","0.21099554234769688","0.16939078751857356","0.16939078751857356","0.16939078751857356","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"272","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.15304606240713226","0.15304606240713226","0.15304606240713226","0.16790490341753342","0.16790490341753342","0.16790490341753342"
"276","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.16790490341753342","0.16790490341753342","0.16790490341753342","0.16939078751857356","0.16939078751857356","0.16939078751857356"
"280","0.212481426448737","0.212481426448737","0.212481426448737","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.16939078751857356","0.16939078751857356","0.16939078751857356"
"284","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.16790490341753342","0.16790490341753342","0.16790490341753342","0.1901931649331352","0.1901931649331352","0.1901931649331352"
"288","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.1887072808320951","0.1887072808320951","0.1887072808320951"
"292","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.17830609212481427","0.17830609212481427","0.17830609212481427"
"296","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.17087667161961367","0.17087667161961367","0.17087667161961367"
"300","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.15453194650817237","0.15453194650817237","0.15453194650817237","0.17830609212481427","0.17830609212481427","0.17830609212481427"
"304","0.20208023774145617","0.20208023774145617","0.20208023774145617","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.16047548291233285","0.16047548291233285","0.16047548291233285","0.17682020802377416","0.17682020802377416","0.17682020802377416"
"308","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.16344725111441308","0.16344725111441308","0.16344725111441308","0.15304606240713226","0.15304606240713226","0.15304606240713226","0.16344725111441308","0.16344725111441308","0.16344725111441308"
"312","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.1575037147102526","0.1575037147102526","0.1575037147102526","0.17087667161961367","0.17087667161961367","0.17087667161961367"
"316","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.1649331352154532","0.1649331352154532","0.1649331352154532","0.16047548291233285","0.16047548291233285","0.16047548291233285"
"320","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.1723625557206538","0.1723625557206538","0.1723625557206538"
"324","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"328","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.18722139673105498","0.18722139673105498","0.18722139673105498"
"332","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.16790490341753342","0.16790490341753342","0.16790490341753342","0.16939078751857356","0.16939078751857356","0.16939078751857356"
"336","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.16196136701337296","0.16196136701337296","0.16196136701337296"
"340","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.16790490341753342","0.16790490341753342","0.16790490341753342"
"344","0.21099554234769688","0.21099554234769688","0.21099554234769688","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1664190193164933","0.1664190193164933","0.1664190193164933","0.1649331352154532","0.1649331352154532","0.1649331352154532"
"348","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.1738484398216939","0.1738484398216939","0.1738484398216939","0.15304606240713226","0.15304606240713226","0.15304606240713226"
"352","0.16790490341753342","0.16790490341753342","0.16790490341753342","0.16939078751857356","0.16939078751857356","0.16939078751857356","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.16790490341753342","0.16790490341753342","0.16790490341753342"
"356","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1738484398216939","0.1738484398216939","0.1738484398216939","0.1575037147102526","0.1575037147102526","0.1575037147102526"
"360","0.20059435364041606","0.20059435364041606","0.20059435364041606","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.16344725111441308","0.16344725111441308","0.16344725111441308","0.1589895988112927","0.1589895988112927","0.1589895988112927"
"364","0.21099554234769688","0.21099554234769688","0.21099554234769688","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"368","0.20802377414561665","0.20802377414561665","0.20802377414561665","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.17682020802377416","0.17682020802377416","0.17682020802377416"
"372","0.21099554234769688","0.21099554234769688","0.21099554234769688","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.15601783060921248","0.15601783060921248","0.15601783060921248"
"376","0.20802377414561665","0.20802377414561665","0.20802377414561665","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.16047548291233285","0.16047548291233285","0.16047548291233285"
"380","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.1664190193164933","0.1664190193164933","0.1664190193164933","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"384","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.16047548291233285","0.16047548291233285","0.16047548291233285","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"388","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"392","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.19465081723625557","0.19465081723625557","0.19465081723625557"
"396","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.16939078751857356","0.16939078751857356","0.16939078751857356","0.16344725111441308","0.16344725111441308","0.16344725111441308"
"400","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.1723625557206538","0.1723625557206538","0.1723625557206538"
"404","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.17682020802377416","0.17682020802377416","0.17682020802377416"
"408","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.1812778603268945","0.1812778603268945","0.1812778603268945"
"412","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.1812778603268945","0.1812778603268945","0.1812778603268945"
"416","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.1738484398216939","0.1738484398216939","0.1738484398216939","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"420","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.1649331352154532","0.1649331352154532","0.1649331352154532","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.18424962852897475","0.18424962852897475","0.18424962852897475"
"424","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.16047548291233285","0.16047548291233285","0.16047548291233285","0.1664190193164933","0.1664190193164933","0.1664190193164933","0.18573551263001487","0.18573551263001487","0.18573551263001487"
"428","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.1723625557206538","0.1723625557206538","0.1723625557206538"
"432","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.17830609212481427","0.17830609212481427","0.17830609212481427"
"436","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.17682020802377416","0.17682020802377416","0.17682020802377416"
"440","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.1738484398216939","0.1738484398216939","0.1738484398216939","0.16939078751857356","0.16939078751857356","0.16939078751857356"
"444","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.16047548291233285","0.16047548291233285","0.16047548291233285","0.1812778603268945","0.1812778603268945","0.1812778603268945"
