"Step","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/GSM8k__MAX"
"40","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.7937831690674754","0.7937831690674754","0.7937831690674754","0.759666413949962","0.759666413949962","0.759666413949962","0.7846853677028052","0.7846853677028052","0.7846853677028052"
"44","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.800606520090978","0.800606520090978","0.800606520090978","0.7626990144048522","0.7626990144048522","0.7626990144048522","0.7831690674753601","0.7831690674753601","0.7831690674753601"
"48","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.796057619408643","0.796057619408643","0.796057619408643","0.7626990144048522","0.7626990144048522","0.7626990144048522","0.7892342683851402","0.7892342683851402","0.7892342683851402"
"52","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.8051554207733131","0.8051554207733131","0.8051554207733131","0.7702805155420773","0.7702805155420773","0.7702805155420773","0.7922668688400303","0.7922668688400303","0.7922668688400303"
"56","0.8165276724791509","0.8165276724791509","0.8165276724791509","0.8043972706595905","0.8043972706595905","0.8043972706595905","0.7664897649734648","0.7664897649734648","0.7664897649734648","0.7945413191811979","0.7945413191811979","0.7945413191811979"
"60","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.7733131159969674","0.7733131159969674","0.7733131159969674","0.7930250189537529","0.7930250189537529","0.7930250189537529"
"64","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.800606520090978","0.800606520090978","0.800606520090978","0.7793783169067475","0.7793783169067475","0.7793783169067475","0.7877179681576952","0.7877179681576952","0.7877179681576952"
"68","0.8134950720242609","0.8134950720242609","0.8134950720242609","0.7937831690674754","0.7937831690674754","0.7937831690674754","0.7839272175890827","0.7839272175890827","0.7839272175890827","0.778620166793025","0.778620166793025","0.778620166793025"
"72","0.8165276724791509","0.8165276724791509","0.8165276724791509","0.7998483699772555","0.7998483699772555","0.7998483699772555","0.7846853677028052","0.7846853677028052","0.7846853677028052","0.7884761182714177","0.7884761182714177","0.7884761182714177"
"76","0.819560272934041","0.819560272934041","0.819560272934041","0.7952994692949203","0.7952994692949203","0.7952994692949203","0.778620166793025","0.778620166793025","0.778620166793025","0.7945413191811979","0.7945413191811979","0.7945413191811979"
"80","0.8127369219105383","0.8127369219105383","0.8127369219105383","0.7983320697498104","0.7983320697498104","0.7983320697498104","0.7869598180439727","0.7869598180439727","0.7869598180439727","0.7945413191811979","0.7945413191811979","0.7945413191811979"
"84","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.800606520090978","0.800606520090978","0.800606520090978","0.7869598180439727","0.7869598180439727","0.7869598180439727","0.7922668688400303","0.7922668688400303","0.7922668688400303"
"88","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.7975739196360879","0.7975739196360879","0.7975739196360879","0.7831690674753601","0.7831690674753601","0.7831690674753601","0.7937831690674754","0.7937831690674754","0.7937831690674754"
"92","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.7945413191811979","0.7945413191811979","0.7945413191811979","0.7816527672479151","0.7816527672479151","0.7816527672479151","0.7998483699772555","0.7998483699772555","0.7998483699772555"
"96","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8051554207733131","0.8051554207733131","0.8051554207733131","0.7877179681576952","0.7877179681576952","0.7877179681576952","0.7907505686125853","0.7907505686125853","0.7907505686125853"
"100","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.799090219863533","0.799090219863533","0.799090219863533","0.7763457164518575","0.7763457164518575","0.7763457164518575","0.7922668688400303","0.7922668688400303","0.7922668688400303"
"104","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.8021228203184231","0.8021228203184231","0.8021228203184231","0.7748294162244125","0.7748294162244125","0.7748294162244125","0.7975739196360879","0.7975739196360879","0.7975739196360879"
"108","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.7808946171341926","0.7808946171341926","0.7808946171341926","0.7983320697498104","0.7983320697498104","0.7983320697498104"
"112","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8150113722517058","0.8150113722517058","0.8150113722517058","0.7748294162244125","0.7748294162244125","0.7748294162244125","0.7952994692949203","0.7952994692949203","0.7952994692949203"
"116","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8165276724791509","0.8165276724791509","0.8165276724791509","0.7816527672479151","0.7816527672479151","0.7816527672479151","0.7968157695223654","0.7968157695223654","0.7968157695223654"
"120","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8059135708870356","0.8059135708870356","0.8059135708870356","0.7846853677028052","0.7846853677028052","0.7846853677028052","0.7983320697498104","0.7983320697498104","0.7983320697498104"
"124","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.77710386656558","0.77710386656558","0.77710386656558","0.7952994692949203","0.7952994692949203","0.7952994692949203"
"128","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8112206216830933","0.8112206216830933","0.8112206216830933","0.7824109173616376","0.7824109173616376","0.7824109173616376","0.799090219863533","0.799090219863533","0.799090219863533"
"132","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.775587566338135","0.775587566338135","0.775587566338135","0.800606520090978","0.800606520090978","0.800606520090978"
"136","0.824109173616376","0.824109173616376","0.824109173616376","0.819560272934041","0.819560272934041","0.819560272934041","0.7778620166793025","0.7778620166793025","0.7778620166793025","0.8097043214556482","0.8097043214556482","0.8097043214556482"
"140","0.824109173616376","0.824109173616376","0.824109173616376","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.7748294162244125","0.7748294162244125","0.7748294162244125","0.8051554207733131","0.8051554207733131","0.8051554207733131"
"144","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8127369219105383","0.8127369219105383","0.8127369219105383","0.7793783169067475","0.7793783169067475","0.7793783169067475","0.7983320697498104","0.7983320697498104","0.7983320697498104"
"148","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.8127369219105383","0.8127369219105383","0.8127369219105383","0.7763457164518575","0.7763457164518575","0.7763457164518575","0.8021228203184231","0.8021228203184231","0.8021228203184231"
"152","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8089461713419257","0.8089461713419257","0.8089461713419257","0.7748294162244125","0.7748294162244125","0.7748294162244125","0.796057619408643","0.796057619408643","0.796057619408643"
"156","0.8339651250947687","0.8339651250947687","0.8339651250947687","0.8066717210007581","0.8066717210007581","0.8066717210007581","0.7695223654283548","0.7695223654283548","0.7695223654283548","0.7998483699772555","0.7998483699772555","0.7998483699772555"
"160","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.8043972706595905","0.8043972706595905","0.8043972706595905","0.7846853677028052","0.7846853677028052","0.7846853677028052","0.799090219863533","0.799090219863533","0.799090219863533"
"164","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.7831690674753601","0.7831690674753601","0.7831690674753601","0.8127369219105383","0.8127369219105383","0.8127369219105383"
"168","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.7884761182714177","0.7884761182714177","0.7884761182714177","0.8066717210007581","0.8066717210007581","0.8066717210007581"
"172","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8089461713419257","0.8089461713419257","0.8089461713419257","0.7915087187263078","0.7915087187263078","0.7915087187263078","0.8059135708870356","0.8059135708870356","0.8059135708870356"
"176","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.7748294162244125","0.7748294162244125","0.7748294162244125","0.8104624715693708","0.8104624715693708","0.8104624715693708"
"180","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.7862016679302501","0.7862016679302501","0.7862016679302501","0.8066717210007581","0.8066717210007581","0.8066717210007581"
"184","0.8347232752084913","0.8347232752084913","0.8347232752084913","0.821076573161486","0.821076573161486","0.821076573161486","0.7907505686125853","0.7907505686125853","0.7907505686125853","0.8097043214556482","0.8097043214556482","0.8097043214556482"
"188","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.7854435178165277","0.7854435178165277","0.7854435178165277","0.8013646702047005","0.8013646702047005","0.8013646702047005"
"192","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.7937831690674754","0.7937831690674754","0.7937831690674754","0.8051554207733131","0.8051554207733131","0.8051554207733131"
"196","0.8354814253222138","0.8354814253222138","0.8354814253222138","0.8150113722517058","0.8150113722517058","0.8150113722517058","0.7915087187263078","0.7915087187263078","0.7915087187263078","0.8036391205458681","0.8036391205458681","0.8036391205458681"
"200","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.7884761182714177","0.7884761182714177","0.7884761182714177","0.7968157695223654","0.7968157695223654","0.7968157695223654"
"204","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.7808946171341926","0.7808946171341926","0.7808946171341926","0.8066717210007581","0.8066717210007581","0.8066717210007581"
"208","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.7922668688400303","0.7922668688400303","0.7922668688400303","0.796057619408643","0.796057619408643","0.796057619408643"
"212","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.8127369219105383","0.8127369219105383","0.8127369219105383","0.7869598180439727","0.7869598180439727","0.7869598180439727","0.8036391205458681","0.8036391205458681","0.8036391205458681"
"216","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.7983320697498104","0.7983320697498104","0.7983320697498104","0.8051554207733131","0.8051554207733131","0.8051554207733131"
"220","0.8324488248673237","0.8324488248673237","0.8324488248673237","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.7839272175890827","0.7839272175890827","0.7839272175890827","0.8089461713419257","0.8089461713419257","0.8089461713419257"
"224","0.8324488248673237","0.8324488248673237","0.8324488248673237","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.7808946171341926","0.7808946171341926","0.7808946171341926","0.8081880212282032","0.8081880212282032","0.8081880212282032"
"228","0.8347232752084913","0.8347232752084913","0.8347232752084913","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.7846853677028052","0.7846853677028052","0.7846853677028052","0.8119787717968158","0.8119787717968158","0.8119787717968158"
"232","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.821076573161486","0.821076573161486","0.821076573161486","0.796057619408643","0.796057619408643","0.796057619408643","0.8104624715693708","0.8104624715693708","0.8104624715693708"
"236","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.7892342683851402","0.7892342683851402","0.7892342683851402","0.8066717210007581","0.8066717210007581","0.8066717210007581"
"240","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.7907505686125853","0.7907505686125853","0.7907505686125853","0.8059135708870356","0.8059135708870356","0.8059135708870356"
"244","0.8339651250947687","0.8339651250947687","0.8339651250947687","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.7846853677028052","0.7846853677028052","0.7846853677028052","0.8127369219105383","0.8127369219105383","0.8127369219105383"
"248","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.7763457164518575","0.7763457164518575","0.7763457164518575","0.8104624715693708","0.8104624715693708","0.8104624715693708"
"252","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.78013646702047","0.78013646702047","0.78013646702047","0.8104624715693708","0.8104624715693708","0.8104624715693708"
"256","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.7793783169067475","0.7793783169067475","0.7793783169067475","0.8043972706595905","0.8043972706595905","0.8043972706595905"
"260","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.7748294162244125","0.7748294162244125","0.7748294162244125","0.8028809704321456","0.8028809704321456","0.8028809704321456"
"264","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8134950720242609","0.8134950720242609","0.8134950720242609","0.775587566338135","0.775587566338135","0.775587566338135","0.8081880212282032","0.8081880212282032","0.8081880212282032"
"268","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.7998483699772555","0.7998483699772555","0.7998483699772555","0.7717968157695224","0.7717968157695224","0.7717968157695224","0.8112206216830933","0.8112206216830933","0.8112206216830933"
"272","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8013646702047005","0.8013646702047005","0.8013646702047005","0.7717968157695224","0.7717968157695224","0.7717968157695224","0.8066717210007581","0.8066717210007581","0.8066717210007581"
"276","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8066717210007581","0.8066717210007581","0.8066717210007581","0.7687642153146323","0.7687642153146323","0.7687642153146323","0.8043972706595905","0.8043972706595905","0.8043972706595905"
"280","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.7763457164518575","0.7763457164518575","0.7763457164518575","0.8021228203184231","0.8021228203184231","0.8021228203184231"
"284","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8028809704321456","0.8028809704321456","0.8028809704321456","0.7702805155420773","0.7702805155420773","0.7702805155420773","0.8059135708870356","0.8059135708870356","0.8059135708870356"
"288","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.7619408642911296","0.7619408642911296","0.7619408642911296","0.7975739196360879","0.7975739196360879","0.7975739196360879"
"292","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.7649734647460197","0.7649734647460197","0.7649734647460197","0.8021228203184231","0.8021228203184231","0.8021228203184231"
"296","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8059135708870356","0.8059135708870356","0.8059135708870356","0.7702805155420773","0.7702805155420773","0.7702805155420773","0.8134950720242609","0.8134950720242609","0.8134950720242609"
"300","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.7998483699772555","0.7998483699772555","0.7998483699772555","0.7642153146322972","0.7642153146322972","0.7642153146322972","0.8051554207733131","0.8051554207733131","0.8051554207733131"
"304","0.8362395754359363","0.8362395754359363","0.8362395754359363","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.7725549658832449","0.7725549658832449","0.7725549658832449","0.7975739196360879","0.7975739196360879","0.7975739196360879"
"308","0.8369977255496588","0.8369977255496588","0.8369977255496588","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.7824109173616376","0.7824109173616376","0.7824109173616376","0.7983320697498104","0.7983320697498104","0.7983320697498104"
"312","0.8377558756633814","0.8377558756633814","0.8377558756633814","0.819560272934041","0.819560272934041","0.819560272934041","0.775587566338135","0.775587566338135","0.775587566338135","0.796057619408643","0.796057619408643","0.796057619408643"
"316","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.824109173616376","0.824109173616376","0.824109173616376","0.7710386656557998","0.7710386656557998","0.7710386656557998","0.7952994692949203","0.7952994692949203","0.7952994692949203"
"320","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.778620166793025","0.778620166793025","0.778620166793025","0.8104624715693708","0.8104624715693708","0.8104624715693708"
"324","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.7831690674753601","0.7831690674753601","0.7831690674753601","0.8074298711144806","0.8074298711144806","0.8074298711144806"
"328","0.8377558756633814","0.8377558756633814","0.8377558756633814","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.7839272175890827","0.7839272175890827","0.7839272175890827","0.8059135708870356","0.8059135708870356","0.8059135708870356"
"332","0.8362395754359363","0.8362395754359363","0.8362395754359363","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.7915087187263078","0.7915087187263078","0.7915087187263078","0.8051554207733131","0.8051554207733131","0.8051554207733131"
"336","0.8423047763457164","0.8423047763457164","0.8423047763457164","0.824109173616376","0.824109173616376","0.824109173616376","0.7778620166793025","0.7778620166793025","0.7778620166793025","0.8051554207733131","0.8051554207733131","0.8051554207733131"
"340","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.7824109173616376","0.7824109173616376","0.7824109173616376","0.7975739196360879","0.7975739196360879","0.7975739196360879"
"344","0.8339651250947687","0.8339651250947687","0.8339651250947687","0.824109173616376","0.824109173616376","0.824109173616376","0.7846853677028052","0.7846853677028052","0.7846853677028052","0.799090219863533","0.799090219863533","0.799090219863533"
"348","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.7793783169067475","0.7793783169067475","0.7793783169067475","0.8051554207733131","0.8051554207733131","0.8051554207733131"
"352","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.7793783169067475","0.7793783169067475","0.7793783169067475","0.8074298711144806","0.8074298711144806","0.8074298711144806"
"356","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.819560272934041","0.819560272934041","0.819560272934041","0.7831690674753601","0.7831690674753601","0.7831690674753601","0.8036391205458681","0.8036391205458681","0.8036391205458681"
"360","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.7824109173616376","0.7824109173616376","0.7824109173616376","0.8021228203184231","0.8021228203184231","0.8021228203184231"
"364","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.7748294162244125","0.7748294162244125","0.7748294162244125","0.7937831690674754","0.7937831690674754","0.7937831690674754"
"368","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.7846853677028052","0.7846853677028052","0.7846853677028052","0.8051554207733131","0.8051554207733131","0.8051554207733131"
"372","0.8324488248673237","0.8324488248673237","0.8324488248673237","0.8165276724791509","0.8165276724791509","0.8165276724791509","0.7740712661106899","0.7740712661106899","0.7740712661106899","0.8043972706595905","0.8043972706595905","0.8043972706595905"
"376","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8134950720242609","0.8134950720242609","0.8134950720242609","0.778620166793025","0.778620166793025","0.778620166793025","0.8013646702047005","0.8013646702047005","0.8013646702047005"
"380","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.8112206216830933","0.8112206216830933","0.8112206216830933","0.7892342683851402","0.7892342683851402","0.7892342683851402","0.8028809704321456","0.8028809704321456","0.8028809704321456"
"384","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8127369219105383","0.8127369219105383","0.8127369219105383","0.7824109173616376","0.7824109173616376","0.7824109173616376","0.8081880212282032","0.8081880212282032","0.8081880212282032"
"388","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.77710386656558","0.77710386656558","0.77710386656558","0.7907505686125853","0.7907505686125853","0.7907505686125853"
"392","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.8081880212282032","0.8081880212282032","0.8081880212282032","0.78013646702047","0.78013646702047","0.78013646702047","0.7907505686125853","0.7907505686125853","0.7907505686125853"
"396","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8059135708870356","0.8059135708870356","0.8059135708870356","0.7793783169067475","0.7793783169067475","0.7793783169067475","0.7854435178165277","0.7854435178165277","0.7854435178165277"
"400","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8013646702047005","0.8013646702047005","0.8013646702047005","0.7748294162244125","0.7748294162244125","0.7748294162244125","0.7862016679302501","0.7862016679302501","0.7862016679302501"
"404","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8074298711144806","0.8074298711144806","0.8074298711144806","0.77710386656558","0.77710386656558","0.77710386656558","0.7877179681576952","0.7877179681576952","0.7877179681576952"
"408","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.796057619408643","0.796057619408643","0.796057619408643","0.7680060652009097","0.7680060652009097","0.7680060652009097","0.7952994692949203","0.7952994692949203","0.7952994692949203"
"412","0.824109173616376","0.824109173616376","0.824109173616376","0.8066717210007581","0.8066717210007581","0.8066717210007581","0.78013646702047","0.78013646702047","0.78013646702047","0.7922668688400303","0.7922668688400303","0.7922668688400303"
"416","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8036391205458681","0.8036391205458681","0.8036391205458681","0.7748294162244125","0.7748294162244125","0.7748294162244125","0.7915087187263078","0.7915087187263078","0.7915087187263078"
"420","0.821076573161486","0.821076573161486","0.821076573161486","0.8150113722517058","0.8150113722517058","0.8150113722517058","0.7725549658832449","0.7725549658832449","0.7725549658832449","0.7824109173616376","0.7824109173616376","0.7824109173616376"
"424","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8165276724791509","0.8165276724791509","0.8165276724791509","0.7816527672479151","0.7816527672479151","0.7816527672479151","0.7915087187263078","0.7915087187263078","0.7915087187263078"
"428","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.778620166793025","0.778620166793025","0.778620166793025","0.7915087187263078","0.7915087187263078","0.7915087187263078"
"432","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.778620166793025","0.778620166793025","0.778620166793025","0.8021228203184231","0.8021228203184231","0.8021228203184231"
"436","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.7710386656557998","0.7710386656557998","0.7710386656557998","0.8028809704321456","0.8028809704321456","0.8028809704321456"
"440","0.819560272934041","0.819560272934041","0.819560272934041","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.7816527672479151","0.7816527672479151","0.7816527672479151","0.8074298711144806","0.8074298711144806","0.8074298711144806"
"444","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8043972706595905","0.8043972706595905","0.8043972706595905","0.7733131159969674","0.7733131159969674","0.7733131159969674","0.8097043214556482","0.8097043214556482","0.8097043214556482"
"448","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8051554207733131","0.8051554207733131","0.8051554207733131","0.7710386656557998","0.7710386656557998","0.7710386656557998","0.8089461713419257","0.8089461713419257","0.8089461713419257"
"452","0.824109173616376","0.824109173616376","0.824109173616376","0.8081880212282032","0.8081880212282032","0.8081880212282032","0.778620166793025","0.778620166793025","0.778620166793025","0.8112206216830933","0.8112206216830933","0.8112206216830933"
