Step,rl.grpo_llama.1b_decay_long.20B_math.8k_0421_1805 - val/test_score/OlympiadBench,rl.grpo_llama.1b_decay_long.20B_math.8k_0421_1805 - val/test_score/OlympiadBench__MAX,rl.grpo_llama.1b_decay_long.20B_math.8k_0421_1805 - val/test_score/OlympiadBench__MIN,rl.grpo_llama.1b_decay_long.short.mix.20B_math.8k_0421_1311 - val/test_score/OlympiadBench,rl.grpo_llama.1b_decay_long.short.mix.20B_math.8k_0421_1311 - val/test_score/OlympiadBench__MAX,rl.grpo_llama.1b_decay_long.short.mix.20B_math.8k_0421_1311 - val/test_score/OlympiadBench__MIN,rl.grpo_llama.1b_decay_short.20B_math.8k_0422_1125 - val/test_score/OlympiadBench,rl.grpo_llama.1b_decay_short.20B_math.8k_0422_1125 - val/test_score/OlympiadBench__MAX,rl.grpo_llama.1b_decay_short.20B_math.8k_0422_1125 - val/test_score/OlympiadBench__MIN
116,0.1426448736998514,0.1426448736998514,0.1426448736998514,0.1292719167904903,0.1292719167904903,0.1292719167904903,0.1263001485884101,0.1263001485884101,0.1263001485884101
120,0.1396731054977711,0.1396731054977711,0.1396731054977711,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.1144130757800891,0.1144130757800891,0.1144130757800891
124,0.1441307578008915,0.1441307578008915,0.1441307578008915,0.1515601783060921,0.1515601783060921,0.1515601783060921,0.1218424962852897,0.1218424962852897,0.1218424962852897
128,0.1619613670133729,0.1619613670133729,0.1619613670133729,0.1292719167904903,0.1292719167904903,0.1292719167904903,0.1203566121842496,0.1203566121842496,0.1203566121842496
132,0.1515601783060921,0.1515601783060921,0.1515601783060921,0.1367013372956909,0.1367013372956909,0.1367013372956909,0.1188707280832095,0.1188707280832095,0.1188707280832095
136,0.1426448736998514,0.1426448736998514,0.1426448736998514,0.1292719167904903,0.1292719167904903,0.1292719167904903,0.1367013372956909,0.1367013372956909,0.1367013372956909
140,0.1679049034175334,0.1679049034175334,0.1679049034175334,0.1530460624071322,0.1530460624071322,0.1530460624071322,0.1188707280832095,0.1188707280832095,0.1188707280832095
144,0.1619613670133729,0.1619613670133729,0.1619613670133729,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.1158989598811292,0.1158989598811292,0.1158989598811292
148,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.1560178306092124,0.1560178306092124,0.1560178306092124,0.1396731054977711,0.1396731054977711,0.1396731054977711
152,0.1589895988112927,0.1589895988112927,0.1589895988112927,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1277860326894502,0.1277860326894502,0.1277860326894502
156,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1352154531946508,0.1352154531946508,0.1352154531946508
160,0.1589895988112927,0.1589895988112927,0.1589895988112927,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1292719167904903,0.1292719167904903,0.1292719167904903
164,0.1619613670133729,0.163447251114413,0.1604754829123328,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.1367013372956909,0.1367013372956909,0.1367013372956909
168,0.1656760772659732,0.1679049034175334,0.163447251114413,0.1560178306092124,0.1560178306092124,0.1560178306092124,0.1352154531946508,0.1352154531946508,0.1352154531946508
172,0.1619613670133729,0.1619613670133729,0.1619613670133729,0.1441307578008915,0.1441307578008915,0.1441307578008915,0.1188707280832095,0.1188707280832095,0.1188707280832095
176,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1352154531946508,0.1352154531946508,0.1352154531946508
180,0.1619613670133729,0.1619613670133729,0.1619613670133729,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.138187221396731,0.138187221396731,0.138187221396731
184,0.1679049034175334,0.1679049034175334,0.1679049034175334,0.1426448736998514,0.1426448736998514,0.1426448736998514,0.1337295690936107,0.1337295690936107,0.1337295690936107
188,0.1842496285289747,0.1842496285289747,0.1842496285289747,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1367013372956909,0.1367013372956909,0.1367013372956909
192,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.1515601783060921,0.1515601783060921,0.1515601783060921,0.1367013372956909,0.1367013372956909,0.1367013372956909
196,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.138187221396731,0.138187221396731,0.138187221396731,0.1471025260029717,0.1471025260029717,0.1471025260029717
200,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1485884101040119,0.1485884101040119,0.1485884101040119
204,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1277860326894502,0.1277860326894502,0.1277860326894502
208,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.138187221396731,0.138187221396731,0.138187221396731
212,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1307578008915304,0.1307578008915304,0.1307578008915304
216,,,,0.1426448736998514,0.1426448736998514,0.1426448736998514,0.1248142644873699,0.1248142644873699,0.1248142644873699
220,,,,0.1441307578008915,0.1441307578008915,0.1441307578008915,0.1322436849925705,0.1322436849925705,0.1322436849925705
224,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1158989598811292,0.1158989598811292,0.1158989598811292
228,,,,0.1396731054977711,0.1396731054977711,0.1396731054977711,0.1396731054977711,0.1396731054977711,0.1396731054977711
232,,,,0.1396731054977711,0.1396731054977711,0.1396731054977711,0.1322436849925705,0.1322436849925705,0.1322436849925705
236,,,,0.1441307578008915,0.1441307578008915,0.1441307578008915,0.1322436849925705,0.1322436849925705,0.1322436849925705
240,,,,0.1307578008915304,0.1307578008915304,0.1307578008915304,0.1188707280832095,0.1188707280832095,0.1188707280832095
244,,,,0.1263001485884101,0.1263001485884101,0.1263001485884101,0.1277860326894502,0.1277860326894502,0.1277860326894502
248,,,,0.1367013372956909,0.1367013372956909,0.1367013372956909,0.1277860326894502,0.1277860326894502,0.1277860326894502
252,,,,0.1441307578008915,0.1441307578008915,0.1441307578008915,0.1277860326894502,0.1277860326894502,0.1277860326894502
256,,,,0.138187221396731,0.138187221396731,0.138187221396731,0.1292719167904903,0.1292719167904903,0.1292719167904903
260,,,,0.1441307578008915,0.1441307578008915,0.1441307578008915,0.1411589895988113,0.1411589895988113,0.1411589895988113
264,,,,0.1441307578008915,0.1441307578008915,0.1441307578008915,0.138187221396731,0.138187221396731,0.138187221396731
268,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.1322436849925705,0.1322436849925705,0.1322436849925705
272,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.1292719167904903,0.1292719167904903,0.1292719167904903
276,,,,0.1352154531946508,0.1352154531946508,0.1352154531946508,0.1396731054977711,0.1396731054977711,0.1396731054977711
280,,,,0.1352154531946508,0.1352154531946508,0.1352154531946508,0.1411589895988113,0.1411589895988113,0.1411589895988113
284,,,,0.1218424962852897,0.1218424962852897,0.1218424962852897,0.1515601783060921,0.1515601783060921,0.1515601783060921
288,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1441307578008915,0.1441307578008915,0.1441307578008915
292,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.1352154531946508,0.1352154531946508,0.1352154531946508
296,,,,0.1322436849925705,0.1322436849925705,0.1322436849925705,0.1277860326894502,0.1277860326894502,0.1277860326894502
300,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1396731054977711,0.1396731054977711,0.1396731054977711
304,,,,0.1307578008915304,0.1307578008915304,0.1307578008915304,0.1411589895988113,0.1411589895988113,0.1411589895988113
308,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1396731054977711,0.1396731054977711,0.1396731054977711
312,,,,0.1560178306092124,0.1560178306092124,0.1560178306092124,0.1485884101040119,0.1485884101040119,0.1485884101040119
316,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1441307578008915,0.1441307578008915,0.1441307578008915
320,,,,0.1560178306092124,0.1560178306092124,0.1560178306092124,0.1396731054977711,0.1396731054977711,0.1396731054977711
324,,,,0.1604754829123328,0.1604754829123328,0.1604754829123328,0.1352154531946508,0.1352154531946508,0.1352154531946508
328,,,,0.1619613670133729,0.1619613670133729,0.1619613670133729,0.138187221396731,0.138187221396731,0.138187221396731
332,,,,0.1649331352154532,0.1649331352154532,0.1649331352154532,0.1367013372956909,0.1367013372956909,0.1367013372956909
336,,,,0.1604754829123328,0.1604754829123328,0.1604754829123328,0.1545319465081723,0.1545319465081723,0.1545319465081723
340,,,,0.1545319465081723,0.1545319465081723,0.1545319465081723,0.150074294205052,0.150074294205052,0.150074294205052
344,,,,0.1649331352154532,0.1649331352154532,0.1649331352154532,0.1560178306092124,0.1560178306092124,0.1560178306092124
348,,,,0.1530460624071322,0.1530460624071322,0.1530460624071322,0.150074294205052,0.150074294205052,0.150074294205052
352,,,,0.1649331352154532,0.1649331352154532,0.1649331352154532,0.1589895988112927,0.1589895988112927,0.1589895988112927
356,,,,0.150074294205052,0.150074294205052,0.150074294205052,0.1575037147102526,0.1575037147102526,0.1575037147102526
360,,,,0.1589895988112927,0.1589895988112927,0.1589895988112927,0.138187221396731,0.138187221396731,0.138187221396731
364,,,,0.1604754829123328,0.1604754829123328,0.1604754829123328,0.1411589895988113,0.1411589895988113,0.1411589895988113
368,,,,0.1604754829123328,0.1604754829123328,0.1604754829123328,0.1411589895988113,0.1411589895988113,0.1411589895988113
372,,,,0.1619613670133729,0.1619613670133729,0.1619613670133729,0.1441307578008915,0.1441307578008915,0.1441307578008915
376,,,,0.1693907875185735,0.1693907875185735,0.1693907875185735,0.1515601783060921,0.1515601783060921,0.1515601783060921
380,,,,0.1649331352154532,0.1649331352154532,0.1649331352154532,0.1723625557206538,0.1723625557206538,0.1723625557206538
384,,,,0.1545319465081723,0.1545319465081723,0.1545319465081723,0.1456166419019316,0.1456166419019316,0.1456166419019316
388,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.1352154531946508,0.1352154531946508,0.1352154531946508
392,,,,0.1530460624071322,0.1530460624071322,0.1530460624071322,0.1352154531946508,0.1352154531946508,0.1352154531946508
396,,,,0.1515601783060921,0.1515601783060921,0.1515601783060921,0.1322436849925705,0.1322436849925705,0.1322436849925705
400,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.1322436849925705,0.1322436849925705,0.1322436849925705
404,,,,0.150074294205052,0.150074294205052,0.150074294205052,0.1367013372956909,0.1367013372956909,0.1367013372956909
408,,,,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.1277860326894502,0.1277860326894502,0.1277860326894502
412,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.1337295690936107,0.1337295690936107,0.1337295690936107
416,,,,0.138187221396731,0.138187221396731,0.138187221396731,0.1456166419019316,0.1456166419019316,0.1456166419019316
420,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1441307578008915,0.1441307578008915,0.1441307578008915
424,,,,0.1292719167904903,0.1292719167904903,0.1292719167904903,0.1352154531946508,0.1352154531946508,0.1352154531946508
428,,,,0.1560178306092124,0.1560178306092124,0.1560178306092124,0.1248142644873699,0.1248142644873699,0.1248142644873699
432,,,,0.138187221396731,0.138187221396731,0.138187221396731,0.1307578008915304,0.1307578008915304,0.1307578008915304
436,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.150074294205052,0.150074294205052,0.150074294205052
440,,,,0.1352154531946508,0.1352154531946508,0.1352154531946508,0.1456166419019316,0.1456166419019316,0.1456166419019316
444,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1322436849925705,0.1322436849925705,0.1322436849925705
448,,,,0.1515601783060921,0.1515601783060921,0.1515601783060921,0.1367013372956909,0.1367013372956909,0.1367013372956909
452,,,,0.1426448736998514,0.1426448736998514,0.1426448736998514,0.1411589895988113,0.1411589895988113,0.1411589895988113
456,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.1471025260029717,0.1471025260029717,0.1471025260029717
460,,,,0.1426448736998514,0.1426448736998514,0.1426448736998514,0.138187221396731,0.138187221396731,0.138187221396731
464,,,,0.1352154531946508,0.1352154531946508,0.1352154531946508,0.1248142644873699,0.1248142644873699,0.1248142644873699
468,,,,0.1322436849925705,0.1322436849925705,0.1322436849925705,0.1441307578008915,0.1441307578008915,0.1441307578008915
472,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.1545319465081723,0.1545319465081723,0.1545319465081723
476,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1471025260029717
480,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.1367013372956909,0.1367013372956909,0.1367013372956909
484,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.1307578008915304,0.1307578008915304,0.1307578008915304
488,,,,0.1589895988112927,0.1589895988112927,0.1589895988112927,0.1589895988112927,0.1589895988112927,0.1589895988112927
492,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1485884101040119,0.1485884101040119,0.1485884101040119
496,,,,0.1367013372956909,0.1367013372956909,0.1367013372956909,0.1426448736998514,0.1426448736998514,0.1426448736998514
500,,,,0.1396731054977711,0.1396731054977711,0.1396731054977711,0.1367013372956909,0.1367013372956909,0.1367013372956909
504,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.1426448736998514,0.1426448736998514,0.1426448736998514
508,,,,0.138187221396731,0.138187221396731,0.138187221396731,0.1307578008915304,0.1307578008915304,0.1307578008915304
512,,,,0.1337295690936107,0.1337295690936107,0.1337295690936107,0.1367013372956909,0.1367013372956909,0.1367013372956909
516,,,,0.1322436849925705,0.1322436849925705,0.1322436849925705,0.1248142644873699,0.1248142644873699,0.1248142644873699
520,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.1203566121842496,0.1203566121842496,0.1203566121842496
524,,,,0.150074294205052,0.150074294205052,0.150074294205052,0.1307578008915304,0.1307578008915304,0.1307578008915304
528,,,,0.1530460624071322,0.1530460624071322,0.1530460624071322,0.1248142644873699,0.1248142644873699,0.1248142644873699
532,,,,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.1307578008915304,0.1307578008915304,0.1307578008915304
536,,,,0.150074294205052,0.150074294205052,0.150074294205052,0.1411589895988113,0.1411589895988113,0.1411589895988113
540,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.1173848439821693,0.1173848439821693,0.1173848439821693
544,,,,0.1530460624071322,0.1530460624071322,0.1530460624071322,0.1277860326894502,0.1277860326894502,0.1277860326894502
548,,,,0.150074294205052,0.150074294205052,0.150074294205052,0.1322436849925705,0.1322436849925705,0.1322436849925705
552,,,,0.1441307578008915,0.1441307578008915,0.1441307578008915,0.1396731054977711,0.1396731054977711,0.1396731054977711
556,,,,0.1337295690936107,0.1337295690936107,0.1337295690936107,0.1203566121842496,0.1203566121842496,0.1203566121842496
560,,,,0.138187221396731,0.138187221396731,0.138187221396731,0.1292719167904903,0.1292719167904903,0.1292719167904903
564,,,,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.1485884101040119,0.1485884101040119,0.1485884101040119
568,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113,0.1352154531946508,0.1352154531946508,0.1352154531946508
572,,,,0.1530460624071322,0.1530460624071322,0.1530460624071322,0.1367013372956909,0.1367013372956909,0.1367013372956909
576,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1352154531946508,0.1352154531946508,0.1352154531946508
580,,,,0.1292719167904903,0.1292719167904903,0.1292719167904903,0.1337295690936107,0.1337295690936107,0.1337295690936107
584,,,,0.1367013372956909,0.1367013372956909,0.1367013372956909,0.1396731054977711,0.1396731054977711,0.1396731054977711
588,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1426448736998514,0.1426448736998514,0.1426448736998514
592,,,,0.1530460624071322,0.1530460624071322,0.1530460624071322,0.1426448736998514,0.1426448736998514,0.1426448736998514
596,,,,0.1589895988112927,0.1589895988112927,0.1589895988112927,0.1485884101040119,0.1485884101040119,0.1485884101040119
600,,,,0.150074294205052,0.150074294205052,0.150074294205052,0.1485884101040119,0.1485884101040119,0.1485884101040119
604,,,,0.1545319465081723,0.1545319465081723,0.1545319465081723,0.1322436849925705,0.1322436849925705,0.1322436849925705
608,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.138187221396731,0.138187221396731,0.138187221396731
612,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.138187221396731,0.138187221396731,0.138187221396731
616,,,,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.1441307578008915,0.1441307578008915,0.1441307578008915
620,,,,0.1441307578008915,0.1441307578008915,0.1441307578008915,0.1396731054977711,0.1396731054977711,0.1396731054977711
624,,,,0.1515601783060921,0.1515601783060921,0.1515601783060921,0.138187221396731,0.138187221396731,0.138187221396731
628,,,,0.1619613670133729,0.1619613670133729,0.1619613670133729,0.1471025260029717,0.1471025260029717,0.1471025260029717
632,,,,0.1560178306092124,0.1560178306092124,0.1560178306092124,0.1352154531946508,0.1352154531946508,0.1352154531946508
636,,,,0.1396731054977711,0.1396731054977711,0.1396731054977711,0.1485884101040119,0.1485884101040119,0.1485884101040119
640,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119,0.150074294205052,0.150074294205052,0.150074294205052
644,,,,0.1589895988112927,0.1589895988112927,0.1589895988112927,0.1456166419019316,0.1456166419019316,0.1456166419019316
648,,,,0.150074294205052,0.150074294205052,0.150074294205052,0.1292719167904903,0.1292719167904903,0.1292719167904903
652,,,,0.138187221396731,0.138187221396731,0.138187221396731,0.1337295690936107,0.1337295690936107,0.1337295690936107
656,,,,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.1396731054977711,0.1396731054977711,0.1396731054977711
660,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717,0.1396731054977711,0.1396731054977711,0.1396731054977711
664,,,,0.1426448736998514,0.1426448736998514,0.1426448736998514,0.138187221396731,0.138187221396731,0.138187221396731
668,,,,0.1649331352154532,0.1649331352154532,0.1649331352154532,0.1530460624071322,0.1530460624071322,0.1530460624071322
672,,,,0.1589895988112927,0.1589895988112927,0.1589895988112927,0.1411589895988113,0.1411589895988113,0.1411589895988113
676,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316,0.1441307578008915,0.1441307578008915,0.1441307578008915
680,,,,0.1560178306092124,0.1560178306092124,0.1560178306092124,0.1530460624071322,0.1530460624071322,0.1530460624071322
684,,,,0.1619613670133729,0.1619613670133729,0.1619613670133729,0.1441307578008915,0.1441307578008915,0.1441307578008915
688,,,,0.1604754829123328,0.1604754829123328,0.1604754829123328,0.1352154531946508,0.1352154531946508,0.1352154531946508
692,,,,0.1575037147102526,0.1575037147102526,0.1575037147102526,0.1367013372956909,0.1367013372956909,0.1367013372956909
696,,,,,,,0.1456166419019316,0.1456166419019316,0.1456166419019316
700,,,,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113
704,,,,,,,0.1307578008915304,0.1307578008915304,0.1307578008915304
708,,,,,,,0.1263001485884101,0.1263001485884101,0.1263001485884101
712,,,,,,,0.1441307578008915,0.1441307578008915,0.1441307578008915
716,,,,,,,0.150074294205052,0.150074294205052,0.150074294205052
720,,,,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113
724,,,,,,,0.1352154531946508,0.1352154531946508,0.1352154531946508
728,,,,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717
732,,,,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113
736,,,,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119
740,,,,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113
744,,,,,,,0.1218424962852897,0.1218424962852897,0.1218424962852897
748,,,,,,,0.1248142644873699,0.1248142644873699,0.1248142644873699
752,,,,,,,0.138187221396731,0.138187221396731,0.138187221396731
756,,,,,,,0.1545319465081723,0.1545319465081723,0.1545319465081723
760,,,,,,,0.1426448736998514,0.1426448736998514,0.1426448736998514
764,,,,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113
768,,,,,,,0.1515601783060921,0.1515601783060921,0.1515601783060921
772,,,,,,,0.1530460624071322,0.1530460624071322,0.1530460624071322
776,,,,,,,0.1604754829123328,0.1604754829123328,0.1604754829123328
780,,,,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119
784,,,,,,,0.150074294205052,0.150074294205052,0.150074294205052
788,,,,,,,0.138187221396731,0.138187221396731,0.138187221396731
792,,,,,,,0.1322436849925705,0.1322436849925705,0.1322436849925705
796,,,,,,,0.1292719167904903,0.1292719167904903,0.1292719167904903
800,,,,,,,0.138187221396731,0.138187221396731,0.138187221396731
804,,,,,,,0.150074294205052,0.150074294205052,0.150074294205052
808,,,,,,,0.1575037147102526,0.1575037147102526,0.1575037147102526
812,,,,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119
816,,,,,,,0.1471025260029717,0.1471025260029717,0.1471025260029717
820,,,,,,,0.1560178306092124,0.1560178306092124,0.1560178306092124
824,,,,,,,0.1485884101040119,0.1485884101040119,0.1485884101040119
828,,,,,,,0.1560178306092124,0.1560178306092124,0.1560178306092124
832,,,,,,,0.1545319465081723,0.1545319465081723,0.1545319465081723
836,,,,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113
840,,,,,,,0.1560178306092124,0.1560178306092124,0.1560178306092124
844,,,,,,,0.1411589895988113,0.1411589895988113,0.1411589895988113
848,,,,,,,0.1426448736998514,0.1426448736998514,0.1426448736998514
852,,,,,,,0.1545319465081723,0.1545319465081723,0.1545319465081723
856,,,,,,,0.1515601783060921,0.1515601783060921,0.1515601783060921
860,,,,,,,0.1426448736998514,0.1426448736998514,0.1426448736998514
864,,,,,,,0.138187221396731,0.138187221396731,0.138187221396731
868,,,,,,,0.1322436849925705,0.1322436849925705,0.1322436849925705
872,,,,,,,0.1352154531946508,0.1352154531946508,0.1352154531946508
876,,,,,,,0.1322436849925705,0.1322436849925705,0.1322436849925705
