"Step","rl.grpo_llama.3b_decay_short.20B_math.8k_0422_1123 - val/test_score/OlympiadBench","rl.grpo_llama.3b_decay_short.20B_math.8k_0422_1123 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_decay_short.20B_math.8k_0422_1123 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_decay_long.short.mix.20B_math.8k_0421_1810 - val/test_score/OlympiadBench","rl.grpo_llama.3b_decay_long.short.mix.20B_math.8k_0421_1810 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_decay_long.short.mix.20B_math.8k_0421_1810 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_decay_long.20B_math.8k_0421_1332 - val/test_score/OlympiadBench","rl.grpo_llama.3b_decay_long.20B_math.8k_0421_1332 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_decay_long.20B_math.8k_0421_1332 - val/test_score/OlympiadBench__MAX"
"68","0.237741456166419","0.237741456166419","0.237741456166419","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.26151560178306094","0.26151560178306094","0.26151560178306094"
"72","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.26151560178306094","0.26151560178306094","0.26151560178306094"
"76","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.2362555720653789","0.2362555720653789","0.2362555720653789","0.26448736998514116","0.26448736998514116","0.26448736998514116"
"80","0.23328380386329867","0.23328380386329867","0.23328380386329867","0.2436849925705795","0.2436849925705795","0.2436849925705795","0.2511144130757801","0.2511144130757801","0.2511144130757801"
"84","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.24071322436849926","0.24071322436849926","0.24071322436849926","0.2823179791976226","0.2823179791976226","0.2823179791976226"
"88","0.24071322436849926","0.24071322436849926","0.24071322436849926","0.2526002971768202","0.2526002971768202","0.2526002971768202","0.2912332838038633","0.2912332838038633","0.2912332838038633"
"92","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.2526002971768202","0.2526002971768202","0.2526002971768202","0.27191679049034173","0.27191679049034173","0.27191679049034173"
"96","0.23922734026745915","0.23922734026745915","0.23922734026745915","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.27786032689450224","0.27786032689450224","0.27786032689450224"
"100","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.24962852897473997","0.24962852897473997","0.24962852897473997","0.29569093610698366","0.29569093610698366","0.29569093610698366"
"104","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.2540861812778603","0.2540861812778603","0.2540861812778603","0.2852897473997028","0.2852897473997028","0.2852897473997028"
"108","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.24219910846953938","0.24219910846953938","0.24219910846953938","0.2867756315007429","0.2867756315007429","0.2867756315007429"
"112","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.23922734026745915","0.23922734026745915","0.23922734026745915","0.3031203566121842","0.3031203566121842","0.3031203566121842"
"116","0.212481426448737","0.212481426448737","0.212481426448737","0.24962852897473997","0.24962852897473997","0.24962852897473997","0.29569093610698366","0.29569093610698366","0.29569093610698366"
"120","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.2540861812778603","0.2540861812778603","0.2540861812778603","0.30460624071322434","0.30460624071322434","0.30460624071322434"
"124","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.23476968796433878","0.23476968796433878","0.23476968796433878","0.29420505200594355","0.29420505200594355","0.29420505200594355"
"128","0.237741456166419","0.237741456166419","0.237741456166419","0.2540861812778603","0.2540861812778603","0.2540861812778603","0.3016344725111441","0.3016344725111441","0.3016344725111441"
"132","0.24219910846953938","0.24219910846953938","0.24219910846953938","0.2451708766716196","0.2451708766716196","0.2451708766716196","0.31203566121842496","0.31203566121842496","0.31203566121842496"
"136","0.2436849925705795","0.2436849925705795","0.2436849925705795","0.24814264487369986","0.24814264487369986","0.24814264487369986","0.30460624071322434","0.30460624071322434","0.30460624071322434"
"140","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.26151560178306094","0.26151560178306094","0.26151560178306094","0.3075780089153046","0.3075780089153046","0.3075780089153046"
"144","0.24071322436849926","0.24071322436849926","0.24071322436849926","0.2585438335809807","0.2585438335809807","0.2585438335809807","0.2986627043090639","0.2986627043090639","0.2986627043090639"
"148","0.237741456166419","0.237741456166419","0.237741456166419","0.2451708766716196","0.2451708766716196","0.2451708766716196","0.31946508172362553","0.31946508172362553","0.31946508172362553"
"152","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.24962852897473997","0.24962852897473997","0.24962852897473997","0.300148588410104","0.300148588410104","0.300148588410104"
"156","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.2526002971768202","0.2526002971768202","0.2526002971768202","0.31203566121842496","0.31203566121842496","0.31203566121842496"
"160","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.23922734026745915","0.23922734026745915","0.23922734026745915","0.30460624071322434","0.30460624071322434","0.30460624071322434"
"164","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.2436849925705795","0.2436849925705795","0.2436849925705795","0.31054977711738485","0.31054977711738485","0.31054977711738485"
"168","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.26151560178306094","0.26151560178306094","0.26151560178306094","0.2971768202080238","0.2971768202080238","0.2971768202080238"
"172","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.24071322436849926","0.24071322436849926","0.24071322436849926","0.3016344725111441","0.3016344725111441","0.3016344725111441"
"176","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.2436849925705795","0.2436849925705795","0.2436849925705795","0.31203566121842496","0.31203566121842496","0.31203566121842496"
"180","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.2540861812778603","0.2540861812778603","0.2540861812778603","0.30906389301634474","0.30906389301634474","0.30906389301634474"
"184","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.25705794947994054","0.25705794947994054","0.25705794947994054","0.29420505200594355","0.29420505200594355","0.29420505200594355"
"188","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.26448736998514116","0.26448736998514116","0.26448736998514116","0.3060921248142645","0.3060921248142645","0.3060921248142645"
"192","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.2526002971768202","0.2526002971768202","0.2526002971768202","0.3150074294205052","0.3150074294205052","0.3150074294205052"
"196","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.2600297176820208","0.2600297176820208","0.2600297176820208","0.2971768202080238","0.2971768202080238","0.2971768202080238"
"200","0.2362555720653789","0.2362555720653789","0.2362555720653789","0.23922734026745915","0.23922734026745915","0.23922734026745915","0.28083209509658247","0.28083209509658247","0.28083209509658247"
"204","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.2511144130757801","0.2511144130757801","0.2511144130757801","0.31054977711738485","0.31054977711738485","0.31054977711738485"
"208","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.2555720653789004","0.2555720653789004","0.2555720653789004","0.3164933135215453","0.3164933135215453","0.3164933135215453"
"212","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.2436849925705795","0.2436849925705795","0.2436849925705795","0.3031203566121842","0.3031203566121842","0.3031203566121842"
"216","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.25705794947994054","0.25705794947994054","0.25705794947994054","0.2912332838038633","0.2912332838038633","0.2912332838038633"
"220","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.24962852897473997","0.24962852897473997","0.24962852897473997","0.2912332838038633","0.2912332838038633","0.2912332838038633"
"224","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.2526002971768202","0.2526002971768202","0.2526002971768202","0.2986627043090639","0.2986627043090639","0.2986627043090639"
"228","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.237741456166419","0.237741456166419","0.237741456166419","0.3031203566121842","0.3031203566121842","0.3031203566121842"
"232","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.2540861812778603","0.2540861812778603","0.2540861812778603","0.3060921248142645","0.3060921248142645","0.3060921248142645"
"236","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.23328380386329867","0.23328380386329867","0.23328380386329867","0.31054977711738485","0.31054977711738485","0.31054977711738485"
"240","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.2362555720653789","0.2362555720653789","0.2362555720653789","0.2912332838038633","0.2912332838038633","0.2912332838038633"
"244","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.24962852897473997","0.24962852897473997","0.24962852897473997","0.29420505200594355","0.29420505200594355","0.29420505200594355"
"248","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.24665676077265974","0.24665676077265974","0.24665676077265974","0.3135215453194651","0.3135215453194651","0.3135215453194651"
"252","0.237741456166419","0.237741456166419","0.237741456166419","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.3016344725111441","0.3016344725111441","0.3016344725111441"
"256","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.23476968796433878","0.23476968796433878","0.23476968796433878","0.3179791976225854","0.3179791976225854","0.3179791976225854"
"260","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.24814264487369986","0.24814264487369986","0.24814264487369986","0.31946508172362553","0.31946508172362553","0.31946508172362553"
"264","0.21099554234769688","0.21099554234769688","0.21099554234769688","0.2526002971768202","0.2526002971768202","0.2526002971768202","0.2986627043090639","0.2986627043090639","0.2986627043090639"
"268","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.24962852897473997","0.24962852897473997","0.24962852897473997","0.2971768202080238","0.2971768202080238","0.2971768202080238"
"272","0.212481426448737","0.212481426448737","0.212481426448737","0.2362555720653789","0.2362555720653789","0.2362555720653789","0.2986627043090639","0.2986627043090639","0.2986627043090639"
"276","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.2362555720653789","0.2362555720653789","0.2362555720653789","0.27934621099554235","0.27934621099554235","0.27934621099554235"
"280","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.2436849925705795","0.2436849925705795","0.2436849925705795","0.3031203566121842","0.3031203566121842","0.3031203566121842"
"284","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.24071322436849926","0.24071322436849926","0.24071322436849926","0.29569093610698366","0.29569093610698366","0.29569093610698366"
"288","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.2867756315007429","0.2867756315007429","0.2867756315007429"
"292","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.300148588410104","0.300148588410104","0.300148588410104"
"296","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.31054977711738485","0.31054977711738485","0.31054977711738485"
"300","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.27340267459138184","0.27340267459138184","0.27340267459138184"
"304","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.2451708766716196","0.2451708766716196","0.2451708766716196","","",""
"308","0.212481426448737","0.212481426448737","0.212481426448737","0.2288261515601783","0.2288261515601783","0.2288261515601783","","",""
"312","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.22734026745913818","0.22734026745913818","0.22734026745913818","","",""
"316","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.24219910846953938","0.24219910846953938","0.24219910846953938","","",""
"320","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.2303120356612184","0.2303120356612184","0.2303120356612184","","",""
"324","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.21842496285289748","0.21842496285289748","0.21842496285289748","","",""
"328","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.2199108469539376","0.2199108469539376","0.2199108469539376","","",""
"332","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.22585438335809807","0.22585438335809807","0.22585438335809807","","",""
"336","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.2436849925705795","0.2436849925705795","0.2436849925705795","","",""
"340","0.2362555720653789","0.2362555720653789","0.2362555720653789","0.2303120356612184","0.2303120356612184","0.2303120356612184","","",""
"344","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.2362555720653789","0.2362555720653789","0.2362555720653789","","",""
"348","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.23476968796433878","0.23476968796433878","0.23476968796433878","","",""
"352","0.2362555720653789","0.2362555720653789","0.2362555720653789","0.24071322436849926","0.24071322436849926","0.24071322436849926","","",""
"356","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.2436849925705795","0.2436849925705795","0.2436849925705795","","",""
"360","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.23179791976225855","0.23179791976225855","0.23179791976225855","","",""
"364","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.2526002971768202","0.2526002971768202","0.2526002971768202","","",""
"368","0.23328380386329867","0.23328380386329867","0.23328380386329867","0.24071322436849926","0.24071322436849926","0.24071322436849926","","",""
"372","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.23922734026745915","0.23922734026745915","0.23922734026745915","","",""
"376","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.26151560178306094","0.26151560178306094","0.26151560178306094","","",""
"380","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.2213967310549777","0.2213967310549777","0.2213967310549777","","",""
"384","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.24219910846953938","0.24219910846953938","0.24219910846953938","","",""
"388","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.24962852897473997","0.24962852897473997","0.24962852897473997","","",""
"392","0.212481426448737","0.212481426448737","0.212481426448737","0.24665676077265974","0.24665676077265974","0.24665676077265974","","",""
"396","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.237741456166419","0.237741456166419","0.237741456166419","","",""
"400","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.21693907875185736","0.21693907875185736","0.21693907875185736","","",""
"404","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.22734026745913818","","",""
"408","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.24665676077265974","0.24665676077265974","0.24665676077265974","","",""
"412","0.23328380386329867","0.23328380386329867","0.23328380386329867","0.25705794947994054","0.25705794947994054","0.25705794947994054","","",""
"416","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.2362555720653789","0.2362555720653789","0.2362555720653789","","",""
"420","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.2585438335809807","0.2585438335809807","0.2585438335809807","","",""
"424","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.23476968796433878","0.23476968796433878","0.23476968796433878","","",""
"428","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.24219910846953938","0.24219910846953938","0.24219910846953938","","",""
"432","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.2436849925705795","0.2436849925705795","0.2436849925705795","","",""
"436","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.2288261515601783","0.2288261515601783","0.2288261515601783","","",""
"440","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.23476968796433878","0.23476968796433878","0.23476968796433878","","",""
"444","0.23476968796433878","0.23476968796433878","0.23476968796433878","0.24219910846953938","0.24219910846953938","0.24219910846953938","","",""
"448","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.22734026745913818","0.22734026745913818","0.22734026745913818","","",""
"452","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.23922734026745915","0.23922734026745915","0.23922734026745915","","",""
"456","0.21099554234769688","0.21099554234769688","0.21099554234769688","0.23922734026745915","0.23922734026745915","0.23922734026745915","","",""
"460","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.2436849925705795","0.2436849925705795","0.2436849925705795","","",""
"464","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.24219910846953938","0.24219910846953938","0.24219910846953938","","",""
"468","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.2288261515601783","0.2288261515601783","0.2288261515601783","","",""
"472","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.2511144130757801","0.2511144130757801","0.2511144130757801","","",""
"476","0.212481426448737","0.212481426448737","0.212481426448737","0.2585438335809807","0.2585438335809807","0.2585438335809807","","",""
"480","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.25705794947994054","0.25705794947994054","0.25705794947994054","","",""
"484","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.23179791976225855","0.23179791976225855","0.23179791976225855","","",""
"488","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.2511144130757801","0.2511144130757801","0.2511144130757801","","",""
"492","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.2511144130757801","0.2511144130757801","0.2511144130757801","","",""
"496","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.26448736998514116","0.26448736998514116","0.26448736998514116","","",""
"500","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.26300148588410105","0.26300148588410105","0.26300148588410105","","",""
"504","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.23476968796433878","0.23476968796433878","0.23476968796433878","","",""
"508","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.2555720653789004","0.2555720653789004","0.2555720653789004","","",""
"512","0.23922734026745915","0.23922734026745915","0.23922734026745915","0.26448736998514116","0.26448736998514116","0.26448736998514116","","",""
"516","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.2526002971768202","0.2526002971768202","0.2526002971768202","","",""
"520","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.2540861812778603","0.2540861812778603","0.2540861812778603","","",""
"524","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.2511144130757801","0.2511144130757801","0.2511144130757801","","",""
"528","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.2526002971768202","0.2526002971768202","0.2526002971768202","","",""
"532","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.23922734026745915","0.23922734026745915","0.23922734026745915","","",""
"536","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.24219910846953938","0.24219910846953938","0.24219910846953938","","",""
"540","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.24814264487369986","0.24814264487369986","0.24814264487369986","","",""
"544","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.25705794947994054","0.25705794947994054","0.25705794947994054","","",""
"548","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.24962852897473997","0.24962852897473997","0.24962852897473997","","",""
"552","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.24962852897473997","0.24962852897473997","0.24962852897473997","","",""
"556","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.2555720653789004","0.2555720653789004","0.2555720653789004","","",""
"560","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.24071322436849926","0.24071322436849926","0.24071322436849926","","",""
"564","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.23922734026745915","0.23922734026745915","0.23922734026745915","","",""
"568","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.26151560178306094","0.26151560178306094","0.26151560178306094","","",""
"572","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.2436849925705795","0.2436849925705795","0.2436849925705795","","",""
"576","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.26151560178306094","0.26151560178306094","0.26151560178306094","","",""
"580","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.26151560178306094","0.26151560178306094","0.26151560178306094","","",""
"584","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.2526002971768202","0.2526002971768202","0.2526002971768202","","",""
"588","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.2362555720653789","0.2362555720653789","0.2362555720653789","","",""
"592","0.20802377414561665","0.20802377414561665","0.20802377414561665","0.2511144130757801","0.2511144130757801","0.2511144130757801","","",""
"596","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.23922734026745915","0.23922734026745915","0.23922734026745915","","",""
"600","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.23476968796433878","0.23476968796433878","0.23476968796433878","","",""
"604","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.237741456166419","0.237741456166419","0.237741456166419","","",""
"608","","","","0.2288261515601783","0.2288261515601783","0.2288261515601783","","",""
"612","","","","0.2511144130757801","0.2511144130757801","0.2511144130757801","","",""
"616","","","","0.22436849925705796","0.22436849925705796","0.22436849925705796","","",""
"620","","","","0.25705794947994054","0.25705794947994054","0.25705794947994054","","",""
"624","","","","0.2362555720653789","0.2362555720653789","0.2362555720653789","","",""
"628","","","","0.2451708766716196","0.2451708766716196","0.2451708766716196","","",""
"632","","","","0.2511144130757801","0.2511144130757801","0.2511144130757801","","",""
"636","","","","0.25705794947994054","0.25705794947994054","0.25705794947994054","","",""
"640","","","","0.2511144130757801","0.2511144130757801","0.2511144130757801","","",""
"644","","","","0.2585438335809807","0.2585438335809807","0.2585438335809807","","",""
"648","","","","0.24962852897473997","0.24962852897473997","0.24962852897473997","","",""
"652","","","","0.2511144130757801","0.2511144130757801","0.2511144130757801","","",""
"656","","","","0.24962852897473997","0.24962852897473997","0.24962852897473997","","",""
"660","","","","0.2555720653789004","0.2555720653789004","0.2555720653789004","","",""
"664","","","","0.2526002971768202","0.2526002971768202","0.2526002971768202","","",""
"668","","","","0.23476968796433878","0.23476968796433878","0.23476968796433878","","",""
