"Step","rl.grpo_llama.3b_decay_short.20B_math.8k_0422_1123 - val/test_score/GSM8k","rl.grpo_llama.3b_decay_short.20B_math.8k_0422_1123 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_decay_short.20B_math.8k_0422_1123 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_decay_long.short.mix.20B_math.8k_0421_1810 - val/test_score/GSM8k","rl.grpo_llama.3b_decay_long.short.mix.20B_math.8k_0421_1810 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_decay_long.short.mix.20B_math.8k_0421_1810 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_decay_long.20B_math.8k_0421_1332 - val/test_score/GSM8k","rl.grpo_llama.3b_decay_long.20B_math.8k_0421_1332 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_decay_long.20B_math.8k_0421_1332 - val/test_score/GSM8k__MAX"
"128","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8453373768006065","0.8453373768006065","0.8453373768006065"
"132","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8589840788476119","0.8589840788476119","0.8589840788476119"
"136","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8506444275966641","0.8506444275966641","0.8506444275966641"
"140","0.821076573161486","0.821076573161486","0.821076573161486","0.8392721758908264","0.8392721758908264","0.8392721758908264","0.8551933282789992","0.8551933282789992","0.8551933282789992"
"144","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8483699772554966","0.8483699772554966","0.8483699772554966"
"148","0.8165276724791509","0.8165276724791509","0.8165276724791509","0.821076573161486","0.821076573161486","0.821076573161486","0.8597422289613343","0.8597422289613343","0.8597422289613343"
"152","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.865049279757392","0.865049279757392","0.865049279757392"
"156","0.8127369219105383","0.8127369219105383","0.8127369219105383","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.8642911296436695","0.8642911296436695","0.8642911296436695"
"160","0.8059135708870356","0.8059135708870356","0.8059135708870356","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8468536770280516","0.8468536770280516","0.8468536770280516"
"164","0.8066717210007581","0.8066717210007581","0.8066717210007581","0.8324488248673237","0.8324488248673237","0.8324488248673237","0.8605003790750568","0.8605003790750568","0.8605003790750568"
"168","0.8081880212282032","0.8081880212282032","0.8081880212282032","0.8339651250947687","0.8339651250947687","0.8339651250947687","0.846095526914329","0.846095526914329","0.846095526914329"
"172","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8521607278241091","0.8521607278241091","0.8521607278241091"
"176","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8506444275966641","0.8506444275966641","0.8506444275966641"
"180","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8635329795299469","0.8635329795299469","0.8635329795299469"
"184","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8514025777103866","0.8514025777103866","0.8514025777103866"
"188","0.8081880212282032","0.8081880212282032","0.8081880212282032","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8567096285064443","0.8567096285064443","0.8567096285064443"
"192","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8468536770280516","0.8468536770280516","0.8468536770280516"
"196","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.8468536770280516","0.8468536770280516","0.8468536770280516"
"200","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.8536770280515542","0.8536770280515542","0.8536770280515542"
"204","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.844579226686884","0.844579226686884","0.844579226686884"
"208","0.824109173616376","0.824109173616376","0.824109173616376","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8529188779378317","0.8529188779378317","0.8529188779378317"
"212","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.849128127369219","0.849128127369219","0.849128127369219"
"216","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.844579226686884","0.844579226686884","0.844579226686884"
"220","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8468536770280516","0.8468536770280516","0.8468536770280516"
"224","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8582259287338894","0.8582259287338894","0.8582259287338894"
"228","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.866565579984837","0.866565579984837","0.866565579984837"
"232","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.846095526914329","0.846095526914329","0.846095526914329"
"236","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.8605003790750568","0.8605003790750568","0.8605003790750568"
"240","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.8347232752084913","0.8347232752084913","0.8347232752084913","0.8521607278241091","0.8521607278241091","0.8521607278241091"
"244","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8544351781652767","0.8544351781652767","0.8544351781652767"
"248","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8559514783927218","0.8559514783927218","0.8559514783927218"
"252","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8453373768006065","0.8453373768006065","0.8453373768006065"
"256","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8407884761182715","0.8407884761182715","0.8407884761182715"
"260","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8385140257771039","0.8385140257771039","0.8385140257771039"
"264","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.846095526914329","0.846095526914329","0.846095526914329"
"268","0.8074298711144806","0.8074298711144806","0.8074298711144806","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8476118271417741","0.8476118271417741","0.8476118271417741"
"272","0.8127369219105383","0.8127369219105383","0.8127369219105383","0.821076573161486","0.821076573161486","0.821076573161486","0.8498862774829417","0.8498862774829417","0.8498862774829417"
"276","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.821076573161486","0.821076573161486","0.821076573161486","0.8514025777103866","0.8514025777103866","0.8514025777103866"
"280","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.8521607278241091","0.8521607278241091","0.8521607278241091"
"284","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8514025777103866","0.8514025777103866","0.8514025777103866"
"288","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8536770280515542","0.8536770280515542","0.8536770280515542"
"292","0.8324488248673237","0.8324488248673237","0.8324488248673237","0.824109173616376","0.824109173616376","0.824109173616376","0.8392721758908264","0.8392721758908264","0.8392721758908264"
"296","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8506444275966641","0.8506444275966641","0.8506444275966641"
"300","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8582259287338894","0.8582259287338894","0.8582259287338894"
"304","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.8256254738438211","0.8256254738438211","0.8256254738438211","","",""
"308","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.8294162244124337","0.8294162244124337","0.8294162244124337","","",""
"312","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8316906747536013","0.8316906747536013","0.8316906747536013","","",""
"316","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8301743745261562","0.8301743745261562","0.8301743745261562","","",""
"320","0.819560272934041","0.819560272934041","0.819560272934041","0.824109173616376","0.824109173616376","0.824109173616376","","",""
"324","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8225928733889311","0.8225928733889311","0.8225928733889311","","",""
"328","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.8256254738438211","0.8256254738438211","0.8256254738438211","","",""
"332","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8294162244124337","0.8294162244124337","0.8294162244124337","","",""
"336","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8316906747536013","0.8316906747536013","0.8316906747536013","","",""
"340","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8271417740712661","0.8271417740712661","0.8271417740712661","","",""
"344","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8256254738438211","0.8256254738438211","0.8256254738438211","","",""
"348","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8278999241849886","0.8278999241849886","0.8278999241849886","","",""
"352","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.8294162244124337","0.8294162244124337","0.8294162244124337","","",""
"356","0.819560272934041","0.819560272934041","0.819560272934041","0.8263836239575436","0.8263836239575436","0.8263836239575436","","",""
"360","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8309325246398787","0.8309325246398787","0.8309325246398787","","",""
"364","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8263836239575436","0.8263836239575436","0.8263836239575436","","",""
"368","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8301743745261562","0.8301743745261562","0.8301743745261562","","",""
"372","0.8134950720242609","0.8134950720242609","0.8134950720242609","0.8354814253222138","0.8354814253222138","0.8354814253222138","","",""
"376","0.8150113722517058","0.8150113722517058","0.8150113722517058","0.8407884761182715","0.8407884761182715","0.8407884761182715","","",""
"380","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8324488248673237","0.8324488248673237","0.8324488248673237","","",""
"384","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.8339651250947687","0.8339651250947687","0.8339651250947687","","",""
"388","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8339651250947687","0.8339651250947687","0.8339651250947687","","",""
"392","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8309325246398787","0.8309325246398787","0.8309325246398787","","",""
"396","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8271417740712661","","",""
"400","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8332069749810462","0.8332069749810462","0.8332069749810462","","",""
"404","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.824109173616376","0.824109173616376","0.824109173616376","","",""
"408","0.819560272934041","0.819560272934041","0.819560272934041","0.8294162244124337","0.8294162244124337","0.8294162244124337","","",""
"412","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.8347232752084913","0.8347232752084913","0.8347232752084913","","",""
"416","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.8316906747536013","0.8316906747536013","0.8316906747536013","","",""
"420","0.821076573161486","0.821076573161486","0.821076573161486","0.8392721758908264","0.8392721758908264","0.8392721758908264","","",""
"424","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8263836239575436","0.8263836239575436","0.8263836239575436","","",""
"428","0.821076573161486","0.821076573161486","0.821076573161486","0.8354814253222138","0.8354814253222138","0.8354814253222138","","",""
"432","0.819560272934041","0.819560272934041","0.819560272934041","0.8369977255496588","0.8369977255496588","0.8369977255496588","","",""
"436","0.8089461713419257","0.8089461713419257","0.8089461713419257","0.8225928733889311","0.8225928733889311","0.8225928733889311","","",""
"440","0.8165276724791509","0.8165276724791509","0.8165276724791509","0.8225928733889311","0.8225928733889311","0.8225928733889311","","",""
"444","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.8347232752084913","0.8347232752084913","0.8347232752084913","","",""
"448","0.8165276724791509","0.8165276724791509","0.8165276724791509","0.8301743745261562","0.8301743745261562","0.8301743745261562","","",""
"452","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8332069749810462","0.8332069749810462","0.8332069749810462","","",""
"456","0.8339651250947687","0.8339651250947687","0.8339651250947687","0.8407884761182715","0.8407884761182715","0.8407884761182715","","",""
"460","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.824109173616376","0.824109173616376","0.824109173616376","","",""
"464","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.8248673237300985","0.8248673237300985","0.8248673237300985","","",""
"468","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8271417740712661","0.8271417740712661","0.8271417740712661","","",""
"472","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8301743745261562","0.8301743745261562","0.8301743745261562","","",""
"476","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.8324488248673237","0.8324488248673237","0.8324488248673237","","",""
"480","0.8150113722517058","0.8150113722517058","0.8150113722517058","0.8294162244124337","0.8294162244124337","0.8294162244124337","","",""
"484","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.8392721758908264","0.8392721758908264","0.8392721758908264","","",""
"488","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.8407884761182715","0.8407884761182715","0.8407884761182715","","",""
"492","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8286580742987112","0.8286580742987112","0.8286580742987112","","",""
"496","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8263836239575436","0.8263836239575436","0.8263836239575436","","",""
"500","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8309325246398787","0.8309325246398787","0.8309325246398787","","",""
"504","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.821076573161486","0.821076573161486","0.821076573161486","","",""
"508","0.824109173616376","0.824109173616376","0.824109173616376","0.8203184230477635","0.8203184230477635","0.8203184230477635","","",""
"512","0.821076573161486","0.821076573161486","0.821076573161486","0.8180439727065959","0.8180439727065959","0.8180439727065959","","",""
"516","0.821076573161486","0.821076573161486","0.821076573161486","0.8157695223654283","0.8157695223654283","0.8157695223654283","","",""
"520","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.824109173616376","0.824109173616376","0.824109173616376","","",""
"524","0.819560272934041","0.819560272934041","0.819560272934041","0.824109173616376","0.824109173616376","0.824109173616376","","",""
"528","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8225928733889311","0.8225928733889311","0.8225928733889311","","",""
"532","0.824109173616376","0.824109173616376","0.824109173616376","0.8271417740712661","0.8271417740712661","0.8271417740712661","","",""
"536","0.819560272934041","0.819560272934041","0.819560272934041","0.8256254738438211","0.8256254738438211","0.8256254738438211","","",""
"540","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8301743745261562","0.8301743745261562","0.8301743745261562","","",""
"544","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.8286580742987112","0.8286580742987112","0.8286580742987112","","",""
"548","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8332069749810462","0.8332069749810462","0.8332069749810462","","",""
"552","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8233510235026535","0.8233510235026535","0.8233510235026535","","",""
"556","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8218347232752085","0.8218347232752085","0.8218347232752085","","",""
"560","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8286580742987112","0.8286580742987112","0.8286580742987112","","",""
"564","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8354814253222138","0.8354814253222138","0.8354814253222138","","",""
"568","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8332069749810462","0.8332069749810462","0.8332069749810462","","",""
"572","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8339651250947687","0.8339651250947687","0.8339651250947687","","",""
"576","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8278999241849886","0.8278999241849886","0.8278999241849886","","",""
"580","0.824109173616376","0.824109173616376","0.824109173616376","0.8248673237300985","0.8248673237300985","0.8248673237300985","","",""
"584","0.8150113722517058","0.8150113722517058","0.8150113722517058","0.8263836239575436","0.8263836239575436","0.8263836239575436","","",""
"588","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8286580742987112","0.8286580742987112","0.8286580742987112","","",""
"592","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8309325246398787","0.8309325246398787","0.8309325246398787","","",""
"596","0.824109173616376","0.824109173616376","0.824109173616376","0.8324488248673237","0.8324488248673237","0.8324488248673237","","",""
"600","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8286580742987112","0.8286580742987112","0.8286580742987112","","",""
"604","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8332069749810462","0.8332069749810462","0.8332069749810462","","",""
"608","","","","0.8332069749810462","0.8332069749810462","0.8332069749810462","","",""
"612","","","","0.8369977255496588","0.8369977255496588","0.8369977255496588","","",""
"616","","","","0.8263836239575436","0.8263836239575436","0.8263836239575436","","",""
"620","","","","0.8400303260045489","0.8400303260045489","0.8400303260045489","","",""
"624","","","","0.8271417740712661","0.8271417740712661","0.8271417740712661","","",""
"628","","","","0.8362395754359363","0.8362395754359363","0.8362395754359363","","",""
"632","","","","0.846095526914329","0.846095526914329","0.846095526914329","","",""
"636","","","","0.8430629264594389","0.8430629264594389","0.8430629264594389","","",""
"640","","","","0.8324488248673237","0.8324488248673237","0.8324488248673237","","",""
"644","","","","0.8400303260045489","0.8400303260045489","0.8400303260045489","","",""
"648","","","","0.8301743745261562","0.8301743745261562","0.8301743745261562","","",""
"652","","","","0.8369977255496588","0.8369977255496588","0.8369977255496588","","",""
"656","","","","0.8392721758908264","0.8392721758908264","0.8392721758908264","","",""
"660","","","","0.8332069749810462","0.8332069749810462","0.8332069749810462","","",""
"664","","","","0.8278999241849886","0.8278999241849886","0.8278999241849886","","",""
"668","","","","0.8278999241849886","0.8278999241849886","0.8278999241849886","","",""
